"","top_hit","gene_id","length.x","evalue","bitscore","simMean","uniprotkb_entry","status","protein_names","gene_names","organism","kegg","GO.ID","GO_terms"
"8947","RMX49610.1","TRINITY_DN27169_c1_g1_i1",95,1e-43,187.2,90.53,NA,NA,NA,NA,NA,NA,"F:GO:0008270; C:GO:0005737;NA","F:zinc ion binding; C:cytoplasm;NA"
"8948","RMX49610.1","TRINITY_DN27169_c2_g1_i1",165,6.1e-85,324.3,96.97,NA,NA,NA,NA,NA,NA,"F:GO:0008270; C:GO:0005737;NA","F:zinc ion binding; C:cytoplasm;NA"
"8949","RMX49610.1","TRINITY_DN27169_c2_g2_i1",300,2e-159,572.8,97,NA,NA,NA,NA,NA,NA,"F:GO:0008270; C:GO:0005737;NA","F:zinc ion binding; C:cytoplasm;NA"
"8950","RMX49619.1","TRINITY_DN45965_c0_g1_i1",458,2.2e-217,766.5,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"8951","RMX49620.1","TRINITY_DN46930_c0_g1_i1",435,8.4e-211,745,99.77,NA,NA,NA,NA,NA,NA,"F:GO:0003677; F:GO:0046872; C:GO:0005634;NA","F:DNA binding; F:metal ion binding; C:nucleus;NA"
"8952","RMX49622.1","TRINITY_DN23205_c0_g1_i1",467,3.4e-234,822,100,NA,NA,NA,NA,NA,NA,"F:GO:0003677; F:GO:0046872; C:GO:0005634;NA","F:DNA binding; F:metal ion binding; C:nucleus;NA"
"8953","RMX49622.1","TRINITY_DN25345_c0_g1_i1",105,2.7e-53,218.8,100,NA,NA,NA,NA,NA,NA,"F:GO:0003677; F:GO:0046872; C:GO:0005634;NA","F:DNA binding; F:metal ion binding; C:nucleus;NA"
"8954","RMX49625.1","TRINITY_DN18845_c0_g2_i1",107,3.1e-40,175.3,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"8955","RMX49625.1","TRINITY_DN57613_c0_g1_i1",156,1e-71,280.4,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"8956","RMX49625.1","TRINITY_DN73669_c0_g1_i1",103,8.1e-43,183.7,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"8957","RMX49642.1","TRINITY_DN50941_c0_g1_i1",41,3.4e-12,82,95.12,NA,NA,NA,NA,NA,NA,"F:GO:0016787;NA","F:hydrolase activity;NA"
"8958","RMX49648.1","TRINITY_DN14792_c0_g2_i1",271,2.7e-137,499.6,90.77,NA,NA,NA,NA,NA,NA,"P:GO:0090502; F:GO:0003723; F:GO:0004521; F:GO:0046872;NA","P:RNA phosphodiester bond hydrolysis, endonucleolytic; F:RNA binding; F:endoribonuclease activity; F:metal ion binding;NA"
"8959","RMX49655.1","TRINITY_DN20638_c0_g2_i1",383,1.7e-217,766.5,99.74,NA,NA,NA,NA,NA,NA,"P:GO:0008654; F:GO:0016780; C:GO:0016021;NA","P:phospholipid biosynthetic process; F:phosphotransferase activity, for other substituted phosphate groups; C:integral component of membrane;NA"
"8960","RMX49660.1","TRINITY_DN45360_c0_g1_i1",135,6.6e-69,270.8,100,NA,NA,NA,NA,NA,NA,"P:GO:0034220; F:GO:0004888; F:GO:0005230; C:GO:0005886; C:GO:0016021;NA","P:ion transmembrane transport; F:transmembrane signaling receptor activity; F:extracellular ligand-gated ion channel activity; C:plasma membrane; C:integral component of membrane;NA"
"8961","RMX49662.1","TRINITY_DN26530_c0_g1_i1",140,1.8e-63,254.6,97.14,NA,NA,NA,NA,NA,NA,"C:GO:0016021;NA","C:integral component of membrane;NA"
"8962","RMX49663.1","TRINITY_DN25290_c0_g1_i1",330,7.7e-181,644.4,98.79,NA,NA,NA,NA,NA,NA,"P:GO:0007186; F:GO:0004930; C:GO:0016021;NA","P:G protein-coupled receptor signaling pathway; F:G protein-coupled receptor activity; C:integral component of membrane;NA"
"8963","RMX49677.1","TRINITY_DN31555_c0_g1_i1",126,8.3e-32,147.5,65.08,NA,NA,NA,NA,NA,NA,"P:GO:0007165; P:GO:0007186; F:GO:0004930; C:GO:0016020; C:GO:0016021;NA","P:signal transduction; P:G protein-coupled receptor signaling pathway; F:G protein-coupled receptor activity; C:membrane; C:integral component of membrane;NA"
"8964","RMX49679.1","TRINITY_DN73046_c0_g1_i1",135,2.3e-52,217.6,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"8965","RMX49687.1","TRINITY_DN23049_c0_g1_i1",75,9.2e-07,63.9,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"8966","RMX49687.1","TRINITY_DN30682_c0_g1_i1",108,4.5e-18,102.8,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"8967","RMX49687.1","TRINITY_DN30682_c0_g2_i1",59,5.4e-13,85.1,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"8968","RMX49691.1","TRINITY_DN13700_c1_g1_i1",191,2.1e-97,365.9,86.91,NA,NA,NA,NA,NA,NA,"F:GO:0008270; C:GO:0005737;NA","F:zinc ion binding; C:cytoplasm;NA"
"8969","RMX49691.1","TRINITY_DN28796_c0_g3_i1",48,5.1e-14,88.6,89.58,NA,NA,NA,NA,NA,NA,"F:GO:0008270; C:GO:0005737;NA","F:zinc ion binding; C:cytoplasm;NA"
"8970","RMX49691.1","TRINITY_DN31727_c0_g1_i1",104,3.3e-52,214.9,92.31,NA,NA,NA,NA,NA,NA,"F:GO:0008270; C:GO:0005737;NA","F:zinc ion binding; C:cytoplasm;NA"
"8971","RMX49692.1","TRINITY_DN12886_c0_g1_i5",164,2.5e-38,169.5,90.85,NA,NA,NA,NA,NA,NA,"C:GO:0005737;NA","C:cytoplasm;NA"
"8972","RMX49692.1","TRINITY_DN16620_c0_g1_i4",143,4.9e-62,248.1,90.21,NA,NA,NA,NA,NA,NA,"C:GO:0005737;NA","C:cytoplasm;NA"
"8973","RMX49692.1","TRINITY_DN16620_c0_g2_i2",109,4e-48,201.4,94.5,NA,NA,NA,NA,NA,NA,"C:GO:0005737;NA","C:cytoplasm;NA"
"8974","RMX49700.1","TRINITY_DN19850_c0_g3_i1",103,5.7e-48,201.8,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"8975","RMX49732.1","TRINITY_DN67497_c0_g1_i1",35,5.3e-11,79,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"8976","RMX49741.1","TRINITY_DN23831_c0_g1_i1",302,8.4e-131,478,90.73,NA,NA,NA,NA,NA,NA,"C:GO:0016021;NA","C:integral component of membrane;NA"
"8977","RMX49741.1","TRINITY_DN23831_c0_g2_i1",67,1.6e-30,142.9,98.51,NA,NA,NA,NA,NA,NA,"C:GO:0016021;NA","C:integral component of membrane;NA"
"8978","RMX49780.1","TRINITY_DN26567_c0_g1_i1",130,1.1e-34,157.9,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"8979","RMX49790.1","TRINITY_DN38680_c0_g1_i1",328,2.3e-159,572.8,91.77,NA,NA,NA,NA,NA,NA,"C:GO:0005576;NA","C:extracellular region;NA"
"8980","RMX49790.1","TRINITY_DN54415_c0_g1_i1",320,4.7e-148,535,97.5,NA,NA,NA,NA,NA,NA,"C:GO:0005576;NA","C:extracellular region;NA"
"8981","RMX49798.1","TRINITY_DN27273_c0_g2_i1",341,1.7e-186,662.9,97.95,NA,NA,NA,NA,NA,NA,"C:GO:0005576;NA","C:extracellular region;NA"
"8982","RMX49816.1","TRINITY_DN32332_c0_g1_i1",186,1.6e-97,366.3,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"8983","RMX49817.1","TRINITY_DN19156_c0_g1_i1",217,1.5e-121,446.8,99.08,NA,NA,NA,NA,NA,NA,"C:GO:0005576;NA","C:extracellular region;NA"
"8984","RMX49819.1","TRINITY_DN17350_c0_g1_i1",153,7.1e-83,318.2,97.39,NA,NA,NA,NA,NA,NA,"F:GO:0005524; F:GO:0016740;NA","F:ATP binding; F:transferase activity;NA"
"8985","RMX49845.1","TRINITY_DN31280_c2_g1_i1",82,2.1e-36,162.5,98.78,NA,NA,NA,NA,NA,NA,"P:GO:0000723; P:GO:0006281; P:GO:0006310; P:GO:0032508; F:GO:0003678; F:GO:0005524; F:GO:0016787;NA","P:telomere maintenance; P:DNA repair; P:DNA recombination; P:DNA duplex unwinding; F:DNA helicase activity; F:ATP binding; F:hydrolase activity;NA"
"8986","RMX49851.1","TRINITY_DN66242_c0_g1_i1",263,4.4e-134,489.2,97.72,NA,NA,NA,NA,NA,NA,"P:GO:0007186; F:GO:0004930; C:GO:0016021;NA","P:G protein-coupled receptor signaling pathway; F:G protein-coupled receptor activity; C:integral component of membrane;NA"
"8987","RMX49891.1","TRINITY_DN39915_c0_g1_i4",1047,0,1365.5,69.34,NA,NA,NA,NA,NA,NA,"C:GO:0016020; C:GO:0016021;NA","C:membrane; C:integral component of membrane;NA"
"8988","RMX49904.1","TRINITY_DN50101_c0_g1_i1",260,1.5e-131,479.9,97.69,NA,NA,NA,NA,NA,NA,"P:GO:0007186; F:GO:0004930; C:GO:0016021;NA","P:G protein-coupled receptor signaling pathway; F:G protein-coupled receptor activity; C:integral component of membrane;NA"
"8989","RMX49904.1","TRINITY_DN52865_c0_g1_i1",115,1.2e-50,209.9,100,NA,NA,NA,NA,NA,NA,"P:GO:0007186; F:GO:0004930; C:GO:0016021;NA","P:G protein-coupled receptor signaling pathway; F:G protein-coupled receptor activity; C:integral component of membrane;NA"
"8990","RMX49904.1","TRINITY_DN56826_c0_g1_i1",111,1.4e-48,203,100,NA,NA,NA,NA,NA,NA,"P:GO:0007186; F:GO:0004930; C:GO:0016021;NA","P:G protein-coupled receptor signaling pathway; F:G protein-coupled receptor activity; C:integral component of membrane;NA"
"8991","RMX49917.1","TRINITY_DN18702_c0_g1_i1",1144,0,2196.4,98.08,NA,NA,NA,NA,NA,NA,"P:GO:0006506; F:GO:0051377; C:GO:0005789; C:GO:0016021;NA","P:GPI anchor biosynthetic process; F:mannose-ethanolamine phosphotransferase activity; C:endoplasmic reticulum membrane; C:integral component of membrane;NA"
"8992","RMX49930.1","TRINITY_DN23611_c0_g1_i1",201,1.8e-94,356.3,94.03,NA,NA,NA,NA,NA,NA,"P:GO:0007186; F:GO:0004930; C:GO:0016021;NA","P:G protein-coupled receptor signaling pathway; F:G protein-coupled receptor activity; C:integral component of membrane;NA"
"8993","RMX49933.1","TRINITY_DN59814_c0_g1_i1",106,1.4e-50,210.7,99.06,NA,NA,NA,NA,NA,NA,"C:GO:0016021;NA","C:integral component of membrane;NA"
"8994","RMX49935.1","TRINITY_DN12172_c0_g1_i1",219,3.6e-101,378.6,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"8995","RMX49935.1","TRINITY_DN15490_c0_g1_i2",384,2.6e-178,636,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"8996","RMX49935.1","TRINITY_DN17840_c0_g1_i2",232,8.1e-91,344.7,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"8997","RMX49935.1","TRINITY_DN17840_c0_g2_i1",99,2.5e-46,196.1,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"8998","RMX49935.1","TRINITY_DN17840_c0_g3_i1",274,1.9e-117,433.3,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"8999","RMX49949.1","TRINITY_DN26333_c0_g2_i1",55,3e-07,66.2,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"9000","RMX49951.1","TRINITY_DN31273_c0_g1_i1",62,8e-10,74.3,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"9001","RMX49955.1","TRINITY_DN16640_c0_g1_i2",77,5.7e-35,158.3,98.7,NA,NA,NA,NA,NA,NA,"P:GO:0018108; F:GO:0004713; F:GO:0005524; C:GO:0016021;NA","P:peptidyl-tyrosine phosphorylation; F:protein tyrosine kinase activity; F:ATP binding; C:integral component of membrane;NA"
"9002","RMX49957.1","TRINITY_DN20287_c0_g1_i1",111,2.4e-41,180.6,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"9003","RMX49960.1","TRINITY_DN20154_c0_g1_i1",121,1.4e-42,184.1,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"9004","RMX49960.1","TRINITY_DN20154_c0_g2_i1",1307,0,2019.2,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"9005","RMX49963.1","TRINITY_DN19408_c0_g2_i1",54,1e-06,64.7,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"9006","RMX49964.1","TRINITY_DN12362_c0_g1_i2",415,1.1e-243,853.6,99.52,NA,NA,NA,NA,NA,NA,"F:GO:0005524; F:GO:0046872;NA","F:ATP binding; F:metal ion binding;NA"
"9007","RMX49984.1","TRINITY_DN22224_c0_g2_i2",69,5.2e-21,111.7,78.26,NA,NA,NA,NA,NA,NA,"C:GO:0016020;NA","C:membrane;NA"
"9008","RMX49986.1","TRINITY_DN40516_c0_g1_i1",201,1.4e-88,337.8,85.07,NA,NA,NA,NA,NA,NA,"P:GO:0006357; F:GO:0000981; F:GO:0003677; C:GO:0005634;NA","P:regulation of transcription by RNA polymerase II; F:DNA-binding transcription factor activity, RNA polymerase II-specific; F:DNA binding; C:nucleus;NA"
"9009","RMX49989.1","TRINITY_DN19714_c0_g1_i4",168,3.5e-67,265.4,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"9010","RMX49989.1","TRINITY_DN19714_c0_g2_i2",204,2e-111,412.9,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"9011","RMX49993.1","TRINITY_DN15090_c0_g3_i1",113,1.2e-08,71.2,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"9012","RMX49994.1","TRINITY_DN12898_c0_g1_i2",135,3.6e-67,265,94.81,NA,NA,NA,NA,NA,NA,"P:GO:0018108; F:GO:0004713; F:GO:0005524;NA","P:peptidyl-tyrosine phosphorylation; F:protein tyrosine kinase activity; F:ATP binding;NA"
"9013","RMX50010.1","TRINITY_DN37657_c0_g1_i1",165,6.4e-82,315.5,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"9014","RMX50012.1","TRINITY_DN11630_c0_g1_i1",185,9.3e-97,365.2,98.92,NA,NA,NA,NA,NA,NA,"C:GO:0016021;NA","C:integral component of membrane;NA"
"9015","RMX50041.1","TRINITY_DN15655_c0_g2_i1",120,3e-46,196.1,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"9016","RMX50041.1","TRINITY_DN19030_c0_g1_i1",112,1.1e-52,216.9,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"9017","RMX50048.1","TRINITY_DN31999_c0_g1_i1",106,4.3e-56,229.9,99.06,NA,NA,NA,NA,NA,NA,"C:GO:0016021;NA","C:integral component of membrane;NA"
"9018","RMX50049.1","TRINITY_DN19095_c0_g2_i2",431,2.6e-213,753.8,88.86,NA,NA,NA,NA,NA,NA,"P:GO:0006470; F:GO:0000287; F:GO:0004721; F:GO:0030145; C:GO:0005829; C:GO:0016020;NA","P:protein dephosphorylation; F:magnesium ion binding; F:phosphoprotein phosphatase activity; F:manganese ion binding; C:cytosol; C:membrane;NA"
"9019","RMX50053.1","TRINITY_DN61579_c0_g1_i1",507,2e-280,975.7,99.8,NA,NA,NA,NA,NA,NA,"P:GO:0006829; P:GO:0098655; F:GO:0008324; C:GO:0016021;NA","P:zinc ion transport; P:cation transmembrane transport; F:cation transmembrane transporter activity; C:integral component of membrane;NA"
"9020","RMX50053.1","TRINITY_DN63052_c0_g1_i1",101,7.9e-47,198,100,NA,NA,NA,NA,NA,NA,"P:GO:0006829; P:GO:0098655; F:GO:0008324; C:GO:0016021;NA","P:zinc ion transport; P:cation transmembrane transport; F:cation transmembrane transporter activity; C:integral component of membrane;NA"
"9021","RMX50057.1","TRINITY_DN44909_c0_g1_i1",98,5e-42,181.4,79.59,NA,NA,NA,NA,NA,NA,"F:GO:0005509;NA","F:calcium ion binding;NA"
"9022","RMX50061.1","TRINITY_DN23338_c0_g1_i1",109,3.5e-20,108.6,55.96,NA,NA,NA,NA,NA,NA,"P:GO:0006099; P:GO:0006106; F:GO:0003824; F:GO:0004333; F:GO:0016829; C:GO:0045239;NA","P:tricarboxylic acid cycle; P:fumarate metabolic process; F:catalytic activity; F:fumarate hydratase activity; F:lyase activity; C:tricarboxylic acid cycle enzyme complex;NA"
"9023","RMX50063.1","TRINITY_DN33484_c0_g1_i1",312,9.2e-168,600.9,97.12,NA,NA,NA,NA,NA,NA,"P:GO:0016311; P:GO:0019509; F:GO:0000287; F:GO:0043874;NA","P:dephosphorylation; P:L-methionine salvage from methylthioadenosine; F:magnesium ion binding; F:acireductone synthase activity;NA"
"9024","RMX50079.1","TRINITY_DN26142_c0_g1_i1",165,1.4e-86,330.1,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"9025","RMX50079.1","TRINITY_DN26142_c1_g1_i1",141,3.4e-24,122.5,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"9026","RMX50108.1","TRINITY_DN25450_c0_g1_i1",185,3.6e-33,152.5,47.03,NA,NA,NA,NA,NA,NA,"F:GO:0005509;NA","F:calcium ion binding;NA"
"9027","RMX50110.1","TRINITY_DN27765_c0_g1_i1",170,4.6e-65,259.2,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"9028","RMX50111.1","TRINITY_DN37801_c0_g1_i1",461,2.6e-247,865.5,93.93,NA,NA,NA,NA,NA,NA,"C:GO:0016021;NA","C:integral component of membrane;NA"
"9029","RMX50113.1","TRINITY_DN55820_c0_g1_i1",327,9.3e-183,650.6,100,NA,NA,NA,NA,NA,NA,"F:GO:0016491;NA","F:oxidoreductase activity;NA"
"9030","RMX50125.1","TRINITY_DN16698_c0_g2_i1",55,1.8e-10,77.4,72.73,NA,NA,NA,NA,NA,NA,"P:GO:0006955; F:GO:0005164; C:GO:0016020;NA","P:immune response; F:tumor necrosis factor receptor binding; C:membrane;NA"
"9031","RMX50131.1","TRINITY_DN67772_c0_g1_i1",151,1.9e-81,312.8,99.34,NA,NA,NA,NA,NA,NA,"F:GO:0046872;NA","F:metal ion binding;NA"
"9032","RMX50140.1","TRINITY_DN22242_c0_g1_i6",282,6.1e-153,552,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"9033","RMX50149.1","TRINITY_DN11525_c0_g1_i1",76,1.3e-34,157.5,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"9034","RMX50150.1","TRINITY_DN18338_c0_g1_i2",38,7.6e-09,71.2,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"9035","RMX50157.1","TRINITY_DN57849_c0_g1_i1",105,2.6e-49,206.1,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"9036","RMX50165.1","TRINITY_DN25864_c0_g1_i2",203,6.3e-77,298.1,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"9037","RMX50177.1","TRINITY_DN19874_c0_g2_i1",179,5.6e-87,331.6,94.41,NA,NA,NA,NA,NA,NA,"C:GO:0000139; C:GO:0016021;NA","C:Golgi membrane; C:integral component of membrane;NA"
"9038","RMX50179.1","TRINITY_DN54962_c0_g1_i1",85,8.6e-22,114.8,61.18,NA,NA,NA,NA,NA,NA,"F:GO:0046983;NA","F:protein dimerization activity;NA"
"9039","RMX50207.1","TRINITY_DN13067_c0_g1_i1",779,0,1357.8,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"9040","RMX50236.1","TRINITY_DN15258_c0_g1_i5",107,1.9e-39,173.3,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"9041","RMX50236.1","TRINITY_DN23777_c0_g1_i2",89,5.1e-33,151.4,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"9042","RMX50236.1","TRINITY_DN26421_c0_g1_i1",107,1.6e-40,176.8,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"9043","RMX50236.1","TRINITY_DN29777_c1_g1_i1",87,2.1e-27,132.9,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"9044","RMX50242.1","TRINITY_DN22171_c0_g2_i1",135,7.2e-73,284.3,99.26,NA,NA,NA,NA,NA,NA,"C:GO:0016021;NA","C:integral component of membrane;NA"
"9045","RMX50249.1","TRINITY_DN42662_c0_g1_i1",226,3.3e-105,392.1,85.84,NA,NA,NA,NA,NA,NA,"F:GO:0005525;NA","F:GTP binding;NA"
"9046","RMX50252.1","TRINITY_DN22527_c0_g1_i1",63,2.2e-26,129.8,100,NA,NA,NA,NA,NA,NA,"F:GO:0005525;NA","F:GTP binding;NA"
"9047","RMX50252.1","TRINITY_DN26101_c0_g1_i1",67,2.4e-23,119,95.52,NA,NA,NA,NA,NA,NA,"F:GO:0005525;NA","F:GTP binding;NA"
"9048","RMX50257.1","TRINITY_DN54535_c0_g1_i1",115,4.2e-32,148.3,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"9049","RMX50259.1","TRINITY_DN22295_c0_g1_i1",120,1.1e-10,77,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"9050","RMX50281.1","TRINITY_DN29004_c0_g2_i1",180,7.3e-92,348.6,98.33,NA,NA,NA,NA,NA,NA,"C:GO:0016021;NA","C:integral component of membrane;NA"
"9051","RMX50292.1","TRINITY_DN70009_c0_g1_i1",103,5.5e-53,218,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"9052","RMX50299.1","TRINITY_DN28459_c1_g1_i1",111,2.5e-29,139,59.46,NA,NA,NA,NA,NA,NA,"F:GO:0003824;NA","F:catalytic activity;NA"
"9053","RMX50313.1","TRINITY_DN17381_c0_g1_i1",274,6.8e-147,531.2,94.53,NA,NA,NA,NA,NA,NA,"P:GO:0006897; F:GO:0005044; C:GO:0016020;NA","P:endocytosis; F:scavenger receptor activity; C:membrane;NA"
"9054","RMX50314.1","TRINITY_DN17381_c0_g2_i1",156,5.7e-88,334.7,99.36,NA,NA,NA,NA,NA,NA,"P:GO:0006897; F:GO:0005044; F:GO:0005509; C:GO:0016020;NA","P:endocytosis; F:scavenger receptor activity; F:calcium ion binding; C:membrane;NA"
"9055","RMX50319.1","TRINITY_DN12980_c0_g1_i1",96,3.3e-44,189.1,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"9056","RMX50321.1","TRINITY_DN20477_c1_g2_i1",88,8e-43,184.1,97.73,NA,NA,NA,NA,NA,NA,"F:GO:0005509;NA","F:calcium ion binding;NA"
"9057","RMX50326.1","TRINITY_DN32133_c0_g1_i1",236,1.2e-102,383.6,94.07,NA,NA,NA,NA,NA,NA,"P:GO:0035821; F:GO:0090729; C:GO:0005576; C:GO:0042151;NA","P:modulation of process of other organism; F:toxin activity; C:extracellular region; C:nematocyst;NA"
"9058","RMX50334.1","TRINITY_DN12928_c0_g1_i1",440,4.7e-226,794.7,94.77,NA,NA,NA,NA,NA,NA,"C:GO:0016021;NA","C:integral component of membrane;NA"
"9059","RMX50341.1","TRINITY_DN22622_c0_g1_i1",730,0,1115.9,93.84,NA,NA,NA,NA,NA,NA,"P:GO:0045292; F:GO:0003723; C:GO:0005681;NA","P:mRNA cis splicing, via spliceosome; F:RNA binding; C:spliceosomal complex;NA"
"9060","RMX50356.1","TRINITY_DN65473_c0_g1_i1",368,7.4e-213,750.7,98.91,NA,NA,NA,NA,NA,NA,"P:GO:0006478; F:GO:0008476; C:GO:0016021;NA","P:peptidyl-tyrosine sulfation; F:protein-tyrosine sulfotransferase activity; C:integral component of membrane;NA"
"9061","RMX50357.1","TRINITY_DN37301_c0_g1_i1",131,1.8e-71,279.3,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"9062","RMX50357.1","TRINITY_DN40529_c0_g1_i1",132,1.1e-65,260,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"9063","RMX50357.1","TRINITY_DN40529_c0_g2_i2",287,7.2e-158,567.4,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"9064","RMX50357.1","TRINITY_DN40529_c0_g3_i1",403,4.1e-207,731.5,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"9065","RMX50357.1","TRINITY_DN40529_c0_g4_i1",307,5.2e-162,581.3,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"9066","RMX50376.1","TRINITY_DN13655_c0_g1_i1",51,6.8e-11,78.6,68.63,NA,NA,NA,NA,NA,NA,"P:GO:0007165;NA","P:signal transduction;NA"
"9067","RMX50376.1","TRINITY_DN13655_c0_g2_i1",56,3e-12,83.2,67.86,NA,NA,NA,NA,NA,NA,"P:GO:0007165;NA","P:signal transduction;NA"
"9068","RMX50376.1","TRINITY_DN24097_c0_g1_i3",220,1.8e-52,216.9,53.18,NA,NA,NA,NA,NA,NA,"P:GO:0007165;NA","P:signal transduction;NA"
"9069","RMX50377.1","TRINITY_DN18372_c0_g1_i3",332,2.1e-141,512.7,77.71,NA,NA,NA,NA,NA,NA,"C:GO:0016020;NA","C:membrane;NA"
"9070","RMX50377.1","TRINITY_DN18372_c0_g2_i1",404,3.9e-169,605.1,75.25,NA,NA,NA,NA,NA,NA,"C:GO:0016020;NA","C:membrane;NA"
"9071","RMX50386.1","TRINITY_DN69038_c0_g1_i1",103,2.9e-40,175.3,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"9072","RMX50421.1","TRINITY_DN12837_c0_g1_i1",201,2.8e-106,397.5,94.53,NA,NA,NA,NA,NA,NA,"F:GO:0046872; C:GO:0005576;NA","F:metal ion binding; C:extracellular region;NA"
"9073","RMX50435.1","TRINITY_DN41240_c0_g1_i1",55,6.5e-22,114.4,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"9074","RMX50468.1","TRINITY_DN23362_c0_g1_i1",82,8.6e-36,162.2,100,NA,NA,NA,NA,NA,NA,"F:GO:0046983;NA","F:protein dimerization activity;NA"
"9075","RMX50472.1","TRINITY_DN54178_c0_g1_i1",274,1.6e-94,357.1,85.77,NA,NA,NA,NA,NA,NA,"P:GO:0000184; P:GO:0006397; P:GO:0006417; P:GO:0008380; P:GO:0051028; F:GO:0003729; C:GO:0005737; C:GO:0035145;NA","P:nuclear-transcribed mRNA catabolic process, nonsense-mediated decay; P:mRNA processing; P:regulation of translation; P:RNA splicing; P:mRNA transport; F:mRNA binding; C:cytoplasm; C:exon-exon junction complex;NA"
"9076","RMX50475.1","TRINITY_DN13268_c0_g1_i1",100,5.5e-43,186,98,NA,NA,NA,NA,NA,NA,"C:GO:0016021;NA","C:integral component of membrane;NA"
"9077","RMX50494.1","TRINITY_DN19994_c0_g1_i1",85,2.2e-44,189.9,100,NA,NA,NA,NA,NA,NA,"P:GO:0006508; F:GO:0008236;NA","P:proteolysis; F:serine-type peptidase activity;NA"
"9078","RMX50512.1","TRINITY_DN28605_c0_g1_i2",658,0,1293.5,96.66,NA,NA,NA,NA,NA,NA,"P:GO:0006486; F:GO:0008375; F:GO:0046872; C:GO:0016021;NA","P:protein glycosylation; F:acetylglucosaminyltransferase activity; F:metal ion binding; C:integral component of membrane;NA"
"9079","RMX50513.1","TRINITY_DN13330_c0_g1_i1",671,0,1346.6,97.02,NA,NA,NA,NA,NA,NA,"P:GO:0006486; F:GO:0008375; F:GO:0046872; C:GO:0016021;NA","P:protein glycosylation; F:acetylglucosaminyltransferase activity; F:metal ion binding; C:integral component of membrane;NA"
