"","category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology","bh_adjust"
"4952","GO:0016180",0.999999999999999,0.887072939588278,0,13,"snRNA processing","BP",1
"5061","GO:0016429",0.999999999999999,0.99634982525538,0,1,"tRNA (adenine-N1-)-methyltransferase activity","MF",1
"5079","GO:0016479",0.999999999999999,0.969769197740412,0,5,"negative regulation of transcription by RNA polymerase I","BP",1
"5151","GO:0016631",0.999999999999999,0.99308152580285,0,1,"enoyl-[acyl-carrier-protein] reductase activity","MF",1
"5166","GO:0016684",0.999999999999999,0.970797803204923,0,3,"oxidoreductase activity, acting on peroxide as acceptor","MF",1
"5167","GO:0016701",0.999999999999999,0.974822372732495,0,3,"oxidoreductase activity, acting on single donors with incorporation of molecular oxygen","MF",1
"5435","GO:0018444",0.999999999999999,0.970615496165633,0,3,"translation release factor complex","CC",1
"5452","GO:0018885",0.999999999999999,0.99011850233896,0,1,"carbon tetrachloride metabolic process","BP",1
"5484","GO:0019076",0.999999999999999,0.965965263250686,0,4,"viral release from host cell","BP",1
"5548","GO:0019265",0.999999999999999,0.970917315094282,0,3,"glycine biosynthetic process, by transamination of glyoxylate","BP",1
"5583","GO:0019411",0.999999999999999,0.997524349106542,0,1,"aerobic respiration, using ferrous ions as electron donor","BP",1
"5585","GO:0019417",0.999999999999999,0.990108087719188,0,1,"sulfur oxidation","BP",1
"5816","GO:0021618",0.999999999999999,0.972601480890439,0,3,"hypoglossal nerve morphogenesis","BP",1
"5846","GO:0021707",0.999999999999999,0.938635895179541,0,7,"cerebellar granule cell differentiation","BP",1
"5931","GO:0021965",0.999999999999999,0.972601480890439,0,3,"spinal cord ventral commissure morphogenesis","BP",1
"6100","GO:0030157",0.999999999999999,0.982032897946299,0,2,"pancreatic juice secretion","BP",1
"6123","GO:0030194",0.999999999999999,0.926270493127227,0,8,"positive regulation of blood coagulation","BP",1
"6198","GO:0030302",0.999999999999999,0.990108087719385,0,1,"deoxynucleotide transport","BP",1
"6262","GO:0030476",0.999999999999999,0.993382293304053,0,1,"ascospore wall assembly","BP",1
"6416","GO:0030893",0.999999999999999,0.980313571263728,0,2,"meiotic cohesin complex","CC",1
"6419","GO:0030896",0.999999999999999,0.990129907532953,0,1,"checkpoint clamp complex","CC",1
"6431","GO:0030910",0.999999999999999,0.983695505107913,0,2,"olfactory placode formation","BP",1
"6439","GO:0030947",0.999999999999999,0.894900987557633,0,12,"regulation of vascular endothelial growth factor receptor signaling pathway","BP",1
"6472","GO:0031018",0.999999999999999,0.913158787885352,0,12,"endocrine pancreas development","BP",1
"6494","GO:0031065",0.999999999999999,0.944289645465626,0,6,"positive regulation of histone deacetylation","BP",1
"6540","GO:0031149",0.999999999999999,0.992611029492598,0,1,"sorocarp stalk cell differentiation","BP",1
"6697","GO:0031475",0.999999999999999,0.929762627090831,0,10,"myosin V complex","CC",1
"6719","GO:0031522",0.999999999999999,0.990416050117231,0,1,"cell envelope Sec protein transport complex","CC",1
"6794","GO:0031748",0.999999999999999,0.952204042367153,0,5,"D1 dopamine receptor binding","MF",1
"6820","GO:0031929",0.999999999999999,0.927182614084199,0,9,"TOR signaling","BP",1
"6882","GO:0032049",0.999999999999999,0.956559851494353,0,5,"cardiolipin biosynthetic process","BP",1
"6918","GO:0032153",0.999999999999999,0.939145283929325,0,7,"cell division site","CC",1
"6969","GO:0032279",0.999999999999999,0.908899186508936,0,12,"asymmetric synapse","CC",1
"7003","GO:0032367",0.999999999999999,0.893881637204696,0,12,"intracellular cholesterol transport","BP",1
"7037","GO:0032429",0.999999999999999,0.971028154856515,0,3,"regulation of phospholipase A2 activity","BP",1
"7085","GO:0032494",0.999999999999999,0.94542486139451,0,11,"response to peptidoglycan","BP",1
"7185","GO:0032775",0.999999999999999,0.951170087969406,0,8,"DNA methylation on adenine","BP",1
"7224","GO:0032849",0.999999999999999,0.948820519099723,0,6,"positive regulation of cellular pH reduction","BP",1
"7399","GO:0033277",0.999999999999999,0.990108087719188,0,1,"abortive mitotic cell cycle","BP",1
"7412","GO:0033320",0.999999999999999,0.990108087719188,0,1,"UDP-D-xylose biosynthetic process","BP",1
"7501","GO:0033687",0.999999999999999,0.952149880837585,0,5,"osteoblast proliferation","BP",1
"7544","GO:0033978",0.999999999999999,0.990556274086846,0,1,"phosphonopyruvate hydrolase activity","MF",1
"7559","GO:0034044",0.999999999999999,0.993382293304053,0,1,"exomer complex","CC",1
"7576","GO:0034103",0.999999999999999,0.946374361214817,0,7,"regulation of tissue remodeling","BP",1
"7614","GO:0034203",0.999999999999999,0.995849512424693,0,1,"glycolipid translocation","BP",1
"7617","GO:0034211",0.999999999999999,0.987389898732849,0,2,"GTP-dependent protein kinase activity","MF",1
"7656","GO:0034349",0.999999999999999,0.980677195991548,0,2,"glial cell apoptotic process","BP",1
"7719","GO:0034498",0.999999999999999,0.947678535436955,0,6,"early endosome to Golgi transport","BP",1
"7786","GO:0034707",0.999999999999999,0.971996940810652,0,3,"chloride channel complex","CC",1
"7791","GO:0034719",0.999999999999999,0.962619042867015,0,6,"SMN-Sm protein complex","CC",1
"7895","GO:0035102",0.999999999999999,0.920621615959608,0,10,"PRC1 complex","CC",1
"7950","GO:0035212",0.999999999999999,0.890765612780743,0,15,"cell competition in a multicellular organism","BP",1
"7992","GO:0035282",0.999999999999999,0.937983336081917,0,8,"segmentation","BP",1
"7995","GO:0035289",0.999999999999999,0.977706008320109,0,3,"posterior head segmentation","BP",1
"8023","GO:0035336",0.999999999999999,0.980313571263728,0,2,"long-chain fatty-acyl-CoA metabolic process","BP",1
"8028","GO:0035354",0.999999999999999,0.951504898427771,0,5,"Toll-like receptor 1-Toll-like receptor 2 protein complex","CC",1
"8041","GO:0035375",0.999999999999999,0.907618485467003,0,11,"zymogen binding","MF",1
"8047","GO:0035404",0.999999999999999,0.966009694944634,0,7,NA,NA,1
"8064","GO:0035456",0.999999999999999,0.957823817798762,0,5,"response to interferon-beta","BP",1
"8139","GO:0035610",0.999999999999999,0.946287431152553,0,6,"protein side chain deglutamylation","BP",1
"8168","GO:0035663",0.999999999999999,0.951504898427771,0,5,"Toll-like receptor 2 binding","MF",1
"8174","GO:0035677",0.999999999999999,0.994825405784381,0,1,"posterior lateral line neuromast hair cell development","BP",1
"8175","GO:0035686",0.999999999999999,0.947342547842532,0,6,"sperm fibrous sheath","CC",1
"8241","GO:0035870",0.999999999999999,0.982116272519594,0,2,"dITP diphosphatase activity","MF",1
"8278","GO:0035985",0.999999999999999,0.99629676406958,0,1,"senescence-associated heterochromatin focus","CC",1
"8289","GO:0036003",0.999999999999999,0.971223947380871,0,3,"positive regulation of transcription from RNA polymerase II promoter in response to stress","BP",1
"8346","GO:0036132",0.999999999999999,0.982020492247594,0,2,"13-prostaglandin reductase activity","MF",1
"8376","GO:0036261",0.999999999999999,0.990115722455508,0,1,"7-methylguanosine cap hypermethylation","BP",1
"8447","GO:0036479",0.999999999999999,0.987389898732849,0,2,"peroxidase inhibitor activity","MF",1
"8503","GO:0038084",0.999999999999999,0.943258567278033,0,7,"vascular endothelial growth factor signaling pathway","BP",1
"8554","GO:0039535",0.999999999999999,0.971728241024949,0,3,"regulation of RIG-I signaling pathway","BP",1
"8623","GO:0042030",0.999999999999999,0.983245548707119,0,2,"ATPase inhibitor activity","MF",1
"8731","GO:0042309",0.999999999999999,0.997716784568934,0,1,"homoiothermy","BP",1
"8733","GO:0042318",0.999999999999999,0.992811966566533,0,1,"penicillin biosynthetic process","BP",1
"8774","GO:0042421",0.999999999999999,0.997716784568934,0,1,"norepinephrine biosynthetic process","BP",1
"8788","GO:0042461",0.999999999999999,0.937515069324813,0,8,"photoreceptor cell development","BP",1
"8807","GO:0042495",0.999999999999999,0.951504898427771,0,5,"detection of triacyl bacterial lipopeptide","BP",1
"8866","GO:0042644",0.999999999999999,0.974850057294335,0,3,"chloroplast nucleoid","CC",1
"8880","GO:0042670",0.999999999999999,0.994825405784381,0,1,"retinal cone cell differentiation","BP",1
"8938","GO:0042790",0.999999999999999,0.934643046242453,0,8,"nucleolar large rRNA transcription by RNA polymerase I","BP",1
"8971","GO:0042904",0.999999999999999,0.919285656416986,0,9,"9-cis-retinoic acid biosynthetic process","BP",1
"8977","GO:0042930",0.999999999999999,0.997872770315504,0,1,"enterobactin transport","BP",1
"9049","GO:0043097",0.999999999999999,0.972314528448951,0,3,"pyrimidine nucleoside salvage","BP",1
"9090","GO:0043178",0.999999999999999,0.982181094980102,0,2,"alcohol binding","MF",1
"9156","GO:0043303",0.999999999999999,0.990112037425071,0,1,"mast cell degranulation","BP",1
"9286","GO:0043583",0.999999999999999,0.880011980037792,0,13,"ear development","BP",1
"9297","GO:0043604",0.999999999999999,0.97063203549933,0,3,"amide biosynthetic process","BP",1
"9345","GO:0043890",0.999999999999999,0.990129473056649,0,1,"N-acetylgalactosamine-6-sulfatase activity","MF",1
"9353","GO:0043949",0.999999999999999,0.990108087719188,0,1,"regulation of cAMP-mediated signaling","BP",1
"9354","GO:0043950",0.999999999999999,0.88208311128417,0,13,"positive regulation of cAMP-mediated signaling","BP",1
"9450","GO:0044283",0.999999999999999,0.9178122562157,0,11,"small molecule biosynthetic process","BP",1
"9540","GO:0044650",0.999999999999999,0.948176555832429,0,9,"adhesion of symbiont to host cell","BP",1
"9546","GO:0044671",0.999999999999999,0.992611029492598,0,1,"sorocarp spore cell differentiation","BP",1
"9557","GO:0044753",0.999999999999999,0.987389898732849,0,2,"amphisome","CC",1
"9611","GO:0045025",0.999999999999999,0.971482818331577,0,3,"mitochondrial degradosome","CC",1
"9686","GO:0045186",0.999999999999999,0.980952748791273,0,2,"zonula adherens assembly","BP",1
"9697","GO:0045203",0.999999999999999,0.997872770315504,0,1,NA,NA,1
"9717","GO:0045278",0.999999999999999,0.997524349106542,0,1,"plasma membrane respiratory chain complex IV","CC",1
"9750","GO:0045439",0.999999999999999,0.992811966566533,0,1,"isopenicillin-N epimerase activity","MF",1
"9779","GO:0045570",0.999999999999999,0.958019713825049,0,5,"regulation of imaginal disc growth","BP",1
"9913","GO:0045837",0.999999999999999,0.990108087719188,0,1,"negative regulation of membrane potential","BP",1
"9955","GO:0045927",0.999999999999999,0.853133205355717,0,20,"positive regulation of growth","BP",1
"9976","GO:0045967",0.999999999999999,0.915773949647307,0,12,"negative regulation of growth rate","BP",1
"9988","GO:0046015",0.999999999999999,0.972450006411417,0,3,"regulation of transcription by glucose","BP",1
"10039","GO:0046185",0.999999999999999,0.935797751661259,0,7,"aldehyde catabolic process","BP",1
"10065","GO:0046333",0.999999999999999,0.997716784568934,0,1,"octopamine metabolic process","BP",1
"10090","GO:0046427",0.999999999999999,0.87713752026754,0,17,"positive regulation of receptor signaling pathway via JAK-STAT","BP",1
"10111","GO:0046487",0.999999999999999,0.972792849285242,0,3,"glyoxylate metabolic process","BP",1
"10162","GO:0046620",0.999999999999999,0.91635778720601,0,10,"regulation of organ growth","BP",1
"10175","GO:0046642",0.999999999999999,0.9706193684515,0,3,"negative regulation of alpha-beta T cell proliferation","BP",1
"10320","GO:0046986",0.999999999999999,0.990108087719385,0,1,"negative regulation of hemoglobin biosynthetic process","BP",1
"10358","GO:0047341",0.999999999999999,0.990108087719188,0,1,"fucose-1-phosphate guanylyltransferase activity","MF",1
"10378","GO:0047496",0.999999999999999,0.929323604395119,0,8,"vesicle transport along microtubule","BP",1
"10397","GO:0047696",0.999999999999999,0.980313571263728,0,2,"beta-adrenergic receptor kinase activity","MF",1
"10456","GO:0048022",0.999999999999999,0.925644967315422,0,8,"negative regulation of melanin biosynthetic process","BP",1
"10467","GO:0048040",0.999999999999999,0.990108087719188,0,1,"UDP-glucuronate decarboxylase activity","MF",1
"10511","GO:0048172",0.999999999999999,0.917558057571261,0,9,"regulation of short-term neuronal synaptic plasticity","BP",1
"10530","GO:0048232",0.999999999999999,0.87604653454698,0,14,"male gamete generation","BP",1
"10596","GO:0048440",0.999999999999999,0.990108087719385,0,1,"carpel development","BP",1
"10597","GO:0048443",0.999999999999999,0.990108087719385,0,1,"stamen development","BP",1
"10599","GO:0048453",0.999999999999999,0.990108087719385,0,1,"sepal formation","BP",1
"10631","GO:0048525",0.999999999999999,0.976828245392632,0,3,"negative regulation of viral process","BP",1
"10698","GO:0048659",0.999999999999999,0.990108087719188,0,1,"smooth muscle cell proliferation","BP",1
"10855","GO:0050145",0.999999999999999,0.990108087719188,0,1,"nucleoside monophosphate kinase activity","MF",1
"10862","GO:0050188",0.999999999999999,0.990556274086846,0,1,"phosphoenolpyruvate mutase activity","MF",1
"10863","GO:0050194",0.999999999999999,0.983718814331856,0,2,"phosphonoacetaldehyde hydrolase activity","MF",1
"10919","GO:0050528",0.999999999999999,0.990511365756691,0,1,"acyloxyacyl hydrolase activity","MF",1
"11015","GO:0050828",0.999999999999999,0.957725628585296,0,5,NA,NA,1
"11031","GO:0050859",0.999999999999999,0.980770270337036,0,2,"negative regulation of B cell receptor signaling pathway","BP",1
"11036","GO:0050864",0.999999999999999,0.998008222203424,0,1,"regulation of B cell activation","BP",1
"11105","GO:0051005",0.999999999999999,0.985031907264805,0,2,"negative regulation of lipoprotein lipase activity","BP",1
"11110","GO:0051013",0.999999999999999,0.925002840757602,0,8,"microtubule severing","BP",1
"11125","GO:0051033",0.999999999999999,0.974235237639057,0,3,"RNA transmembrane transporter activity","MF",1
"11138","GO:0051054",0.999999999999999,0.954044289042411,0,5,"positive regulation of DNA metabolic process","BP",1
"11150","GO:0051085",0.999999999999999,0.864062250470373,0,17,"chaperone cofactor-dependent protein refolding","BP",1
"11159","GO:0051096",0.999999999999999,0.949823625278951,0,7,"positive regulation of helicase activity","BP",1
"11205","GO:0051204",0.999999999999999,0.985267854590361,0,2,"protein insertion into mitochondrial membrane","BP",1
"11208","GO:0051209",0.999999999999999,0.946872397094113,0,6,"release of sequestered calcium ion into cytosol","BP",1
"11212","GO:0051220",0.999999999999999,0.936952428066302,0,7,"cytoplasmic sequestering of protein","BP",1
"11218","GO:0051232",0.999999999999999,0.990108087719188,0,1,"meiotic spindle elongation","BP",1
"11230","GO:0051251",0.999999999999999,0.951712618967759,0,7,"positive regulation of lymphocyte activation","BP",1
"11324","GO:0051463",0.999999999999999,0.990108087719188,0,1,"negative regulation of cortisol secretion","BP",1
"11431","GO:0051733",0.999999999999999,0.990556274086846,0,1,"polydeoxyribonucleotide kinase activity","MF",1
"11432","GO:0051736",0.999999999999999,0.990556274086846,0,1,"polyribonucleotide 5'-hydroxyl-kinase activity","MF",1
"11828","GO:0060292",0.999999999999999,0.894718346516436,0,13,"long-term synaptic depression","BP",1
"11874","GO:0060355",0.999999999999999,0.965048406511167,0,5,"positive regulation of cell adhesion molecule production","BP",1
"11885","GO:0060386",0.999999999999999,0.990108087719188,0,1,"synapse assembly involved in innervation","BP",1
"11918","GO:0060438",0.999999999999999,0.881225406177835,0,14,"trachea development","BP",1
"11924","GO:0060444",0.999999999999999,0.839032450171858,0,18,"branching involved in mammary gland duct morphogenesis","BP",1
"11928","GO:0060449",0.999999999999999,0.945689150207158,0,6,"bud elongation involved in lung branching","BP",1
"11987","GO:0060581",0.999999999999999,0.990649404138861,0,1,"cell fate commitment involved in pattern specification","BP",1
"12030","GO:0060701",0.999999999999999,0.996747490698362,0,1,"negative regulation of ribonuclease activity","BP",1
"12115","GO:0060929",0.999999999999999,0.983617664341761,0,2,"atrioventricular node cell fate commitment","BP",1
"12130","GO:0060977",0.999999999999999,0.890798942493868,0,12,"coronary vasculature morphogenesis","BP",1
"12169","GO:0061040",0.999999999999999,0.990108141850802,0,1,"female gonad morphogenesis","BP",1
"12183","GO:0061057",0.999999999999999,0.957512728606387,0,5,"peptidoglycan recognition protein signaling pathway","BP",1
"12231","GO:0061197",0.999999999999999,0.983695505107913,0,2,"fungiform papilla morphogenesis","BP",1
"12255","GO:0061333",0.999999999999999,0.9828637165038,0,2,"renal tubule morphogenesis","BP",1
"12285","GO:0061418",0.999999999999999,0.983825385674875,0,2,"regulation of transcription from RNA polymerase II promoter in response to hypoxia","BP",1
"12312","GO:0061508",0.999999999999999,0.990108087719188,0,1,"CDP phosphorylation","BP",1
"12332","GO:0061565",0.999999999999999,0.990108087719188,0,1,"dAMP phosphorylation","BP",1
"12333","GO:0061566",0.999999999999999,0.990108087719188,0,1,"CMP phosphorylation","BP",1
"12334","GO:0061567",0.999999999999999,0.990108087719188,0,1,"dCMP phosphorylation","BP",1
"12335","GO:0061568",0.999999999999999,0.990108087719188,0,1,"GDP phosphorylation","BP",1
"12336","GO:0061569",0.999999999999999,0.990108087719188,0,1,"UDP phosphorylation","BP",1
"12337","GO:0061570",0.999999999999999,0.990108087719188,0,1,"dCDP phosphorylation","BP",1
"12338","GO:0061571",0.999999999999999,0.990108087719188,0,1,"TDP phosphorylation","BP",1
"12344","GO:0061582",0.999999999999999,0.990108087719188,0,1,"intestinal epithelial cell migration","BP",1
"12374","GO:0061651",0.999999999999999,0.990634589406431,0,1,"Atg12 conjugating enzyme activity","MF",1
"12397","GO:0061711",0.999999999999999,0.987367054934673,0,2,"N(6)-L-threonylcarbamoyladenine synthase activity","MF",1
"12407","GO:0061738",0.999999999999999,0.966470713976374,0,4,"late endosomal microautophagy","BP",1
"12603","GO:0070175",0.999999999999999,0.972322872104554,0,3,"positive regulation of enamel mineralization","BP",1
"12634","GO:0070256",0.999999999999999,0.997524349106542,0,1,"negative regulation of mucus secretion","BP",1
"12688","GO:0070390",0.999999999999999,0.943748106505466,0,7,"transcription export complex 2","CC",1
"12781","GO:0070578",0.999999999999999,0.933983932347206,0,7,"RISC-loading complex","CC",1
"12927","GO:0070977",0.999999999999999,0.975553334747178,0,3,"bone maturation","BP",1
"12932","GO:0070987",0.999999999999999,0.961014805767683,0,4,"error-free translesion synthesis","BP",1
"12988","GO:0071164",0.999999999999999,0.990115722455508,0,1,"RNA trimethylguanosine synthase activity","MF",1
"12998","GO:0071209",0.999999999999999,0.985549741265879,0,2,"U7 snRNA binding","MF",1
"13006","GO:0071223",0.999999999999999,0.970646442101887,0,3,"cellular response to lipoteichoic acid","BP",1
"13023","GO:0071264",0.999999999999999,0.946622796031145,0,6,"positive regulation of translational initiation in response to starvation","BP",1
"13054","GO:0071332",0.999999999999999,0.974292979765176,0,3,"cellular response to fructose stimulus","BP",1
"13124","GO:0071470",0.999999999999999,0.95151107281963,0,5,"cellular response to osmotic stress","BP",1
"13200","GO:0071636",0.999999999999999,0.990108087719188,0,1,"positive regulation of transforming growth factor beta production","BP",1
"13237","GO:0071727",0.999999999999999,0.951504898427771,0,5,"cellular response to triacyl bacterial lipopeptide","BP",1
"13285","GO:0071902",0.999999999999999,0.827735308056718,0,20,"positive regulation of protein serine/threonine kinase activity","BP",1
"13334","GO:0072038",0.999999999999999,0.982195751512446,0,2,"mesenchymal stem cell maintenance involved in nephron morphogenesis","BP",1
"13379","GO:0072161",0.999999999999999,0.982195751512446,0,2,"mesenchymal cell differentiation involved in kidney development","BP",1
"13397","GO:0072197",0.999999999999999,0.948075855288776,0,7,"ureter morphogenesis","BP",1
"13485","GO:0072562",0.999999999999999,0.981632393178222,0,2,"blood microparticle","CC",1
"13606","GO:0086046",0.999999999999999,0.984165222676759,0,2,"membrane depolarization during SA node cell action potential","BP",1
"13674","GO:0090110",0.999999999999999,0.936091166650992,0,7,"COPII-coated vesicle cargo loading","BP",1
"13701","GO:0090164",0.999999999999999,0.98312418554978,0,2,"asymmetric Golgi ribbon formation","BP",1
"13736","GO:0090254",0.999999999999999,0.981506254264853,0,2,"cell elongation involved in imaginal disc-derived wing morphogenesis","BP",1
"13820","GO:0090481",0.999999999999999,0.937848819718967,0,7,"pyrimidine nucleotide-sugar transmembrane transport","BP",1
"13837","GO:0090549",0.999999999999999,0.990634589406431,0,1,"response to carbon starvation","BP",1
"13930","GO:0097100",0.999999999999999,0.969841848315734,0,4,"supercoiled DNA binding","MF",1
"13968","GO:0097168",0.999999999999999,0.982195751512446,0,2,"mesenchymal stem cell proliferation","BP",1
"13974","GO:0097180",0.999999999999999,0.985844328189549,0,2,"serine protease inhibitor complex","CC",1
"14089","GO:0097487",0.999999999999999,0.987389898732849,0,2,"multivesicular body, internal vesicle","CC",1
"14118","GO:0097581",0.999999999999999,0.972887694624281,0,3,"lamellipodium organization","BP",1
"14159","GO:0097733",0.999999999999999,0.951805445766674,0,5,"photoreceptor cell cilium","CC",1
"14174","GO:0098038",0.999999999999999,0.991930333870559,0,2,"non-replicative transposition, DNA-mediated","BP",1
"14229","GO:0098684",0.999999999999999,0.905338130584171,0,11,"photoreceptor ribbon synapse","CC",1
"14267","GO:0098781",0.999999999999999,0.957450045350914,0,5,"ncRNA transcription","BP",1
"14390","GO:0099054",0.999999999999999,0.872237254052503,0,17,"presynapse assembly","BP",1
"14441","GO:0099400",0.999999999999999,0.987389898732849,0,2,"caveola neck","CC",1
"14485","GO:0099578",0.999999999999999,0.966103342674129,0,4,"regulation of translation at postsynapse, modulating synaptic transmission","BP",1
"14499","GO:0099625",0.999999999999999,0.966047332802199,0,4,"ventricular cardiac muscle cell membrane repolarization","BP",1
"14587","GO:0106072",0.999999999999999,0.980313571263728,0,2,"negative regulation of adenylate cyclase-activating G protein-coupled receptor signaling pathway","BP",1
"14698","GO:0120103",0.999999999999999,0.92356719689831,0,8,"centriolar subdistal appendage","CC",1
"14701","GO:0120114",0.999999999999999,0.990108087719188,0,1,"Sm-like protein family complex","CC",1
"14716","GO:0120177",0.999999999999999,0.990108087719385,0,1,"negative regulation of torso signaling pathway","BP",1
"14807","GO:0140338",0.999999999999999,0.99629676406958,0,1,"sphingomyelin transfer activity","MF",1
"14826","GO:0140469",0.999999999999999,0.946622796031145,0,6,"GCN2-mediated signaling","BP",1
"14891","GO:1900029",0.999999999999999,0.942486918040264,0,6,"positive regulation of ruffle assembly","BP",1
"14912","GO:1900086",0.999999999999999,0.951043915753288,0,6,"positive regulation of peptidyl-tyrosine autophosphorylation","BP",1
"14957","GO:1900223",0.999999999999999,0.964618594334661,0,4,"positive regulation of amyloid-beta clearance","BP",1
"15001","GO:1900705",0.999999999999999,0.994825405784381,0,1,"negative regulation of siderophore biosynthetic process","BP",1
"15112","GO:1901532",0.999999999999999,0.991680676269993,0,1,"regulation of hematopoietic progenitor cell differentiation","BP",1
"15158","GO:1901682",0.999999999999999,0.868668847634733,0,16,"sulfur compound transmembrane transporter activity","MF",1
"15167","GO:1901727",0.999999999999999,0.987389898732849,0,2,"positive regulation of histone deacetylase activity","BP",1
"15227","GO:1902003",0.999999999999999,0.900656947177363,0,11,"regulation of amyloid-beta formation","BP",1
"15240","GO:1902043",0.999999999999999,0.935355639875988,0,7,"positive regulation of extrinsic apoptotic signaling pathway via death domain receptors","BP",1
"15278","GO:1902253",0.999999999999999,0.990797493849041,0,1,"regulation of intrinsic apoptotic signaling pathway by p53 class mediator","BP",1
"15295","GO:1902306",0.999999999999999,0.98435072670361,0,2,"negative regulation of sodium ion transmembrane transport","BP",1
"15342","GO:1902527",0.999999999999999,0.956587667206973,0,5,"positive regulation of protein monoubiquitination","BP",1
"15397","GO:1902732",0.999999999999999,0.918757587557746,0,10,"positive regulation of chondrocyte proliferation","BP",1
"15399","GO:1902737",0.999999999999999,0.990108087719188,0,1,"dendritic filopodium","CC",1
"15457","GO:1902956",0.999999999999999,0.99011850233896,0,1,"regulation of mitochondrial electron transport, NADH to ubiquinone","BP",1
"15464","GO:1902969",0.999999999999999,0.971203521293305,0,3,"mitotic DNA replication","BP",1
"15523","GO:1903125",0.999999999999999,0.987389898732849,0,2,"negative regulation of thioredoxin peroxidase activity by peptidyl-threonine phosphorylation","BP",1
"15576","GO:1903317",0.999999999999999,0.990163806724371,0,1,"regulation of protein maturation","BP",1
"15592","GO:1903364",0.999999999999999,0.927170845739355,0,8,NA,NA,1
"15597","GO:1903377",0.999999999999999,0.971197549654459,0,3,"negative regulation of oxidative stress-induced neuron intrinsic apoptotic signaling pathway","BP",1
"15738","GO:1903829",0.999999999999999,0.879868201574853,0,14,"positive regulation of protein localization","BP",1
"15749","GO:1903892",0.999999999999999,0.980814409879656,0,2,"negative regulation of ATF6-mediated unfolded protein response","BP",1
"15774","GO:1903996",0.999999999999999,0.996237238065849,0,1,"negative regulation of non-membrane spanning protein tyrosine kinase activity","BP",1
"15805","GO:1904108",0.999999999999999,0.990108087719188,0,1,"protein localization to ciliary inversin compartment","BP",1
"15907","GO:1904550",0.999999999999999,0.990108087719188,0,1,"response to arachidonic acid","BP",1
"16013","GO:1904887",0.999999999999999,0.987389898732849,0,2,"Wnt signalosome assembly","BP",1
"16016","GO:1904899",0.999999999999999,0.990108087719188,0,1,"positive regulation of hepatic stellate cell proliferation","BP",1
"16098","GO:1905216",0.999999999999999,0.990108087719188,0,1,"positive regulation of RNA binding","BP",1
"16120","GO:1905289",0.999999999999999,0.987389898732849,0,2,"regulation of CAMKK-AMPK signaling cascade","BP",1
"16193","GO:1905634",0.999999999999999,0.961676252852196,0,4,"regulation of protein localization to chromatin","BP",1
"16274","GO:1990063",0.999999999999999,0.994680923813384,0,1,"Bam protein complex","CC",1
"16278","GO:1990072",0.999999999999999,0.981835548129609,0,2,"TRAPPIII protein complex","CC",1
"16313","GO:1990196",0.999999999999999,0.997872770315504,0,1,"MacAB-TolC complex","CC",1
"16322","GO:1990244",0.999999999999999,0.890765612780743,0,15,"histone H2AT120 kinase activity","MF",1
"16323","GO:1990245",0.999999999999999,0.890765612780743,0,15,NA,NA,1
"16342","GO:1990304",0.999999999999999,0.99629676406958,0,1,"MUB1-RAD6-UBR2 ubiquitin ligase complex","CC",1
"16343","GO:1990314",0.999999999999999,0.912845007006852,0,10,"cellular response to insulin-like growth factor stimulus","BP",1
"16363","GO:1990405",0.999999999999999,0.990108087719188,0,1,"protein antigen binding","MF",1
"16374","GO:1990438",0.999999999999999,0.990108087719188,0,1,"U6 2'-O-snRNA methylation","BP",1
"16411","GO:1990573",0.999999999999999,0.852434094837318,0,19,"potassium ion import across plasma membrane","BP",1
"16429","GO:1990641",0.999999999999999,0.990108087719385,0,1,"response to iron ion starvation","BP",1
"16444","GO:1990716",0.999999999999999,0.961170404554441,0,4,"axonemal central apparatus","CC",1
"16452","GO:1990748",0.999999999999999,0.916697574240114,0,11,"cellular detoxification","BP",1
"16550","GO:2000058",0.999999999999999,0.943235867484223,0,6,"regulation of ubiquitin-dependent protein catabolic process","BP",1
"16570","GO:2000114",0.999999999999999,0.88010906875174,0,14,"regulation of establishment of cell polarity","BP",1
"16628","GO:2000249",0.999999999999999,0.933622946351207,0,10,"regulation of actin cytoskeleton reorganization","BP",1
"16648","GO:2000291",0.999999999999999,0.990797493849041,0,1,"regulation of myoblast proliferation","BP",1
"16669","GO:2000344",0.999999999999999,0.943538502270413,0,6,"positive regulation of acrosome reaction","BP",1
"16710","GO:2000470",0.999999999999999,0.994825405784381,0,1,"positive regulation of peroxidase activity","BP",1
"16730","GO:2000573",0.999999999999999,0.879269204501439,0,14,"positive regulation of DNA biosynthetic process","BP",1
"16907","GO:2001237",0.999999999999999,0.815970900686443,0,23,"negative regulation of extrinsic apoptotic signaling pathway","BP",1
"31","GO:0000056",1,0.975987217684271,0,3,"ribosomal small subunit export from nucleus","BP",1
"110","GO:0000247",1,0.993985353763567,0,1,"C-8 sterol isomerase activity","MF",1
"248","GO:0000732",1,0.975912222247081,0,3,"strand displacement","BP",1
"270","GO:0000802",1,0.992289927440422,0,1,"transverse filament","CC",1
"354","GO:0001094",1,0.859523193633452,0,16,"TFIID-class transcription factor complex binding","MF",1
"358","GO:0001147",1,0.955349709119199,0,5,"transcription termination site sequence-specific DNA binding","MF",1
"379","GO:0001315",1,0.991316397756839,0,1,NA,NA,1
