"","slim_term","slim_cat","category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology","bh_adjust","genes"
"223",NA,NA,"GO:0005938",0.0169707173464556,0.995442862728172,6,195,"cell cortex","CC",1,"Pver_g100, Pver_g396, Pver_g421, Pver_g422, Pver_g752, Pver_g763, Pver_g775, Pver_g816, Pver_g969, Pver_g1150, Pver_g1203, Pver_g1271, Pver_g1482, Pver_g1630, Pver_g1835, Pver_g2043, Pver_g2202, Pver_g2210, Pver_g2351, Pver_g2358, Pver_g2380, Pver_g2383, Pver_g2573, Pver_g2677, Pver_g2817, Pver_g2982, Pver_g3055, Pver_g3589, Pver_g3765, Pver_g3923, Pver_g3925, Pver_g4227, Pver_g4260, Pver_g4375, Pver_g4410, Pver_g4427, Pver_g4748, Pver_g4805, Pver_g4858, Pver_g5230, Pver_g5239, Pver_g5397, Pver_g5481, Pver_g5510, Pver_g5594, Pver_g5785, Pver_g5804, Pver_g6045, Pver_g6175, Pver_g6291, Pver_g6443, Pver_g6542, Pver_g6631, Pver_g6851, Pver_g6902, Pver_g7148, Pver_g7433, Pver_g7645, Pver_g7654, Pver_g7950, Pver_g8045, Pver_g8719, Pver_g8720, Pver_g8915, Pver_g9017, Pver_g9039, Pver_g9168, Pver_g9314, Pver_g10062, Pver_g10199, Pver_g10275, Pver_g10276, Pver_g10277, Pver_g10284, Pver_g10358, Pver_g10430, Pver_g10479, Pver_g11079, Pver_g11289, Pver_g11522, Pver_g11619, Pver_g12177, Pver_g12321, Pver_g12483, Pver_g12484, Pver_g12499, Pver_g12684, Pver_g12729, Pver_g12935, Pver_g13004, Pver_g13021, Pver_g13521, Pver_g13530, Pver_g13716, Pver_g14128, Pver_g14237, Pver_g14403, Pver_g14422, Pver_g14495, Pver_g14525, Pver_g14656, Pver_g14678, Pver_g14844, Pver_g14991, Pver_g14992, Pver_g15186, Pver_g15197, Pver_g15401, Pver_g15431, Pver_g15654, Pver_g15655, Pver_g15656, Pver_g15780, Pver_g15883, Pver_g15963, Pver_g15992, Pver_g16101, Pver_g16104, Pver_g16655, Pver_g17288, Pver_g17445, Pver_g17472, Pver_g17583, Pver_g17709, Pver_g17716, Pver_g17750, Pver_g17888, Pver_g17932, Pver_g17950, Pver_g18166, Pver_g18170, Pver_g18171, Pver_g18318, Pver_g18363, Pver_g18379, Pver_g18402, Pver_g18561, Pver_g18566, Pver_g18574, Pver_g18700, Pver_g18778, Pver_g18797, Pver_g18824, Pver_g19083, Pver_g19157, Pver_g19280, Pver_g19344, Pver_g19361, Pver_g19384, Pver_g19402, Pver_g19527, Pver_g19528, Pver_g19596, Pver_g19680, Pver_g19793, Pver_g19796, Pver_g19829, Pver_g19863, Pver_g19895, Pver_g20012, Pver_g20031, Pver_g20188, Pver_g20209, Pver_g20360, Pver_g20443, Pver_g20718, Pver_g20894, Pver_g20925, Pver_g20974, Pver_g21627, Pver_g21730, Pver_g21752, Pver_g22003, Pver_g22013, Pver_g22214, Pver_g22450, Pver_g22788, Pver_g23276, Pver_g23372, Pver_g23484, Pver_g23505, Pver_g23635, Pver_g23729, Pver_g24530, Pver_g24991, Pver_g25037, Pver_g25587, Pver_g25816, Pver_g25909, Pver_g26003, Pver_g26089, Pver_g26290, Pver_g26631, Pver_g26679, Pver_g26807"
"224",NA,NA,"GO:0006865",0.00931154550198925,0.9990811537923,3,44,"amino acid transport","BP",1,"Pver_g248, Pver_g537, Pver_g1508, Pver_g1510, Pver_g1511, Pver_g1512, Pver_g2235, Pver_g2236, Pver_g2237, Pver_g3325, Pver_g3412, Pver_g4165, Pver_g4166, Pver_g4169, Pver_g4393, Pver_g4711, Pver_g4712, Pver_g4714, Pver_g4900, Pver_g4901, Pver_g5143, Pver_g6100, Pver_g6303, Pver_g6817, Pver_g7437, Pver_g7615, Pver_g8192, Pver_g8193, Pver_g8446, Pver_g8645, Pver_g12738, Pver_g12739, Pver_g13505, Pver_g14920, Pver_g16526, Pver_g16573, Pver_g16574, Pver_g16575, Pver_g17733, Pver_g23125, Pver_g23127, Pver_g23382, Pver_g25180, Pver_g25275"
"225",NA,NA,"GO:0006968",0.0239542846012118,0.99985536937649,1,2,"cellular defense response","BP",1,"Pver_g71, Pver_g9343"
"226",NA,NA,"GO:0009408",0.0318678059015884,0.994938288540933,3,69,"response to heat","BP",1,"Pver_g316, Pver_g503, Pver_g830, Pver_g950, Pver_g1081, Pver_g1082, Pver_g1153, Pver_g1414, Pver_g1618, Pver_g1892, Pver_g1942, Pver_g2509, Pver_g2515, Pver_g3034, Pver_g3099, Pver_g3152, Pver_g3360, Pver_g3417, Pver_g3746, Pver_g5329, Pver_g5361, Pver_g5826, Pver_g6301, Pver_g6433, Pver_g7130, Pver_g7167, Pver_g7599, Pver_g8244, Pver_g9410, Pver_g9427, Pver_g10792, Pver_g10867, Pver_g11041, Pver_g11421, Pver_g11516, Pver_g11517, Pver_g11518, Pver_g11519, Pver_g11524, Pver_g11531, Pver_g11721, Pver_g11886, Pver_g12440, Pver_g12769, Pver_g13136, Pver_g13279, Pver_g14372, Pver_g14703, Pver_g14863, Pver_g15844, Pver_g16163, Pver_g16307, Pver_g16315, Pver_g16711, Pver_g18735, Pver_g20611, Pver_g20973, Pver_g23580, Pver_g23645, Pver_g23801, Pver_g23984, Pver_g24298, Pver_g24367, Pver_g25052, Pver_g25514, Pver_g26228, Pver_g26232, Pver_g4587, Pver_g10747"
"227",NA,NA,"GO:0009628",0.00415559076387416,0.999175688456041,6,141,"response to abiotic stimulus","BP",1,"Pver_g62, Pver_g82, Pver_g255, Pver_g466, Pver_g481, Pver_g663, Pver_g1178, Pver_g1288, Pver_g1325, Pver_g1816, Pver_g1893, Pver_g2045, Pver_g2076, Pver_g2090, Pver_g2339, Pver_g2524, Pver_g2594, Pver_g2759, Pver_g2760, Pver_g2978, Pver_g3363, Pver_g3414, Pver_g3664, Pver_g3685, Pver_g3756, Pver_g3783, Pver_g3913, Pver_g4145, Pver_g4261, Pver_g4263, Pver_g4448, Pver_g4449, Pver_g4518, Pver_g4680, Pver_g4924, Pver_g5207, Pver_g5371, Pver_g5446, Pver_g5512, Pver_g5646, Pver_g5737, Pver_g5759, Pver_g5946, Pver_g5947, Pver_g5949, Pver_g6332, Pver_g6341, Pver_g6450, Pver_g6684, Pver_g6688, Pver_g6923, Pver_g7088, Pver_g7598, Pver_g7982, Pver_g8055, Pver_g8136, Pver_g8692, Pver_g8693, Pver_g8875, Pver_g8894, Pver_g9088, Pver_g9266, Pver_g9530, Pver_g9608, Pver_g9669, Pver_g10536, Pver_g10568, Pver_g10621, Pver_g10622, Pver_g10624, Pver_g10712, Pver_g10825, Pver_g11061, Pver_g11090, Pver_g11095, Pver_g11478, Pver_g11884, Pver_g11932, Pver_g12129, Pver_g12161, Pver_g12741, Pver_g12857, Pver_g13001, Pver_g13366, Pver_g14125, Pver_g14126, Pver_g14254, Pver_g14599, Pver_g14660, Pver_g14787, Pver_g15069, Pver_g15330, Pver_g15334, Pver_g15602, Pver_g15734, Pver_g16338, Pver_g16510, Pver_g16511, Pver_g16518, Pver_g16666, Pver_g16813, Pver_g16871, Pver_g17203, Pver_g17366, Pver_g17466, Pver_g17533, Pver_g17822, Pver_g17855, Pver_g18001, Pver_g18253, Pver_g18595, Pver_g18761, Pver_g18970, Pver_g19065, Pver_g19219, Pver_g19903, Pver_g20256, Pver_g20408, Pver_g20572, Pver_g20756, Pver_g20862, Pver_g21266, Pver_g21487, Pver_g21569, Pver_g23009, Pver_g23170, Pver_g23357, Pver_g23461, Pver_g23560, Pver_g23842, Pver_g24031, Pver_g24551, Pver_g24735, Pver_g25305, Pver_g25581, Pver_g25751, Pver_g26304, Pver_g26350, Pver_g26660, Pver_g26703, Pver_g26742, Pver_novel_model_252_5de57afd, Pver_novel_model_274_5de57afd, Pver_novel_model_423_5de57afd, Pver_novel_model_432_5de57afd, Pver_novel_model_559_5de57afd, Pver_novel_model_597_5de57afd, Pver_novel_model_700_5de57afd"
"228",NA,NA,"GO:0009914",0.0422798295127685,0.995798052454592,2,30,"hormone transport","BP",1,"Pver_g248, Pver_g249, Pver_g1508, Pver_g1510, Pver_g1511, Pver_g1512, Pver_g2235, Pver_g3325, Pver_g4165, Pver_g4166, Pver_g4169, Pver_g4925, Pver_g6303, Pver_g6608, Pver_g6817, Pver_g7437, Pver_g7615, Pver_g8192, Pver_g8193, Pver_g8446, Pver_g9146, Pver_g9147, Pver_g13505, Pver_g14920, Pver_g17733, Pver_g23125, Pver_g23127, Pver_g23131, Pver_g23132, Pver_g26080"
"229",NA,NA,"GO:0010148",0.0359738767369185,0.999563282267243,1,3,"transpiration","BP",1,"Pver_g369, Pver_g13279, Pver_g18735"
"230",NA,NA,"GO:0010184",0.0359738767369185,0.999563282267243,1,3,"cytokinin transport","BP",1,"Pver_g5052, Pver_g13279, Pver_g18735"
"231",NA,NA,"GO:0010310",0.0455712895321962,0.999209113801554,1,4,"regulation of hydrogen peroxide metabolic process","BP",1,"Pver_g100, Pver_g5701, Pver_g13135, Pver_g19246"
"232",NA,NA,"GO:0010496",0.0241273615494165,0.999853258843499,1,2,"intercellular transport","BP",1,"Pver_g13279, Pver_g18735"
"233",NA,NA,"GO:0010886",0.00129589087904373,0.999983768258294,2,6,"positive regulation of cholesterol storage","BP",1,"Pver_g1039, Pver_g1126, Pver_g7083, Pver_g13690, Pver_g16615, Pver_g16616"
"234",NA,NA,"GO:0015771",0.0452638671180801,0.999219852075535,1,4,"trehalose transport","BP",1,"Pver_g10340, Pver_g10342, Pver_g10343, Pver_g10345"
