"","seqid","source","type","start","end","score","strand","phase","gene_id","length"
"10929","Pver_Sc0000254_size381284","AUGUSTUS","gene",173076,180523,".","+",".","Pver_g10949",7447
"10930","Pver_Sc0000254_size381284",".","gene",184204,200365,".","+",".","Pver_g10950",16161
"10931","Pver_Sc0000254_size381284",".","gene",201200,207043,".","+",".","Pver_g10951",5843
"10932","Pver_Sc0000254_size381284",".","gene",244272,250378,".","-",".","Pver_g10952",6106
"10933","Pver_Sc0000254_size381284",".","gene",260006,265490,".","+",".","Pver_g10953",5484
"10934","Pver_Sc0000254_size381284","AUGUSTUS","gene",275966,282270,".","+",".","Pver_g10954",6304
"10935","Pver_Sc0000254_size381284",".","gene",288908,305228,".","-",".","Pver_g10955",16320
"10936","Pver_Sc0000254_size381284","AUGUSTUS","gene",320966,326403,".","+",".","Pver_g10956",5437
"10937","Pver_Sc0000254_size381284",".","gene",329089,338118,".","+",".","Pver_g10957",9029
"10938","Pver_Sc0000254_size381284","AUGUSTUS","gene",341236,351999,".","+",".","Pver_g10958",10763
"10939","Pver_Sc0000254_size381284","AUGUSTUS","gene",370935,376008,".","-",".","Pver_g10959",5073
"10940","Pver_Sc0000255_size377103","AUGUSTUS","gene",6016,9872,".","+",".","Pver_g10960",3856
"10941","Pver_Sc0000255_size377103","AUGUSTUS","gene",10920,20058,".","-",".","Pver_g10961",9138
"10942","Pver_Sc0000255_size377103",".","gene",26926,60863,".","+",".","Pver_g10962",33937
"10943","Pver_Sc0000255_size377103",".","gene",67851,80446,".","+",".","Pver_g10963",12595
"10944","Pver_Sc0000255_size377103","AUGUSTUS","gene",80452,87408,".","-",".","Pver_g10964",6956
"10945","Pver_Sc0000255_size377103","AUGUSTUS","gene",87697,93828,".","-",".","Pver_g10965",6131
"10946","Pver_Sc0000255_size377103",".","gene",95162,98364,".","+",".","Pver_g10966",3202
"10947","Pver_Sc0000255_size377103",".","gene",102057,117678,".","-",".","Pver_g10967",15621
"10948","Pver_Sc0000255_size377103","AUGUSTUS","gene",125356,140332,".","+",".","Pver_g10968",14976
"10949","Pver_Sc0000255_size377103","AUGUSTUS","gene",145496,167378,".","-",".","Pver_g10969",21882
"10950","Pver_Sc0000255_size377103",".","gene",173199,180495,".","-",".","Pver_g10970",7296
"10951","Pver_Sc0000255_size377103",".","gene",180606,183619,".","+",".","Pver_g10971",3013
"10952","Pver_Sc0000255_size377103","AUGUSTUS","gene",184924,204568,".","-",".","Pver_g10972",19644
"10953","Pver_Sc0000255_size377103","AUGUSTUS","gene",206109,211928,".","-",".","Pver_g10973",5819
"10954","Pver_Sc0000255_size377103","AUGUSTUS","gene",216527,218008,".","-",".","Pver_g10974",1481
"10955","Pver_Sc0000255_size377103","AUGUSTUS","gene",239806,245463,".","+",".","Pver_g10975",5657
"10956","Pver_Sc0000255_size377103",".","gene",257761,266663,".","+",".","Pver_g10976",8902
"10957","Pver_Sc0000255_size377103",".","gene",267135,270248,".","-",".","Pver_g10977",3113
"10958","Pver_Sc0000255_size377103","AUGUSTUS","gene",270426,272604,".","+",".","Pver_g10978",2178
"10959","Pver_Sc0000255_size377103",".","gene",276491,312098,".","-",".","Pver_g10979",35607
"10960","Pver_Sc0000255_size377103","AUGUSTUS","gene",313456,331443,".","+",".","Pver_g10980",17987
"10961","Pver_Sc0000255_size377103",".","gene",334070,339095,".","+",".","Pver_g10981",5025
"10962","Pver_Sc0000255_size377103",".","gene",338568,341518,".","-",".","Pver_g10982",2950
"10963","Pver_Sc0000255_size377103","AUGUSTUS","gene",342422,353048,".","-",".","Pver_g10983",10626
"10964","Pver_Sc0000255_size377103","AUGUSTUS","gene",360946,363912,".","+",".","Pver_g10984",2966
"10965","Pver_Sc0000256_size359982","AUGUSTUS","gene",5546,13095,".","+",".","Pver_g10985",7549
"10966","Pver_Sc0000256_size359982",".","gene",14146,29958,".","-",".","Pver_g10986",15812
"10967","Pver_Sc0000256_size359982",".","gene",31328,39068,".","+",".","Pver_g10987",7740
"10968","Pver_Sc0000256_size359982",".","gene",82885,94597,".","+",".","Pver_g10988",11712
"10969","Pver_Sc0000256_size359982",".","gene",103659,123458,".","-",".","Pver_g10989",19799
"10970","Pver_Sc0000256_size359982",".","gene",134633,137267,".","+",".","Pver_g10990",2634
"10971","Pver_Sc0000256_size359982","AUGUSTUS","gene",143516,150299,".","+",".","Pver_g10991",6783
"10972","Pver_Sc0000256_size359982",".","gene",150356,160959,".","-",".","Pver_g10992",10603
"10973","Pver_Sc0000256_size359982",".","gene",180332,182538,".","-",".","Pver_g10993",2206
"10974","Pver_Sc0000256_size359982","AUGUSTUS","gene",184505,188288,".","-",".","Pver_g10994",3783
"10975","Pver_Sc0000256_size359982","AUGUSTUS","gene",197475,199058,".","-",".","Pver_g10995",1583
"10976","Pver_Sc0000256_size359982",".","gene",200957,202197,".","+",".","Pver_g10996",1240
"10977","Pver_Sc0000256_size359982","AUGUSTUS","gene",210026,214671,".","+",".","Pver_g10997",4645
"10978","Pver_Sc0000256_size359982","AUGUSTUS","gene",215546,227464,".","+",".","Pver_g10998",11918
"10979","Pver_Sc0000256_size359982",".","gene",227514,245005,".","-",".","Pver_g10999",17491
"10980","Pver_Sc0000256_size359982","AUGUSTUS","gene",245656,249965,".","+",".","Pver_g11000",4309
"10981","Pver_Sc0000256_size359982","AUGUSTUS","gene",250115,255048,".","-",".","Pver_g11001",4933
"10982","Pver_Sc0000256_size359982","AUGUSTUS","gene",255273,271298,".","-",".","Pver_g11002",16025
"10983","Pver_Sc0000256_size359982",".","gene",271344,283898,".","-",".","Pver_g11003",12554
"10984","Pver_Sc0000256_size359982",".","gene",283956,286532,".","+",".","Pver_g11004",2576
"10985","Pver_Sc0000256_size359982",".","gene",288610,292114,".","+",".","Pver_g11005",3504
"10986","Pver_Sc0000256_size359982",".","gene",293554,295456,".","-",".","Pver_g11006",1902
"10987","Pver_Sc0000256_size359982",".","gene",295517,304882,".","+",".","Pver_g11007",9365
"10988","Pver_Sc0000256_size359982",".","gene",304872,315268,".","-",".","Pver_g11008",10396
"10989","Pver_Sc0000256_size359982",".","gene",315186,331825,".","+",".","Pver_g11009",16639
"10990","Pver_Sc0000256_size359982",".","gene",334716,347497,".","+",".","Pver_g11010",12781
"10991","Pver_Sc0000256_size359982",".","gene",348509,353496,".","-",".","Pver_g11011",4987
"10992","Pver_Sc0000256_size359982",".","gene",353618,357688,".","+",".","Pver_g11012",4070
"10993","Pver_Sc0000257_size362338","AUGUSTUS","gene",18589,21868,".","-",".","Pver_g11013",3279
"10994","Pver_Sc0000257_size362338","AUGUSTUS","gene",23919,25518,".","-",".","Pver_g11014",1599
"10995","Pver_Sc0000257_size362338","AUGUSTUS","gene",26856,30872,".","+",".","Pver_g11015",4016
"10996","Pver_Sc0000257_size362338","AUGUSTUS","gene",32479,55168,".","-",".","Pver_g11016",22689
"10997","Pver_Sc0000257_size362338",".","gene",58776,65477,".","+",".","Pver_g11017",6701
"10998","Pver_Sc0000257_size362338","AUGUSTUS","gene",72096,75317,".","+",".","Pver_g11018",3221
"10999","Pver_Sc0000257_size362338","AUGUSTUS","gene",82576,87552,".","+",".","Pver_g11019",4976
"11000","Pver_Sc0000257_size362338",".","gene",98950,105685,".","-",".","Pver_g11020",6735
"11001","Pver_Sc0000257_size362338",".","gene",106714,112258,".","-",".","Pver_g11021",5544
"11002","Pver_Sc0000257_size362338",".","gene",112366,118230,".","+",".","Pver_g11022",5864
"11003","Pver_Sc0000257_size362338",".","gene",120523,123652,".","-",".","Pver_g11023",3129
"11004","Pver_Sc0000257_size362338",".","gene",131286,136333,".","+",".","Pver_g11024",5047
"11005","Pver_Sc0000257_size362338","AUGUSTUS","gene",145946,186219,".","+",".","Pver_g11025",40273
"11006","Pver_Sc0000257_size362338","AUGUSTUS","gene",189686,195049,".","+",".","Pver_g11026",5363
"11007","Pver_Sc0000257_size362338",".","gene",198099,207598,".","-",".","Pver_g11027",9499
"11008","Pver_Sc0000257_size362338","AUGUSTUS","gene",207766,231122,".","+",".","Pver_g11028",23356
"11009","Pver_Sc0000257_size362338",".","gene",231211,242427,".","-",".","Pver_g11029",11216
"11010","Pver_Sc0000257_size362338","AUGUSTUS","gene",249046,277423,".","+",".","Pver_g11030",28377
"11011","Pver_Sc0000257_size362338","AUGUSTUS","gene",283736,285190,".","+",".","Pver_g11031",1454
"11012","Pver_Sc0000257_size362338","AUGUSTUS","gene",291036,302597,".","+",".","Pver_g11032",11561
"11013","Pver_Sc0000257_size362338","AUGUSTUS","gene",305356,313094,".","+",".","Pver_g11033",7738
"11014","Pver_Sc0000257_size362338","AUGUSTUS","gene",316234,320538,".","-",".","Pver_g11034",4304
"11015","Pver_Sc0000257_size362338",".","gene",322856,331075,".","+",".","Pver_g11035",8219
"11016","Pver_Sc0000257_size362338",".","gene",333587,337927,".","-",".","Pver_g11036",4340
"11017","Pver_Sc0000258_size358725",".","gene",1,7308,".","-",".","Pver_g11037",7307
"11018","Pver_Sc0000258_size358725","AUGUSTUS","gene",7416,8711,".","+",".","Pver_g11038",1295
"11019","Pver_Sc0000258_size358725","AUGUSTUS","gene",8726,12108,".","-",".","Pver_g11039",3382
"11020","Pver_Sc0000258_size358725",".","gene",48840,62968,".","-",".","Pver_g11040",14128
"11021","Pver_Sc0000258_size358725","AUGUSTUS","gene",63666,79480,".","+",".","Pver_g11041",15814
"11022","Pver_Sc0000258_size358725",".","gene",79825,85948,".","-",".","Pver_g11042",6123
"11023","Pver_Sc0000258_size358725","AUGUSTUS","gene",87386,92286,".","+",".","Pver_g11043",4900
"11024","Pver_Sc0000258_size358725",".","gene",93589,104043,".","+",".","Pver_g11044",10454
"11025","Pver_Sc0000258_size358725","AUGUSTUS","gene",107818,109458,".","-",".","Pver_g11045",1640
"11026","Pver_Sc0000258_size358725",".","gene",111925,128958,".","+",".","Pver_g11046",17033
"11027","Pver_Sc0000258_size358725",".","gene",129763,137808,".","-",".","Pver_g11047",8045
"11028","Pver_Sc0000258_size358725",".","gene",137886,142916,".","+",".","Pver_g11048",5030
"11029","Pver_Sc0000258_size358725",".","gene",170916,181308,".","+",".","Pver_g11049",10392
"11030","Pver_Sc0000258_size358725",".","gene",181926,190946,".","+",".","Pver_g11050",9020
"11031","Pver_Sc0000258_size358725","AUGUSTUS","gene",192736,195558,".","+",".","Pver_g11051",2822
"11032","Pver_Sc0000258_size358725",".","gene",203345,208958,".","-",".","Pver_g11052",5613
"11033","Pver_Sc0000258_size358725",".","gene",224026,228224,".","+",".","Pver_g11053",4198
"11034","Pver_Sc0000258_size358725",".","gene",228857,248592,".","-",".","Pver_g11054",19735
"11035","Pver_Sc0000258_size358725",".","gene",249855,273927,".","-",".","Pver_g11055",24072
"11036","Pver_Sc0000258_size358725",".","gene",298592,308465,".","-",".","Pver_g11056",9873
"11037","Pver_Sc0000258_size358725","AUGUSTUS","gene",313986,316290,".","+",".","Pver_g11057",2304
"11038","Pver_Sc0000258_size358725","AUGUSTUS","gene",317249,340548,".","-",".","Pver_g11058",23299
"11039","Pver_Sc0000258_size358725",".","gene",343392,344597,".","+",".","Pver_g11059",1205
"11040","Pver_Sc0000258_size358725","AUGUSTUS","gene",351382,355108,".","-",".","Pver_g11060",3726
"11041","Pver_Sc0000259_size372546",".","gene",2691,23368,".","+",".","Pver_g11061",20677
"11042","Pver_Sc0000259_size372546",".","gene",44326,65203,".","+",".","Pver_g11062",20877
"11043","Pver_Sc0000259_size372546","AUGUSTUS","gene",67110,74258,".","-",".","Pver_g11063",7148
"11044","Pver_Sc0000259_size372546",".","gene",76016,83995,".","-",".","Pver_g11064",7979
"11045","Pver_Sc0000259_size372546","AUGUSTUS","gene",96056,107566,".","+",".","Pver_g11065",11510
"11046","Pver_Sc0000259_size372546",".","gene",110507,113431,".","-",".","Pver_g11066",2924
"11047","Pver_Sc0000259_size372546",".","gene",117524,149288,".","-",".","Pver_g11067",31764
"11048","Pver_Sc0000259_size372546","AUGUSTUS","gene",172936,174787,".","+",".","Pver_g11068",1851
"11049","Pver_Sc0000259_size372546","AUGUSTUS","gene",178636,180444,".","+",".","Pver_g11069",1808
"11050","Pver_Sc0000259_size372546","AUGUSTUS","gene",183976,185807,".","+",".","Pver_g11070",1831
"11051","Pver_Sc0000259_size372546","AUGUSTUS","gene",187993,189358,".","-",".","Pver_g11071",1365
"11052","Pver_Sc0000259_size372546","AUGUSTUS","gene",193838,214438,".","-",".","Pver_g11072",20600
"11053","Pver_Sc0000259_size372546","AUGUSTUS","gene",237306,254877,".","+",".","Pver_g11073",17571
"11054","Pver_Sc0000259_size372546","AUGUSTUS","gene",262934,264798,".","-",".","Pver_g11074",1864
"11055","Pver_Sc0000259_size372546",".","gene",308766,319908,".","-",".","Pver_g11075",11142
"11056","Pver_Sc0000259_size372546",".","gene",323868,330345,".","-",".","Pver_g11076",6477
"11057","Pver_Sc0000259_size372546",".","gene",331373,335228,".","-",".","Pver_g11077",3855
"11058","Pver_Sc0000259_size372546",".","gene",343174,348777,".","-",".","Pver_g11078",5603
"11059","Pver_Sc0000259_size372546","AUGUSTUS","gene",358706,363542,".","+",".","Pver_g11079",4836
"11060","Pver_Sc0000260_size374032",".","gene",11394,33019,".","-",".","Pver_g11080",21625
"11061","Pver_Sc0000260_size374032",".","gene",37818,53237,".","-",".","Pver_g11081",15419
"11062","Pver_Sc0000260_size374032","AUGUSTUS","gene",60106,63158,".","-",".","Pver_g11082",3052
"11063","Pver_Sc0000260_size374032",".","gene",63266,65978,".","+",".","Pver_g11083",2712
"11064","Pver_Sc0000260_size374032","AUGUSTUS","gene",70255,72028,".","-",".","Pver_g11084",1773
"11065","Pver_Sc0000260_size374032","AUGUSTUS","gene",81588,83438,".","-",".","Pver_g11085",1850
"11066","Pver_Sc0000260_size374032",".","gene",83706,86554,".","+",".","Pver_g11086",2848
"11067","Pver_Sc0000260_size374032",".","gene",92749,101678,".","-",".","Pver_g11087",8929
"11068","Pver_Sc0000260_size374032",".","gene",102639,113004,".","+",".","Pver_g11088",10365
"11069","Pver_Sc0000260_size374032",".","gene",157866,166549,".","+",".","Pver_g11089",8683
"11070","Pver_Sc0000260_size374032","AUGUSTUS","gene",200956,213643,".","+",".","Pver_g11090",12687
"11071","Pver_Sc0000260_size374032",".","gene",215086,219183,".","+",".","Pver_g11091",4097
"11072","Pver_Sc0000260_size374032",".","gene",221676,228705,".","+",".","Pver_g11092",7029
"11073","Pver_Sc0000260_size374032","AUGUSTUS","gene",231196,234675,".","+",".","Pver_g11093",3479
"11074","Pver_Sc0000260_size374032",".","gene",235816,242007,".","+",".","Pver_g11094",6191
"11075","Pver_Sc0000260_size374032",".","gene",243871,254988,".","-",".","Pver_g11095",11117
"11076","Pver_Sc0000260_size374032","AUGUSTUS","gene",260430,263738,".","-",".","Pver_g11096",3308
"11077","Pver_Sc0000260_size374032","AUGUSTUS","gene",285624,290078,".","-",".","Pver_g11097",4454
"11078","Pver_Sc0000260_size374032",".","gene",301286,302806,".","+",".","Pver_g11098",1520
"11079","Pver_Sc0000260_size374032",".","gene",303445,307468,".","-",".","Pver_g11099",4023
"11080","Pver_Sc0000260_size374032",".","gene",307495,316613,".","+",".","Pver_g11100",9118
"11081","Pver_Sc0000260_size374032",".","gene",325252,332949,".","-",".","Pver_g11101",7697
"11082","Pver_Sc0000260_size374032",".","gene",335955,337775,".","+",".","Pver_g11102",1820
"11083","Pver_Sc0000260_size374032",".","gene",344536,354798,".","+",".","Pver_g11103",10262
"11084","Pver_Sc0000260_size374032",".","gene",362169,364248,".","+",".","Pver_g11104",2079
"11085","Pver_Sc0000261_size373968","AUGUSTUS","gene",1128,3628,".","-",".","Pver_g11105",2500
"11086","Pver_Sc0000261_size373968",".","gene",16010,24108,".","-",".","Pver_g11106",8098
"11087","Pver_Sc0000261_size373968","AUGUSTUS","gene",57427,62788,".","-",".","Pver_g11107",5361
"11088","Pver_Sc0000261_size373968","AUGUSTUS","gene",74396,78057,".","+",".","Pver_g11108",3661
"11089","Pver_Sc0000261_size373968","AUGUSTUS","gene",79666,80837,".","+",".","Pver_g11109",1171
"11090","Pver_Sc0000261_size373968",".","gene",85225,91018,".","-",".","Pver_g11110",5793
"11091","Pver_Sc0000261_size373968","AUGUSTUS","gene",100248,110258,".","-",".","Pver_g11111",10010
"11092","Pver_Sc0000261_size373968",".","gene",120722,122488,".","-",".","Pver_g11112",1766
"11093","Pver_Sc0000261_size373968","AUGUSTUS","gene",137387,139058,".","-",".","Pver_g11113",1671
"11094","Pver_Sc0000261_size373968","AUGUSTUS","gene",159296,165863,".","+",".","Pver_g11114",6567
"11095","Pver_Sc0000261_size373968",".","gene",167816,177123,".","+",".","Pver_g11115",9307
"11096","Pver_Sc0000261_size373968",".","gene",185301,199579,".","+",".","Pver_g11116",14278
"11097","Pver_Sc0000261_size373968",".","gene",202457,206188,".","-",".","Pver_g11117",3731
"11098","Pver_Sc0000261_size373968",".","gene",206728,236918,".","-",".","Pver_g11118",30190
"11099","Pver_Sc0000261_size373968",".","gene",236942,256057,".","+",".","Pver_g11119",19115
"11100","Pver_Sc0000261_size373968","AUGUSTUS","gene",256756,271756,".","+",".","Pver_g11120",15000
"11101","Pver_Sc0000261_size373968",".","gene",273516,275698,".","-",".","Pver_g11121",2182
"11102","Pver_Sc0000261_size373968",".","gene",276236,287299,".","+",".","Pver_g11122",11063
"11103","Pver_Sc0000261_size373968",".","gene",287553,311638,".","-",".","Pver_g11123",24085
"11104","Pver_Sc0000261_size373968",".","gene",312856,321239,".","+",".","Pver_g11124",8383
"11105","Pver_Sc0000261_size373968",".","gene",321832,326238,".","+",".","Pver_g11125",4406
"11106","Pver_Sc0000261_size373968","AUGUSTUS","gene",326422,335008,".","-",".","Pver_g11126",8586
"11107","Pver_Sc0000261_size373968","AUGUSTUS","gene",339594,347218,".","-",".","Pver_g11127",7624
"11108","Pver_Sc0000261_size373968",".","gene",357611,358598,".","+",".","Pver_g11128",987
"11109","Pver_Sc0000261_size373968","AUGUSTUS","gene",359657,363898,".","-",".","Pver_g11129",4241
"11110","Pver_Sc0000261_size373968",".","gene",369246,371378,".","+",".","Pver_g11130",2132
"11111","Pver_Sc0000262_size373167","AUGUSTUS","gene",195,728,".","+",".","Pver_g11131",533
"11112","Pver_Sc0000262_size373167",".","gene",26713,35228,".","-",".","Pver_g11132",8515
"11113","Pver_Sc0000262_size373167",".","gene",40926,63578,".","+",".","Pver_g11133",22652
"11114","Pver_Sc0000262_size373167",".","gene",96824,112361,".","-",".","Pver_g11134",15537
"11115","Pver_Sc0000262_size373167",".","gene",115352,120861,".","+",".","Pver_g11135",5509
"11116","Pver_Sc0000262_size373167","AUGUSTUS","gene",122516,123848,".","-",".","Pver_g11136",1332
"11117","Pver_Sc0000262_size373167","AUGUSTUS","gene",125316,135466,".","+",".","Pver_g11137",10150
"11118","Pver_Sc0000262_size373167",".","gene",135468,148028,".","-",".","Pver_g11138",12560
"11119","Pver_Sc0000262_size373167",".","gene",149249,151808,".","-",".","Pver_g11139",2559
"11120","Pver_Sc0000262_size373167",".","gene",152372,184640,".","-",".","Pver_g11140_g11142",32268
"11121","Pver_Sc0000262_size373167","AUGUSTUS","gene",175156,178581,".","+",".","Pver_g11141",3425
"11122","Pver_Sc0000262_size373167",".","gene",187379,191758,".","-",".","Pver_g11143",4379
"11123","Pver_Sc0000262_size373167",".","gene",196286,200118,".","-",".","Pver_g11144",3832
"11124","Pver_Sc0000262_size373167","AUGUSTUS","gene",202116,205043,".","+",".","Pver_g11145",2927
"11125","Pver_Sc0000262_size373167",".","gene",206096,210148,".","-",".","Pver_g11146",4052
"11126","Pver_Sc0000262_size373167","AUGUSTUS","gene",211603,221798,".","-",".","Pver_g11147",10195
"11127","Pver_Sc0000262_size373167",".","gene",222166,230942,".","+",".","Pver_g11148",8776
"11128","Pver_Sc0000262_size373167",".","gene",231305,255418,".","-",".","Pver_g11149",24113
"11129","Pver_Sc0000262_size373167","AUGUSTUS","gene",255516,279399,".","+",".","Pver_g11150",23883
"11130","Pver_Sc0000262_size373167",".","gene",285506,292279,".","+",".","Pver_g11151",6773
"11131","Pver_Sc0000262_size373167","AUGUSTUS","gene",293586,307308,".","-",".","Pver_g11152",13722
"11132","Pver_Sc0000262_size373167","AUGUSTUS","gene",321657,324558,".","-",".","Pver_g11153",2901
"11133","Pver_Sc0000262_size373167",".","gene",335316,338075,".","+",".","Pver_g11154",2759
"11134","Pver_Sc0000262_size373167","AUGUSTUS","gene",339466,341551,".","+",".","Pver_g11155",2085
"11135","Pver_Sc0000262_size373167",".","gene",349536,358965,".","+",".","Pver_g11156",9429
"11136","Pver_Sc0000262_size373167",".","gene",358776,360878,".","-",".","Pver_g11157",2102
"11137","Pver_Sc0000262_size373167","AUGUSTUS","gene",361406,373167,".","+",".","Pver_g11158",11761
"11138","Pver_Sc0000263_size347724","AUGUSTUS","gene",6836,13812,".","+",".","Pver_g11159",6976
"11139","Pver_Sc0000263_size347724",".","gene",16663,50858,".","+",".","Pver_g11160",34195
"11140","Pver_Sc0000263_size347724","AUGUSTUS","gene",66050,78898,".","-",".","Pver_g11161",12848
"11141","Pver_Sc0000263_size347724",".","gene",94718,104361,".","+",".","Pver_g11162",9643
"11142","Pver_Sc0000263_size347724",".","gene",130436,146582,".","+",".","Pver_g11163",16146
"11143","Pver_Sc0000263_size347724",".","gene",151076,154018,".","-",".","Pver_g11164",2942
"11144","Pver_Sc0000263_size347724",".","gene",157889,163248,".","-",".","Pver_g11165",5359
"11145","Pver_Sc0000263_size347724",".","gene",165796,167594,".","+",".","Pver_g11166",1798
"11146","Pver_Sc0000263_size347724",".","gene",181236,182584,".","+",".","Pver_g11167",1348
"11147","Pver_Sc0000263_size347724",".","gene",187178,192600,".","-",".","Pver_g11168",5422
"11148","Pver_Sc0000263_size347724",".","gene",195311,197398,".","-",".","Pver_g11169",2087
"11149","Pver_Sc0000263_size347724",".","gene",199673,203098,".","-",".","Pver_g11170",3425
"11150","Pver_Sc0000263_size347724",".","gene",213719,219138,".","-",".","Pver_g11171",5419
"11151","Pver_Sc0000263_size347724","AUGUSTUS","gene",222356,243110,".","+",".","Pver_g11172",20754
"11152","Pver_Sc0000263_size347724",".","gene",259086,267348,".","+",".","Pver_g11173",8262
"11153","Pver_Sc0000263_size347724",".","gene",269660,273498,".","-",".","Pver_g11174",3838
"11154","Pver_Sc0000263_size347724",".","gene",273568,282240,".","+",".","Pver_g11175",8672
"11155","Pver_Sc0000263_size347724",".","gene",282443,289618,".","-",".","Pver_g11176",7175
"11156","Pver_Sc0000263_size347724",".","gene",298020,298949,".","+",".","Pver_g11177",929
"11157","Pver_Sc0000263_size347724",".","gene",299546,304540,".","+",".","Pver_g11178",4994
"11158","Pver_Sc0000263_size347724",".","gene",305417,310308,".","-",".","Pver_g11179",4891
"11159","Pver_Sc0000263_size347724","AUGUSTUS","gene",314335,318948,".","-",".","Pver_g11180",4613
"11160","Pver_Sc0000263_size347724",".","gene",336016,339178,".","+",".","Pver_g11181",3162
"11161","Pver_Sc0000263_size347724",".","gene",342706,346702,".","+",".","Pver_g11182",3996
"11162","Pver_Sc0000264_size347531","AUGUSTUS","gene",1,1478,".","-",".","Pver_g11183",1477
"11163","Pver_Sc0000264_size347531","AUGUSTUS","gene",2936,16058,".","-",".","Pver_g11184",13122
"11164","Pver_Sc0000264_size347531","AUGUSTUS","gene",17746,20152,".","+",".","Pver_g11185",2406
"11165","Pver_Sc0000264_size347531",".","gene",30286,32264,".","+",".","Pver_g11186",1978
"11166","Pver_Sc0000264_size347531",".","gene",42546,59171,".","+",".","Pver_g11187",16625
"11167","Pver_Sc0000264_size347531","AUGUSTUS","gene",70029,80598,".","-",".","Pver_g11188",10569
"11168","Pver_Sc0000264_size347531","AUGUSTUS","gene",88106,105066,".","+",".","Pver_g11189",16960
"11169","Pver_Sc0000264_size347531",".","gene",131533,141213,".","-",".","Pver_g11190",9680
"11170","Pver_Sc0000264_size347531","AUGUSTUS","gene",142756,146381,".","+",".","Pver_g11191",3625
"11171","Pver_Sc0000264_size347531",".","gene",146658,150318,".","-",".","Pver_g11192",3660
"11172","Pver_Sc0000264_size347531",".","gene",151217,157508,".","-",".","Pver_g11193",6291
"11173","Pver_Sc0000264_size347531",".","gene",162236,168395,".","+",".","Pver_g11194",6159
"11174","Pver_Sc0000264_size347531","AUGUSTUS","gene",226587,232118,".","-",".","Pver_g11195",5531
"11175","Pver_Sc0000264_size347531",".","gene",232055,236175,".","-",".","Pver_g11196",4120
"11176","Pver_Sc0000264_size347531","AUGUSTUS","gene",237094,241638,".","-",".","Pver_g11197",4544
"11177","Pver_Sc0000264_size347531",".","gene",245692,258098,".","-",".","Pver_g11198",12406
"11178","Pver_Sc0000264_size347531","AUGUSTUS","gene",288403,299518,".","-",".","Pver_g11199",11115
"11179","Pver_Sc0000264_size347531","AUGUSTUS","gene",310557,321078,".","-",".","Pver_g11200",10521
"11180","Pver_Sc0000265_size364214","AUGUSTUS","gene",10840,21458,".","-",".","Pver_g11201",10618
"11181","Pver_Sc0000265_size364214",".","gene",22346,25248,".","+",".","Pver_g11202",2902
"11182","Pver_Sc0000265_size364214","AUGUSTUS","gene",26738,29048,".","-",".","Pver_g11203",2310
"11183","Pver_Sc0000265_size364214",".","gene",29181,52969,".","+",".","Pver_g11204",23788
"11184","Pver_Sc0000265_size364214",".","gene",62639,70625,".","-",".","Pver_g11205",7986
"11185","Pver_Sc0000265_size364214","AUGUSTUS","gene",76300,95538,".","-",".","Pver_g11206",19238
"11186","Pver_Sc0000265_size364214","AUGUSTUS","gene",96806,101558,".","-",".","Pver_g11207",4752
"11187","Pver_Sc0000265_size364214",".","gene",103006,106267,".","+",".","Pver_g11208",3261
"11188","Pver_Sc0000265_size364214","AUGUSTUS","gene",107076,115551,".","+",".","Pver_g11209",8475
"11189","Pver_Sc0000265_size364214","AUGUSTUS","gene",119375,123548,".","-",".","Pver_g11210",4173
"11190","Pver_Sc0000265_size364214",".","gene",223041,236684,".","-",".","Pver_g11211",13643
"11191","Pver_Sc0000265_size364214","AUGUSTUS","gene",238908,240988,".","-",".","Pver_g11212",2080
"11192","Pver_Sc0000265_size364214","AUGUSTUS","gene",248086,250180,".","+",".","Pver_g11213",2094
"11193","Pver_Sc0000265_size364214",".","gene",251849,253639,".","+",".","Pver_g11214",1790
"11194","Pver_Sc0000265_size364214","AUGUSTUS","gene",286671,294548,".","-",".","Pver_g11215",7877
"11195","Pver_Sc0000265_size364214","AUGUSTUS","gene",295450,297198,".","-",".","Pver_g11216",1748
"11196","Pver_Sc0000265_size364214",".","gene",335690,351128,".","-",".","Pver_g11217",15438
"11197","Pver_Sc0000265_size364214","AUGUSTUS","gene",351556,357528,".","+",".","Pver_g11218",5972
"11198","Pver_Sc0000265_size364214","AUGUSTUS","gene",357649,358928,".","-",".","Pver_g11219",1279
"11199","Pver_Sc0000266_size372066",".","gene",836,7372,".","+",".","Pver_g11220",6536
"11200","Pver_Sc0000266_size372066","AUGUSTUS","gene",8086,11243,".","+",".","Pver_g11221",3157
"11201","Pver_Sc0000266_size372066",".","gene",15799,22878,".","-",".","Pver_g11222",7079
"11202","Pver_Sc0000266_size372066",".","gene",24038,29098,".","-",".","Pver_g11223",5060
"11203","Pver_Sc0000266_size372066","AUGUSTUS","gene",30186,35155,".","+",".","Pver_g11224",4969
"11204","Pver_Sc0000266_size372066","AUGUSTUS","gene",36225,46138,".","-",".","Pver_g11225",9913
"11205","Pver_Sc0000266_size372066","AUGUSTUS","gene",49816,56541,".","+",".","Pver_g11226",6725
"11206","Pver_Sc0000266_size372066",".","gene",67235,72743,".","+",".","Pver_g11227",5508
"11207","Pver_Sc0000266_size372066",".","gene",73117,74908,".","-",".","Pver_g11228",1791
