"","slim_term","slim_cat","category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology","bh_adjust","genes","type"
"134","muscle system process","GO:0003012","GO:0031449",0.00989191228071346,1,1,1,"regulation of slow-twitch skeletal muscle fiber contraction","BP",1,"Pver_g8105","DEG.GO.terms"
"135","nervous system process","GO:0050877","GO:0050909",0.015769577785609,0.999090397087442,2,23,"sensory perception of taste","BP",1,"Pver_g82, Pver_g899, Pver_g3913, Pver_g5947, Pver_g5949, Pver_g7598, Pver_g9784, Pver_g11090, Pver_g15069, Pver_g15330, Pver_g16081, Pver_g18253, Pver_g21487, Pver_g23173, Pver_g24031, Pver_g25107, Pver_g26304, Pver_g5488, Pver_g5489, Pver_g9202, Pver_g9204, Pver_g12489, Pver_g13561","DEG.GO.terms"
"136","organelle","GO:0043226","GO:0000808",0.0378955690242564,0.999455330971036,1,4,"origin recognition complex","CC",1,"Pver_g16605, Pver_g4047, Pver_g5660, Pver_g8854","DEG.GO.terms"
"137","organelle","GO:0043226","GO:0001535",0.01956721181861,0.999903785860538,1,2,"radial spoke head","CC",1,"Pver_g18093, Pver_g19316","DEG.GO.terms"
"138","organelle","GO:0043226","GO:0005640",0.0344676615875843,0.999550075364643,1,4,"nuclear outer membrane","CC",1,"Pver_g1484, Pver_g3836, Pver_g15539, Pver_g15943","DEG.GO.terms"
"139","organelle","GO:0043226","GO:0005680",0.0111331165894898,0.99947278779746,2,19,"anaphase-promoting complex","CC",1,"Pver_g335, Pver_g630, Pver_g759, Pver_g939, Pver_g1391, Pver_g5727, Pver_g5996, Pver_g6353, Pver_g6873, Pver_g8833, Pver_g9360, Pver_g9424, Pver_g15862, Pver_g17431, Pver_g17444, Pver_g26210, Pver_novel_model_662_5de57afd, Pver_g22857, Pver_g24759, Pver_g1940","DEG.GO.terms"
"140","organelle","GO:0043226","GO:0005789",0.0298868069366857,0.988969007421898,8,440,"endoplasmic reticulum membrane","CC",1,"Pver_g75, Pver_g94, Pver_g100, Pver_g313, Pver_g369, Pver_g376, Pver_g407, Pver_g419, Pver_g502, Pver_g560, Pver_g578, Pver_g702, Pver_g848, Pver_g887, Pver_g888, Pver_g895, Pver_g1099, Pver_g1147, Pver_g1273, Pver_g1343, Pver_g1373, Pver_g1375, Pver_g1376, Pver_g1676, Pver_g1706, Pver_g1819, Pver_g1860, Pver_g1871, Pver_g1877, Pver_g1891, Pver_g1911, Pver_g1912, Pver_g1917, Pver_g1927, Pver_g1929, Pver_g2034, Pver_g2052, Pver_g2055, Pver_g2076, Pver_g2094, Pver_g2096, Pver_g2144, Pver_g2172, Pver_g2175, Pver_g2233, Pver_g2353, Pver_g2356, Pver_g2451, Pver_g2518, Pver_g2554, Pver_g2589, Pver_g2604, Pver_g2613, Pver_g2732, Pver_g2783, Pver_g2829, Pver_g2857, Pver_g2886, Pver_g2903, Pver_g2963, Pver_g3245, Pver_g3251, Pver_g3324, Pver_g3328, Pver_g3411, Pver_g3432, Pver_g3487, Pver_g3566, Pver_g3681, Pver_g3745, Pver_g3836, Pver_g3872, Pver_g3975, Pver_g3976, Pver_g4198, Pver_g4380, Pver_g4386, Pver_g4388, Pver_g4420, Pver_g4570, Pver_g4633, Pver_g4645, Pver_g4724, Pver_g4739, Pver_g4751, Pver_g4809, Pver_g4865, Pver_g4870, Pver_g4872, Pver_g4964, Pver_g5028, Pver_g5037, Pver_g5047, Pver_g5048, Pver_g5085, Pver_g5089, Pver_g5111, Pver_g5166, Pver_g5173, Pver_g5262, Pver_g5267, Pver_g5355, Pver_g5396, Pver_g5422, Pver_g5440, Pver_g5502, Pver_g5510, Pver_g5622, Pver_g5661, Pver_g5701, Pver_g5724, Pver_g5730, Pver_g5733, Pver_g5823, Pver_g5863, Pver_g6058, Pver_g6195, Pver_g6215, Pver_g6325, Pver_g6409, Pver_g6411, Pver_g6426, Pver_g6521, Pver_g6636, Pver_g6676, Pver_g6694, Pver_g6870, Pver_g6915, Pver_g6941, Pver_g7111, Pver_g7112, Pver_g7215, Pver_g7362, Pver_g7597, Pver_g7613, Pver_g7654, Pver_g7700, Pver_g7858, Pver_g7938, Pver_g7987, Pver_g8030, Pver_g8108, Pver_g8118, Pver_g8151, Pver_g8190, Pver_g8229, Pver_g8306, Pver_g8358, Pver_g8361, Pver_g8386, Pver_g8587, Pver_g8660, Pver_g8875, Pver_g8890, Pver_g8927, Pver_g8947, Pver_g8962, Pver_g9029, Pver_g9128, Pver_g9136, Pver_g9227, Pver_g9241, Pver_g9283, Pver_g9326, Pver_g9521, Pver_g9522, Pver_g9549, Pver_g9568, Pver_g9733, Pver_g9755, Pver_g9778, Pver_g9816, Pver_g9818, Pver_g9872, Pver_g9878, Pver_g9881, Pver_g10225, Pver_g10486, Pver_g10547, Pver_g10569, Pver_g10691, Pver_g10692, Pver_g10827, Pver_g10871, Pver_g10911, Pver_g10926, Pver_g11079, Pver_g11163, Pver_g11180, Pver_g11203, Pver_g11258, Pver_g11360, Pver_g11409, Pver_g11411, Pver_g11464, Pver_g11497, Pver_g11514, Pver_g11545, Pver_g11664, Pver_g11670, Pver_g11748, Pver_g11749, Pver_g11880, Pver_g12029, Pver_g12036, Pver_g12058, Pver_g12059, Pver_g12060, Pver_g12144, Pver_g12151, Pver_g12248, Pver_g12285, Pver_g12312, Pver_g12322, Pver_g12328, Pver_g12334, Pver_g12541, Pver_g12572, Pver_g12599, Pver_g12781, Pver_g12824, Pver_g12882, Pver_g12972, Pver_g13042, Pver_g13094, Pver_g13154, Pver_g13207, Pver_g13407, Pver_g13522, Pver_g13694, Pver_g13755, Pver_g13806, Pver_g13812, Pver_g13901, Pver_g13932, Pver_g14003, Pver_g14016, Pver_g14047, Pver_g14081, Pver_g14153, Pver_g14186, Pver_g14239, Pver_g14246, Pver_g14368, Pver_g14461, Pver_g14589, Pver_g14691, Pver_g14745, Pver_g14796, Pver_g14863, Pver_g14896, Pver_g14991, Pver_g14992, Pver_g15021, Pver_g15138, Pver_g15139, Pver_g15141, Pver_g15169, Pver_g15234, Pver_g15283, Pver_g15327, Pver_g15343, Pver_g15639, Pver_g15641, Pver_g15654, Pver_g15655, Pver_g15656, Pver_g15783, Pver_g15784, Pver_g15790, Pver_g15846, Pver_g15965, Pver_g15975, Pver_g16023, Pver_g16123, Pver_g16147, Pver_g16160, Pver_g16226, Pver_g16243, Pver_g16291, Pver_g16450, Pver_g16610, Pver_g16737, Pver_g16754, Pver_g16755, Pver_g16785, Pver_g16786, Pver_g16958, Pver_g16969, Pver_g17091, Pver_g17093, Pver_g17180, Pver_g17273, Pver_g17321, Pver_g17376, Pver_g17386, Pver_g17438, Pver_g17494, Pver_g17559, Pver_g17582, Pver_g17583, Pver_g17659, Pver_g17676, Pver_g17709, Pver_g17716, Pver_g17742, Pver_g18215, Pver_g18358, Pver_g18574, Pver_g18576, Pver_g18630, Pver_g18679, Pver_g18700, Pver_g18702, Pver_g18778, Pver_g18797, Pver_g18800, Pver_g18877, Pver_g18973, Pver_g19005, Pver_g19006, Pver_g19008, Pver_g19044, Pver_g19083, Pver_g19102, Pver_g19269, Pver_g19542, Pver_g19829, Pver_g19863, Pver_g19915, Pver_g20012, Pver_g20031, Pver_g20049, Pver_g20403, Pver_g20441, Pver_g20521, Pver_g20556, Pver_g20736, Pver_g20799, Pver_g20833, Pver_g20945, Pver_g20974, Pver_g21041, Pver_g21068, Pver_g21072, Pver_g21174, Pver_g21220, Pver_g21222, Pver_g21306, Pver_g21455, Pver_g21458, Pver_g21564, Pver_g21633, Pver_g21752, Pver_g21780, Pver_g21813, Pver_g21838, Pver_g21870, Pver_g21895, Pver_g21912, Pver_g21945, Pver_g21986, Pver_g22013, Pver_g22058, Pver_g22061, Pver_g22077, Pver_g22214, Pver_g22292, Pver_g22356, Pver_g22427, Pver_g22450, Pver_g22553, Pver_g22557, Pver_g22577, Pver_g22685, Pver_g22694, Pver_g22747, Pver_g22748, Pver_g22749, Pver_g22805, Pver_g22809, Pver_g22970, Pver_g23053, Pver_g23227, Pver_g23357, Pver_g23484, Pver_g23619, Pver_g23635, Pver_g23668, Pver_g23881, Pver_g23890, Pver_g23996, Pver_g24109, Pver_g24118, Pver_g24260, Pver_g24398, Pver_g24617, Pver_g25037, Pver_g25110, Pver_g25265, Pver_g25320, Pver_g25449, Pver_g25460, Pver_g25470, Pver_g25535, Pver_g25683, Pver_g25760, Pver_g25825, Pver_g25876, Pver_g26017, Pver_g26047, Pver_g26084, Pver_g26085, Pver_g26096, Pver_g26146, Pver_g26335, Pver_g26407, Pver_g26414, Pver_g26496, Pver_g26544, Pver_g26546, Pver_g26554, Pver_g26660, Pver_novel_model_373_5de57afd, Pver_novel_model_601_5de57afd, Pver_novel_model_620_5de57afd, Pver_novel_model_625_5de57afd, Pver_novel_model_635_5de57afd, Pver_novel_model_751_5de57afd, Pver_novel_model_758_5de57afd, Pver_split_gene_g499-g499, Pver_g4796, Pver_g7116, Pver_g8458, Pver_g10635, Pver_g16548, Pver_novel_model_439_5de57afd, Pver_g2071, Pver_g2296, Pver_g4934, Pver_g7235, Pver_g8456, Pver_g9327, Pver_g11145, Pver_g14312, Pver_g17842, Pver_g18115, Pver_g24446, Pver_g8084, Pver_g18237","DEG.GO.terms"
"141","organelle","GO:0043226","GO:0005859",0.0479055913645547,0.99900268039592,1,7,"muscle myosin complex","CC",1,"Pver_g555, Pver_g3055, Pver_g4407, Pver_g8105, Pver_g11843, Pver_g16565, Pver_g26488","DEG.GO.terms"
"142","organelle","GO:0043226","GO:0033557",0.0155566969079251,0.999939308326292,1,2,"Slx1-Slx4 complex","CC",1,"Pver_g187, Pver_g7345","DEG.GO.terms"
"143","organelle","GO:0043226","GO:0034455",0.0196822631292974,0.999902645383426,1,2,"t-UTP complex","CC",1,"Pver_g6577, Pver_g8459","DEG.GO.terms"
"144","organelle","GO:0043226","GO:0098674",0.0293845038546097,0.999709720872978,1,3,"extrinsic component of neuronal dense core vesicle membrane","CC",1,"Pver_g3908, Pver_g5236, Pver_g16441","DEG.GO.terms"
"145","organelle","GO:0043226","GO:0098892",0.0434684683862555,0.999234308001063,1,5,"extrinsic component of postsynaptic specialization membrane","CC",1,"Pver_g1821, Pver_g4810, Pver_g11240, Pver_g16956, Pver_g18257","DEG.GO.terms"
"146","organelle","GO:0043226","GO:0099060",0.0373957474146012,0.996511239074604,2,33,"integral component of postsynaptic specialization membrane","CC",1,"Pver_g481, Pver_g1671, Pver_g3848, Pver_g4263, Pver_g4519, Pver_g5759, Pver_g6248, Pver_g6392, Pver_g6393, Pver_g6394, Pver_g7332, Pver_g7783, Pver_g8055, Pver_g8804, Pver_g8893, Pver_g8933, Pver_g8935, Pver_g10364, Pver_g10619, Pver_g10621, Pver_g10622, Pver_g10623, Pver_g10624, Pver_g11896, Pver_g12511, Pver_g12517, Pver_g14777, Pver_g14780, Pver_g16240, Pver_g17827, Pver_g22731, Pver_g25670, Pver_g26311, Pver_novel_model_512_5de57afd","DEG.GO.terms"
"147","organelle","GO:0043226","GO:1990467",0.0247558250737053,0.999794402274545,1,3,"NuA3a histone acetyltransferase complex","CC",1,"Pver_g1867, Pver_g5308, Pver_g11540","DEG.GO.terms"
"148","organelle","GO:0043226","GO:1990468",0.00949503202243157,1,1,1,"NuA3b histone acetyltransferase complex","CC",1,"Pver_g1867","DEG.GO.terms"
"149","peroxisome organization","GO:0007031","GO:0016559",0.0440852985967301,0.999212221568638,1,5,"peroxisome fission","BP",1,"Pver_g3251, Pver_g11434, Pver_g11435, Pver_g2753, Pver_g5536","DEG.GO.terms"
"150","plasma membrane","GO:0005886","GO:0005892",0.022919522450641,0.998376094734576,2,26,"acetylcholine-gated channel complex","CC",1,"Pver_g3908, Pver_g6248, Pver_g7332, Pver_g8055, Pver_g8120, Pver_g8893, Pver_g8935, Pver_g10364, Pver_g10619, Pver_g10620, Pver_g10623, Pver_g11896, Pver_g12509, Pver_g12511, Pver_g12512, Pver_g12517, Pver_g12736, Pver_g13365, Pver_g14942, Pver_g17736, Pver_g17738, Pver_g17826, Pver_g17827, Pver_novel_model_525_5de57afd, Pver_g1215, Pver_g1216, Pver_g21610","DEG.GO.terms"
"151","plasma membrane","GO:0005886","GO:0005899",0.00989191228071346,1,1,1,"insulin receptor complex","CC",1,"Pver_g19246, Pver_novel_model_582_5de57afd","DEG.GO.terms"
"152","programmed cell death","GO:0012501","GO:1901299",0.00969370419306043,1,1,1,"negative regulation of hydrogen peroxide-mediated programmed cell death","BP",1,"Pver_g542","DEG.GO.terms"
"153","protein catabolic process","GO:0030163","GO:0031145",0.00517713860304065,0.999841854370455,2,13,"anaphase-promoting complex-dependent catabolic process","BP",1,"Pver_g335, Pver_g630, Pver_g759, Pver_g3564, Pver_g5996, Pver_g6353, Pver_g8031, Pver_g8833, Pver_g9424, Pver_g13164, Pver_g16788, Pver_g16789, Pver_g17431","DEG.GO.terms"
"154","protein folding","GO:0006457","GO:1903645",0.0185761747663942,0.999913328916503,1,2,"negative regulation of chaperone-mediated protein folding","BP",1,"Pver_g14, Pver_g9914","DEG.GO.terms"
"155","protein maturation","GO:0051604","GO:0031638",0.0254616389921476,0.998087759771734,2,27,"zymogen activation","BP",1,"Pver_g5, Pver_g361, Pver_g2392, Pver_g4159, Pver_g4639, Pver_g4865, Pver_g8826, Pver_g9916, Pver_g10050, Pver_g10051, Pver_g10384, Pver_g11196, Pver_g11197, Pver_g12568, Pver_g12570, Pver_g13508, Pver_g13550, Pver_g16615, Pver_g16616, Pver_g17091, Pver_g18342, Pver_g18766, Pver_g19433, Pver_g19714, Pver_g20806, Pver_g24115, Pver_g26630","DEG.GO.terms"
"156","protein modification process","GO:0036211","GO:0016573",0.0365426126479421,0.996637941659214,2,32,"histone acetylation","BP",1,"Pver_g1710, Pver_g1712, Pver_g2427, Pver_g3190, Pver_g3194, Pver_g3720, Pver_g5970, Pver_g6262, Pver_g6263, Pver_g6264, Pver_g6266, Pver_g9393, Pver_g9572, Pver_g13263, Pver_g13352, Pver_g13962, Pver_g14787, Pver_g14895, Pver_g16270, Pver_g19213, Pver_g22799, Pver_g247, Pver_g445, Pver_g1153, Pver_g1867, Pver_g2362, Pver_g4079, Pver_g4138, Pver_g7339, Pver_g7885, Pver_g9854, Pver_g14315","DEG.GO.terms"
"157","protein modification process","GO:0036211","GO:0018117",0.0406189592015835,0.99933219369151,1,5,"protein adenylylation","BP",1,"Pver_g774, Pver_g4700, Pver_g14851, Pver_g24637, Pver_g25690","DEG.GO.terms"
"158","protein modification process","GO:0036211","GO:0035507",0.0139962147489553,0.999950912461303,1,2,"regulation of myosin-light-chain-phosphatase activity","BP",1,"Pver_g8049, Pver_g8096","DEG.GO.terms"
"159","protein-containing complex assembly","GO:0065003","GO:0051262",0.0387775843690416,0.996305541405123,2,34,"protein tetramerization","BP",1,"Pver_g82, Pver_g1178, Pver_g1179, Pver_g1382, Pver_g2001, Pver_g2002, Pver_g2003, Pver_g2004, Pver_g2010, Pver_g3913, Pver_g5446, Pver_g5947, Pver_g5949, Pver_g6630, Pver_g7598, Pver_g11090, Pver_g11627, Pver_g11678, Pver_g11809, Pver_g12129, Pver_g13118, Pver_g15069, Pver_g15330, Pver_g16081, Pver_g16553, Pver_g16835, Pver_g18253, Pver_g19216, Pver_g21487, Pver_g23173, Pver_g24031, Pver_g26304, Pver_g9469, Pver_g23893","DEG.GO.terms"
"160","protein-containing complex assembly","GO:0065003","GO:0051291",0.00131854998797075,0.999983357806418,2,6,"protein heterooligomerization","BP",1,"Pver_g846, Pver_g2640, Pver_g7570, Pver_g14739, Pver_g18056, Pver_g18546","DEG.GO.terms"
"161","protein-containing complex assembly","GO:0065003","GO:0062177",0.0338259233799253,0.999566792589013,1,4,"radial spoke assembly","BP",1,"Pver_g2837, Pver_g15120, Pver_g18093, Pver_g19316","DEG.GO.terms"
"162","protein-containing complex assembly","GO:0065003","GO:0070207",0.00840694065747512,0.999657684732268,2,18,"protein homotrimerization","BP",1,"Pver_g929, Pver_g1200, Pver_g2731, Pver_g2818, Pver_g3029, Pver_g4726, Pver_g5644, Pver_g10004, Pver_g16615, Pver_g16616, Pver_g19731, Pver_g20356, Pver_g21112, Pver_g23646, Pver_g23881, Pver_g23947, Pver_g24724, Pver_g26260","DEG.GO.terms"
"163","reproductive process","GO:0022414","GO:0007141",0.0149056724051427,0.99917403534343,2,20,"male meiosis I","BP",1,"Pver_g1994, Pver_g4522, Pver_g5183, Pver_g7756, Pver_g10340, Pver_g10341, Pver_g10342, Pver_g10343, Pver_g10344, Pver_g11027, Pver_g11209, Pver_g12240, Pver_g12415, Pver_g14206, Pver_g14998, Pver_g15552, Pver_g15699, Pver_g16549, Pver_g23003, Pver_g26358","DEG.GO.terms"
"164","reproductive process","GO:0022414","GO:0040020",0.0379745189901157,0.999453040549429,1,4,"regulation of meiotic nuclear division","BP",1,"Pver_g630, Pver_g1391, Pver_g9423, Pver_g10013, Pver_novel_model_662_5de57afd","DEG.GO.terms"
"165","reproductive process","GO:0022414","GO:0048609",0.00497894197635177,0.999849482142569,2,14,"multicellular organismal reproductive process","BP",1,"Pver_g4041, Pver_g6069, Pver_g8415, Pver_g10629, Pver_g12634, Pver_g15100, Pver_g17822, Pver_g19928, Pver_g20061, Pver_g21571, Pver_g22737, Pver_g23244, Pver_g25876, Pver_g26362","DEG.GO.terms"
"166","reproductive process","GO:0022414","GO:0051446",0.0228584397532106,0.999824861248641,1,3,"positive regulation of meiotic cell cycle","BP",1,"Pver_g5294, Pver_g19246, Pver_g21793","DEG.GO.terms"
"167","RNA binding","GO:0003723","GO:0061980",0.0456131889083655,0.999156135447129,1,5,"regulatory RNA binding","MF",1,"Pver_g1156, Pver_g1157, Pver_g9496, Pver_g10921, Pver_g16619","DEG.GO.terms"
"168","signaling","GO:0023052","GO:0007166",0.0151936092889696,0.995503254630357,7,281,"cell surface receptor signaling pathway","BP",1,"Pver_g82, Pver_g336, Pver_g389, Pver_g953, Pver_g1260, Pver_g1261, Pver_g1288, Pver_g1689, Pver_g1767, Pver_g1882, Pver_g2076, Pver_g2303, Pver_g2653, Pver_g3416, Pver_g3604, Pver_g3885, Pver_g3932, Pver_g3953, Pver_g4729, Pver_g4838, Pver_g4963, Pver_g5124, Pver_g5456, Pver_g5524, Pver_g5947, Pver_g6053, Pver_g6174, Pver_g6316, Pver_g6349, Pver_g6437, Pver_g6501, Pver_g6586, Pver_g6710, Pver_g6957, Pver_g7357, Pver_g7456, Pver_g7459, Pver_g7464, Pver_g7486, Pver_g7589, Pver_g7590, Pver_g7598, Pver_g7854, Pver_g8082, Pver_g8270, Pver_g8316, Pver_g8331, Pver_g8478, Pver_g8479, Pver_g8480, Pver_g8489, Pver_g8743, Pver_g8774, Pver_g8775, Pver_g9026, Pver_g9205, Pver_g9266, Pver_g9299, Pver_g9347, Pver_g9364, Pver_g9445, Pver_g9848, Pver_g9989, Pver_g10167, Pver_g10712, Pver_g11090, Pver_g11217, Pver_g11467, Pver_g11715, Pver_g11895, Pver_g12366, Pver_g12686, Pver_g12865, Pver_g12926, Pver_g13001, Pver_g13406, Pver_g13422, Pver_g13607, Pver_g13686, Pver_g13784, Pver_g14599, Pver_g14604, Pver_g14655, Pver_g14768, Pver_g14792, Pver_g15069, Pver_g15079, Pver_g15164, Pver_g15208, Pver_g15254, Pver_g15311, Pver_g15330, Pver_g15695, Pver_g15928, Pver_g16081, Pver_g16398, Pver_g16430, Pver_g16518, Pver_g16830, Pver_g17055, Pver_g17089, Pver_g17232, Pver_g17533, Pver_g17584, Pver_g17594, Pver_g17595, Pver_g17606, Pver_g17983, Pver_g18245, Pver_g18253, Pver_g18255, Pver_g18427, Pver_g18646, Pver_g18961, Pver_g18970, Pver_g18984, Pver_g19182, Pver_g19607, Pver_g19643, Pver_g19706, Pver_g20014, Pver_g20362, Pver_g20394, Pver_g20703, Pver_g20725, Pver_g21374, Pver_g21487, Pver_g21569, Pver_g22014, Pver_g22737, Pver_g22871, Pver_g22878, Pver_g22880, Pver_g22900, Pver_g23173, Pver_g23434, Pver_g23461, Pver_g23560, Pver_g24031, Pver_g25146, Pver_g25613, Pver_g25616, Pver_g25842, Pver_g26304, Pver_g26577, Pver_g26797, Pver_novel_model_96_5de57afd, Pver_novel_model_177_5de57afd, Pver_novel_model_199_5de57afd, Pver_novel_model_203_5de57afd, Pver_novel_model_559_5de57afd, Pver_g252, Pver_g1013, Pver_g1763, Pver_g2525, Pver_g3174, Pver_g3659, Pver_g3660, Pver_g3695, Pver_g3771, Pver_g3772, Pver_g3926, Pver_g4012, Pver_g4304, Pver_g4319, Pver_g4690, Pver_g4923, Pver_g5102, Pver_g5360, Pver_g5579, Pver_g5905, Pver_g6409, Pver_g6911, Pver_g6955, Pver_g7032, Pver_g7034, Pver_g7036, Pver_g7493, Pver_g8186, Pver_g8217, Pver_g8299, Pver_g8330, Pver_g8337, Pver_g8553, Pver_g9196, Pver_g9200, Pver_g9483, Pver_g9594, Pver_g9845, Pver_g10611, Pver_g10612, Pver_g10613, Pver_g10614, Pver_g10674, Pver_g10910, Pver_g10955, Pver_g10958, Pver_g10988, Pver_g11251, Pver_g11252, Pver_g11254, Pver_g11395, Pver_g11714, Pver_g12173, Pver_g12647, Pver_g12989, Pver_g13470, Pver_g13471, Pver_g13815, Pver_g14436, Pver_g14554, Pver_g14555, Pver_g14597, Pver_g14598, Pver_g14710, Pver_g14960, Pver_g15161, Pver_g15439, Pver_g15440, Pver_g15796, Pver_g15797, Pver_g15798, Pver_g16000, Pver_g16083, Pver_g16309, Pver_g16831, Pver_g17054, Pver_g17237, Pver_g17380, Pver_g17381, Pver_g17532, Pver_g17582, Pver_g17715, Pver_g17792, Pver_g17868, Pver_g18425, Pver_g18645, Pver_g18647, Pver_g18924, Pver_g18935, Pver_g19332, Pver_g19510, Pver_g19585, Pver_g19914, Pver_g20476, Pver_g20834, Pver_g20921, Pver_g20931, Pver_g20977, Pver_g21055, Pver_g21108, Pver_g23169, Pver_g23625, Pver_g24094, Pver_g25741, Pver_g25765, Pver_g25766, Pver_g25768, Pver_g25956, Pver_g25961, Pver_g25982, Pver_g5101, Pver_g7788, Pver_g10374, Pver_g15053, Pver_g17903, Pver_g20426, Pver_g21061, Pver_g25955, Pver_g25957, Pver_g25959, Pver_g26176, Pver_g2527, Pver_g9138, Pver_g9139, Pver_g9194, Pver_g10707, Pver_g16077, Pver_g16947, Pver_g17025, Pver_g18203, Pver_g19327, Pver_g19423, Pver_g20591, Pver_g20951, Pver_g21314","DEG.GO.terms"
"169","signaling","GO:0023052","GO:0007171",0.0182694174119522,0.999916180863666,1,2,"activation of transmembrane receptor protein tyrosine kinase activity","BP",1,"Pver_g8543, Pver_g12511","DEG.GO.terms"
"170","signaling","GO:0023052","GO:0007185",0.0293010942375539,0.99967556873612,1,4,"transmembrane receptor protein tyrosine phosphatase signaling pathway","BP",1,"Pver_g373, Pver_g14911, Pver_g20488, Pver_g25577","DEG.GO.terms"
"171","signaling","GO:0023052","GO:0008286",0.00485679550530388,0.999623991161127,3,39,"insulin receptor signaling pathway","BP",1,"Pver_g764, Pver_g1389, Pver_g1509, Pver_g1626, Pver_g1670, Pver_g1861, Pver_g2467, Pver_g2915, Pver_g3082, Pver_g4375, Pver_g4420, Pver_g4635, Pver_g5053, Pver_g5711, Pver_g5784, Pver_g6352, Pver_g6651, Pver_g6744, Pver_g7104, Pver_g8541, Pver_g10340, Pver_g10341, Pver_g10342, Pver_g10343, Pver_g10344, Pver_g10345, Pver_g10558, Pver_g11207, Pver_g11630, Pver_g13135, Pver_g13168, Pver_g13897, Pver_g14771, Pver_g17406, Pver_g17636, Pver_g18864, Pver_g19246, Pver_g24541, Pver_g24924, Pver_g25970, Pver_novel_model_133_5de57afd, Pver_split_gene_g1652-g1652, Pver_novel_model_582_5de57afd","DEG.GO.terms"
"172","signaling","GO:0023052","GO:0009738",0.0196848807568714,0.999902619356522,1,2,"abscisic acid-activated signaling pathway","BP",1,"Pver_g13279, Pver_g18735","DEG.GO.terms"
"173","signaling","GO:0023052","GO:0014056",0.00949745036834188,1,1,1,"regulation of acetylcholine secretion, neurotransmission","BP",1,"Pver_g12511","DEG.GO.terms"
"174","signaling","GO:0023052","GO:0030178",0.0275219668001073,0.997832958093951,2,30,"negative regulation of Wnt signaling pathway","BP",1,"Pver_g1581, Pver_g2856, Pver_g3077, Pver_g3126, Pver_g3654, Pver_g3655, Pver_g4646, Pver_g5118, Pver_g5436, Pver_g5466, Pver_g6369, Pver_g7352, Pver_g7679, Pver_g7680, Pver_g7825, Pver_g8615, Pver_g11226, Pver_g11939, Pver_g12556, Pver_g13572, Pver_g14079, Pver_g15302, Pver_g18262, Pver_g18391, Pver_g3656, Pver_g4008, Pver_g4375, Pver_g13481, Pver_g18259, Pver_g1738","DEG.GO.terms"
"175","signaling","GO:0023052","GO:0031915",0.0389224593672023,0.999425158247102,1,4,"positive regulation of synaptic plasticity","BP",1,"Pver_g630, Pver_g939, Pver_g4776, Pver_g10867, Pver_novel_model_662_5de57afd","DEG.GO.terms"
"176","signaling","GO:0023052","GO:0045744",0.0479537150527658,0.999066404388757,1,5,"negative regulation of G protein-coupled receptor signaling pathway","BP",1,"Pver_g19, Pver_g2643, Pver_g7747, Pver_g13943, Pver_g13944","DEG.GO.terms"
"177","signaling","GO:0023052","GO:0045746",0.00357081241988245,0.999751950844095,3,40,"negative regulation of Notch signaling pathway","BP",1,"Pver_g97, Pver_g288, Pver_g354, Pver_g2049, Pver_g2249, Pver_g2250, Pver_g3838, Pver_g4013, Pver_g5229, Pver_g6259, Pver_g8771, Pver_g8852, Pver_g8938, Pver_g8939, Pver_g8940, Pver_g8957, Pver_g9354, Pver_g9593, Pver_g9649, Pver_g10243, Pver_g10797, Pver_g13044, Pver_g13893, Pver_g13899, Pver_g14844, Pver_g15715, Pver_g15977, Pver_g16188, Pver_g16214, Pver_g16622, Pver_g18444, Pver_g18850, Pver_g24432, Pver_g25968, Pver_g11247, Pver_g11835, Pver_g20943, Pver_g22145, Pver_g22190, Pver_g24030","DEG.GO.terms"
"178","signaling","GO:0023052","GO:0046627",0.0259445336381882,0.998027828425065,2,28,"negative regulation of insulin receptor signaling pathway","BP",1,"Pver_g316, Pver_g1966, Pver_g3156, Pver_g3389, Pver_g4569, Pver_g4570, Pver_g4571, Pver_g5239, Pver_g5500, Pver_g7673, Pver_g7787, Pver_g9614, Pver_g12375, Pver_g13370, Pver_g13712, Pver_g14272, Pver_g15701, Pver_g15943, Pver_g16315, Pver_g17154, Pver_g17881, Pver_g18302, Pver_g18479, Pver_g18620, Pver_g20488, Pver_g20611, Pver_g25577, Pver_g26210, Pver_novel_model_582_5de57afd","DEG.GO.terms"
"179","signaling","GO:0023052","GO:0060084",0.000553698859832341,0.999996435958042,2,4,"synaptic transmission involved in micturition","BP",0.882535874972076,"Pver_g8055, Pver_g12511, Pver_g12512, Pver_g17736","DEG.GO.terms"
"180","signaling","GO:0023052","GO:0070093",0.00957361650247291,1,1,1,"negative regulation of glucagon secretion","BP",1,"Pver_g15943","DEG.GO.terms"
"181","signaling","GO:0023052","GO:0106070",0.00989191228042947,1,1,1,"regulation of adenylate cyclase-activating G protein-coupled receptor signaling pathway","BP",1,"Pver_g7570","DEG.GO.terms"
"182","signaling","GO:0023052","GO:0110094",0.0290166646235,0.999716990386775,1,3,"polyphosphate-mediated signaling","BP",1,"Pver_g752, Pver_g5785, Pver_g7570","DEG.GO.terms"
"183","signaling","GO:0023052","GO:1900746",0.0468158278288107,0.999110605895435,1,5,"regulation of vascular endothelial growth factor signaling pathway","BP",1,"Pver_g5777, Pver_g15039, Pver_g15186, Pver_g15740, Pver_g17894","DEG.GO.terms"
