"delta.rank" "pval" "level" "nseqs" "term" "name" "p.adj"
-1723 0.229698575707558 2 13 "GO:0016274;GO:0016273" "protein-arginine N-methyltransferase activity" 0.592307415987836
-2879 0.00139073175260952 2 33 "GO:0016279;GO:0016278" "lysine N-methyltransferase activity" 0.0240371069133456
-1645 0.314422253633535 -1 10 "GO:0016290" "obsolete palmitoyl-CoA hydrolase activity" 0.672799878631509
915 0.0996368724659415 2 87 "GO:0016298" "lipase activity" 0.409970631777627
-1163 0.500003856946457 -1 9 "GO:0016307" "obsolete phosphatidylinositol phosphate kinase activity" 0.804408720798137
453 0.844664006489495 3 5 "GO:0016308" "1-phosphatidylinositol-4-phosphate 5-kinase activity" 0.966942936492587
975 0.336327422581741 2 26 "GO:0016405;GO:0016878" "acid-thiol ligase activity" 0.696056267770302
2587 0.263305737640579 3 5 "GO:0016406" "carnitine O-acyltransferase activity" 0.629472969051029
-1127 0.0381082217988061 2 91 "GO:0016407" "acetyltransferase activity" 0.253830450982187
-1124 0.416029790898976 2 14 "GO:0016408" "C-acyltransferase activity" 0.762765368648857
-843 0.434528736511581 2 23 "GO:0016409" "palmitoyltransferase activity" 0.768689147992133
-1238 0.231488495571323 6 25 "GO:0016411" "acylglycerol O-acyltransferase activity" 0.593321136455275
-84 0.97118401962667 2 5 "GO:0016413" "O-acetyltransferase activity" 0.98661188332209
946 0.425266893737101 2 19 "GO:0016417" "S-acyltransferase activity" 0.765970636592873
3389 0.108327570211969 5 6 "GO:0016418;GO:0019171" "(3R)-hydroxyacyl-[acyl-carrier-protein] dehydratase activity" 0.425002951843891
-547 0.764904849015123 4 8 "GO:0016421;GO:0016885" "ligase activity, forming carbon-carbon bonds" 0.939734214480078
-2731 0.237501624879359 2 5 "GO:0016423" "tRNA (guanine) methyltransferase activity" 0.598654151545169
546 0.796094899710642 2 6 "GO:0016427" "tRNA (cytidine) methyltransferase activity" 0.948723498975089
-3511 0.128883115772857 2 5 "GO:0016433" "rRNA (adenine) methyltransferase activity" 0.460571670500767
10 0.996651796646255 2 5 "GO:0016453" "C-acetyltransferase activity" 0.996651796646255
136 0.441860790963035 2 898 "GO:0016491" "oxidoreductase activity" 0.777358943111034
1391 0.241024014437221 2 19 "GO:0016500" "protein-hormone receptor activity" 0.600915622739192
925 0.474176263017547 2 16 "GO:0016504" "peptidase activator activity" 0.800022084715003
-2049 0.0695338708434322 2 21 "GO:0016538" "cyclin-dependent protein serine/threonine kinase regulator activity" 0.336870533366476
313 0.833746794883447 2 12 "GO:0016594" "glycine binding" 0.961552886073876
2483 0.128916855386454 2 10 "GO:0016595" "glutamate binding" 0.460571670500767
1300 0.0702525462603536 2 52 "GO:0016597" "amino acid binding" 0.339067949686763
144 0.941383152376393 3 7 "GO:0016615" "malate dehydrogenase activity" 0.985151725812078
-808 0.0627208813735842 2 143 "GO:0016616;GO:0016614" "oxidoreductase activity, acting on CH-OH group of donors" 0.322168703922949
-45 0.979083239112389 2 9 "GO:0016624" "oxidoreductase activity, acting on the aldehyde or oxo group of donors, disulfide as acceptor" 0.989137016449246
39 0.951171707410585 2 65 "GO:0016627" "oxidoreductase activity, acting on the CH-CH group of donors" 0.985151725812078
-630 0.519641861573018 3 28 "GO:0016628" "oxidoreductase activity, acting on the CH-CH group of donors, NAD or NADP as acceptor" 0.815410891960076
-837 0.608691589531484 2 10 "GO:0016634" "oxidoreductase activity, acting on the CH-CH group of donors, oxygen as acceptor" 0.864173098138297
-341 0.709284057134659 3 32 "GO:0016638" "oxidoreductase activity, acting on the CH-NH2 group of donors" 0.923802758732412
324 0.850893690683338 2 9 "GO:0016639" "oxidoreductase activity, acting on the CH-NH2 group of donors, NAD or NADP as acceptor" 0.96808796798745
-347 0.753030217080206 2 22 "GO:0016641" "oxidoreductase activity, acting on the CH-NH2 group of donors, oxygen as acceptor" 0.939734214480078
-790 0.290411860756704 2 48 "GO:0016645" "oxidoreductase activity, acting on the CH-NH group of donors" 0.660083333949939
-1638 0.167459408163469 2 19 "GO:0016646" "oxidoreductase activity, acting on the CH-NH group of donors, NAD or NADP as acceptor" 0.530875565355865
264 0.815265917239076 3 21 "GO:0016647" "oxidoreductase activity, acting on the CH-NH group of donors, oxygen as acceptor" 0.950190910797903
-907 0.694744346641028 2 5 "GO:0016649" "oxidoreductase activity, acting on the CH-NH group of donors, quinone or similar compound as acceptor" 0.917086999014118
-593 0.427040354858665 2 48 "GO:0016651" "oxidoreductase activity, acting on NAD(P)H" 0.765970636592873
491 0.78828668778057 3 8 "GO:0016653" "oxidoreductase activity, acting on NAD(P)H, heme protein as acceptor" 0.946239926441081
-1348 0.211363774880015 3 23 "GO:0016655" "oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor" 0.573958106309
593 0.691218966089984 2 12 "GO:0016661" "oxidoreductase activity, acting on other nitrogenous compounds as donors" 0.91613373847574
428 0.547452528033495 2 53 "GO:0016667" "oxidoreductase activity, acting on a sulfur group of donors" 0.828694430768266
-400 0.764647603689982 3 15 "GO:0016668" "oxidoreductase activity, acting on a sulfur group of donors, NAD(P) as acceptor" 0.939734214480078
302 0.860713697682636 2 9 "GO:0016670" "oxidoreductase activity, acting on a sulfur group of donors, oxygen as acceptor" 0.970334488626552
-849 0.62234051851879 2 9 "GO:0016671" "oxidoreductase activity, acting on a sulfur group of donors, disulfide as acceptor" 0.870627501751092
2578 0.264896949872183 3 5 "GO:0016672" "oxidoreductase activity, acting on a sulfur group of donors, quinone or similar compound as acceptor" 0.632095520310676
-805 0.703033860140755 2 6 "GO:0016675;GO:0004129" "oxidoreductase activity, acting on a heme group of donors" 0.920563867284907
-366 0.851523818597249 2 7 "GO:0016679" "oxidoreductase activity, acting on diphenols and related substances as donors" 0.96808796798745
3706 1.73256785479843e-05 2 36 "GO:0016702;GO:0016701" "oxidoreductase activity, acting on single donors with incorporation of molecular oxygen" 0.000764122167685239
618 0.0768460987147997 2 222 "GO:0016705" "oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen" 0.358708614073828
1122 0.0623464165532138 2 74 "GO:0016706" "2-oxoglutarate-dependent dioxygenase activity" 0.322168703922949
-1643 0.0771336204657957 2 31 "GO:0016709" "oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen" 0.358741456639101
-670 0.697501926940335 2 9 "GO:0016712" "oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced flavin or flavoprotein as one donor, and incorporation of one atom of oxygen" 0.917086999014118
184 0.861651235882911 2 24 "GO:0016715" "oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced ascorbate as one donor, and incorporation of one atom of oxygen" 0.970334488626552
-449 0.77333688781168 2 11 "GO:0016717" "oxidoreductase activity, acting on paired donors, with oxidation of a pair of donors resulting in the reduction of molecular oxygen to two molecules of water" 0.94110169315998
1579 0.33421322989392 2 10 "GO:0016722" "oxidoreductase activity, acting on metal ions" 0.692801816911384
-1297 0.315979128671993 2 16 "GO:0016725" "oxidoreductase activity, acting on CH or CH2 groups" 0.673624858639846
-431 2.75544213379708e-05 2 3043 "GO:0016740" "transferase activity" 0.00110131577785202
-220 0.8827801932843 4 12 "GO:0016742" "hydroxymethyl-, formyl- and related transferase activity" 0.975022337833005
-379 0.0713768364067308 2 628 "GO:0016746" "acyltransferase activity" 0.342768713782964
-528 0.156905156380068 4 194 "GO:0016747" "acyltransferase activity, transferring groups other than amino-acyl groups" 0.518725261826913
-603 0.0153982228846023 3 442 "GO:0016757" "glycosyltransferase activity" 0.143754212185448
-1062 0.00224247299820507 2 224 "GO:0016758" "hexosyltransferase activity" 0.034977109325662
-45 0.937613733897941 2 82 "GO:0016763" "pentosyltransferase activity" 0.985151725812078
-1291 0.087261978971332 2 47 "GO:0016765" "transferase activity, transferring alkyl or aryl (other than methyl) groups" 0.381579870022008
24 0.869040899181627 3 1349 "GO:0016772" "transferase activity, transferring phosphorus-containing groups" 0.973295367822505
-370 0.700093024539531 2 29 "GO:0016776" "phosphotransferase activity, phosphate group as acceptor" 0.919321333045236
-402 0.848936212508439 2 6 "GO:0016778" "diphosphotransferase activity" 0.96808796798745
-489 0.146677172721595 2 239 "GO:0016779" "nucleotidyltransferase activity" 0.503493915543239
-1789 0.112900797637118 2 21 "GO:0016780" "phosphotransferase activity, for other substituted phosphate groups" 0.435280094503854
-76 0.966742036274784 2 8 "GO:0016783" "sulfurtransferase activity" 0.985151725812078
-76 0.48821035287511 2 2636 "GO:0016787" "hydrolase activity" 0.800539796573418
-784 4.11681414845271e-05 2 763 "GO:0016788" "hydrolase activity, acting on ester bonds" 0.00154864861643265
-1214 0.206509625226628 2 29 "GO:0016790" "thiolester hydrolase activity" 0.566824272232276
-225 0.45434396563056 3 301 "GO:0016791;GO:0042578" "phosphoric ester hydrolase activity" 0.78613490416778
-2547 0.000572998178883528 4 49 "GO:0016796" "exonuclease activity, active with either ribo- or deoxyribonucleic acids and producing 5'-phosphomonoesters" 0.01242143509817
417 0.246051003075357 2 209 "GO:0016798" "hydrolase activity, acting on glycosyl bonds" 0.60752747670537
-245 0.662666927608605 2 85 "GO:0016799" "hydrolase activity, hydrolyzing N-glycosyl compounds" 0.892781875444189
-273 0.88137030991623 3 8 "GO:0016803;GO:0016801;GO:0004301" "ether hydrolase activity" 0.975022337833005
-1149 0.345753024384866 4 18 "GO:0016805" "dipeptidase activity" 0.705292054526704
-310 0.493003882602222 2 132 "GO:0016810" "hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds" 0.801733832939254
-139 0.800783150943643 2 88 "GO:0016811" "hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides" 0.950190910797903
-793 0.610903066433292 2 11 "GO:0016812" "hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in cyclic amides" 0.864452013688066
-1235 0.527564860587781 2 7 "GO:0016813" "hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amidines" 0.820392982635236
-620 0.573803047230856 2 22 "GO:0016814;GO:0019239" "hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in cyclic amidines" 0.843556433802603
-453 0.844867180232915 2 5 "GO:0016825" "hydrolase activity, acting on acid phosphorus-nitrogen bonds" 0.966942936492587
270 0.405873416206548 2 256 "GO:0016829" "lyase activity" 0.75342830091172
243 0.718687907002697 3 59 "GO:0016830" "carbon-carbon lyase activity" 0.929304020455051
504 0.558808611885364 2 36 "GO:0016831" "carboxy-lyase activity" 0.835925397194597
-369 0.812731320402581 4 11 "GO:0016832" "aldehyde-lyase activity" 0.950190910797903
1446 0.459236103432345 2 7 "GO:0016833" "oxo-acid-lyase activity" 0.788892349568023
483 0.368655338691296 2 93 "GO:0016836;GO:0016835" "carbon-oxygen lyase activity" 0.717726241040069
1287 0.542141237920377 4 6 "GO:0016837;GO:0047486" "carbon-oxygen lyase activity, acting on polysaccharides" 0.828694430768266
-766 0.507649159377173 3 20 "GO:0016840" "carbon-nitrogen lyase activity" 0.809019465200667
1346 0.491107044301842 2 7 "GO:0016841" "ammonia-lyase activity" 0.801733832939254
-2180 0.161990864320979 4 11 "GO:0016842" "amidine-lyase activity" 0.527191642408479
1028 0.399049401885228 2 18 "GO:0016846" "carbon-sulfur lyase activity" 0.747268206458575
-551 0.237149107252366 2 124 "GO:0016853" "isomerase activity" 0.598654151545169
-1471 0.287133620099671 2 14 "GO:0016854" "racemase and epimerase activity" 0.655792678763356
-982 0.591146861993371 4 8 "GO:0016857" "racemase and epimerase activity, acting on carbohydrates and derivatives" 0.855736639632974
-28 0.976439607517927 2 30 "GO:0016860" "intramolecular oxidoreductase activity" 0.988809388769144
-2129 0.21672246828995 2 9 "GO:0016861" "intramolecular oxidoreductase activity, interconverting aldoses and ketoses" 0.578895065201156
81 0.964833430577148 4 8 "GO:0016863" "intramolecular oxidoreductase activity, transposing C=C bonds" 0.985151725812078
-606 0.629174564515456 2 17 "GO:0016866" "intramolecular transferase activity" 0.870826692221311
549 0.763965512876725 4 8 "GO:0016868" "intramolecular phosphotransferase activity" 0.939734214480078
56 0.884875274856675 2 180 "GO:0016874" "ligase activity" 0.975385653158834
562 0.492362601140665 3 40 "GO:0016877" "ligase activity, forming carbon-sulfur bonds" 0.801733832939254
1091 0.125074242137257 2 53 "GO:0016879" "ligase activity, forming carbon-nitrogen bonds" 0.455659220002238
645 0.502057810882976 4 29 "GO:0016881" "acid-amino acid ligase activity" 0.805686248581338
2541 0.193481369997599 2 7 "GO:0016884" "carbon-nitrogen ligase activity, with glutamine as amido-N-donor" 0.545292676922678
-2701 0.0986168126282554 3 10 "GO:0016886" "ligase activity, forming phosphoric ester bonds" 0.409970631777627
-429 0.290560529330583 7 164 "GO:0016887" "ATP hydrolysis activity" 0.660083333949939
-3393 0.0379839398061862 3 10 "GO:0016888" "endodeoxyribonuclease activity, producing 5'-phosphomonoesters" 0.253830450982187
-3641 0.0346582622964658 2 9 "GO:0016889;GO:0016894;GO:0008821" "endonuclease activity, active with either ribo- or deoxyribonucleic acids and producing 3'-phosphomonoesters" 0.242229057252348
-3057 0.000187416003221305 2 40 "GO:0016891;GO:0016893" "endonuclease activity, active with either ribo- or deoxyribonucleic acids and producing 5'-phosphomonoesters" 0.0052109797417402
-2493 0.0468323983433803 3 17 "GO:0016895;GO:0004529" "DNA exonuclease activity, producing 5'-phosphomonoesters" 0.281214260475039
-337 0.807398202198339 2 14 "GO:0016899" "oxidoreductase activity, acting on the CH-OH group of donors, oxygen as acceptor" 0.950190910797903
-478 0.579567151198161 2 36 "GO:0016903;GO:0016620" "oxidoreductase activity, acting on the aldehyde or oxo group of donors" 0.84522963099481
3064 7.16289445878626e-05 2 45 "GO:0016917" "GABA receptor activity" 0.00241087947704938
-949 0.525171660281513 2 12 "GO:0016918;GO:0005501;GO:0019840" "isoprenoid binding" 0.820139869963437
-84 0.871024672657785 2 100 "GO:0016922" "nuclear receptor binding" 0.973452849424486
2546 0.102529013583692 2 11 "GO:0016933" "extracellularly glycine-gated ion channel activity" 0.414982937890956
2265 0.28323928647641 4 6 "GO:0016934" "extracellularly glycine-gated chloride channel activity" 0.651552243531166
1938 0.236055315789598 4 10 "GO:0016941" "natriuretic peptide receptor activity" 0.597850987910685
-195 0.778330502651079 2 56 "GO:0017022" "myosin binding" 0.94217668542102
-1001 0.374980431764845 2 21 "GO:0017025" "TBP-class protein binding" 0.723570712670428
615 0.577237262822735 2 22 "GO:0017046" "peptide hormone binding" 0.84522963099481
1198 0.385990941003367 2 14 "GO:0017056" "structural constituent of nuclear pore" 0.732466488936656
-1844 0.0350258188816097 5 35 "GO:0017069" "snRNA binding" 0.243458043845013
-1420 0.410129001353202 2 9 "GO:0017070" "U6 snRNA binding" 0.758027446142696
1316 0.358805196295667 2 13 "GO:0017075" "syntaxin-1 binding" 0.707690276094315
1194 0.371293791234901 2 15 "GO:0017080" "sodium channel regulator activity" 0.72170936016632
2825 0.0409879211764945 3 14 "GO:0017081" "chloride channel regulator activity" 0.259522530617507
1645 0.476761162277048 4 5 "GO:0017099" "very-long-chain fatty acyl-CoA dehydrogenase activity" 0.800232974478142
-4342 0.0396932821259994 2 6 "GO:0017108;GO:0048256" "flap endonuclease activity" 0.258685108492946
334 0.855099724546104 3 8 "GO:0017110" "nucleoside diphosphate phosphatase activity" 0.969567861431265
-380 0.100482621442961 3 515 "GO:0017111;GO:0016462;GO:0016818;GO:0016817" "hydrolase activity, acting on acid anhydrides" 0.409970631777627
-1766 0.0615956447843434 4 30 "GO:0017116" "single-stranded DNA helicase activity" 0.322065053304187
-136 0.851069182362064 2 51 "GO:0017124" "SH3 domain binding" 0.96808796798745
1845 0.0301121866490384 4 37 "GO:0017134;GO:0005007" "fibroblast growth factor receptor activity" 0.226194966461234
-2213 0.155711317662045 4 11 "GO:0017136;GO:0034979" "NAD-dependent protein lysine deacetylase activity" 0.518725261826913
159 0.807334725320408 2 63 "GO:0017147" "Wnt-protein binding" 0.950190910797903
-2496 0.201517470327015 2 7 "GO:0017162" "aryl hydrocarbon receptor binding" 0.559097143956443
-557 0.746667793729319 2 9 "GO:0017166" "vinculin binding" 0.939734214480078
-1281 0.512196383730271 3 7 "GO:0017169" "CDP-alcohol phosphatidyltransferase activity" 0.811273958936166
-2522 0.0169078213940211 -1 24 "GO:0018024" "obsolete histone lysine N-methyltransferase activity" 0.152289461710937
-160 0.812844939387584 2 59 "GO:0019003" "GDP binding" 0.950190910797903
-1502 0.51608117173077 3 5 "GO:0019103" "pyrimidine nucleotide binding" 0.812891402270511
-2124 0.100412407443419 4 16 "GO:0019104" "DNA N-glycosylase activity" 0.409970631777627
-2741 0.235787936949028 2 5 "GO:0019107" "myristoyltransferase activity" 0.597850987910685
-2422 0.0610865117517551 3 16 "GO:0019200" "carbohydrate kinase activity" 0.322065053304187
-820 0.341878313142926 3 36 "GO:0019205" "nucleobase-containing compound kinase activity" 0.699619780015684
-3421 0.0613171272111237 2 8 "GO:0019206" "nucleoside kinase activity" 0.322065053304187
-492 0.454839584897699 3 62 "GO:0019208" "phosphatase regulator activity" 0.78613490416778
-591 0.414795799983888 2 51 "GO:0019210;GO:0004860" "kinase inhibitor activity" 0.762765368648857
-1272 0.375080048866688 2 13 "GO:0019211" "phosphatase activator activity" 0.723570712670428
-778 0.501044988420853 2 20 "GO:0019212;GO:0004864" "phosphatase inhibitor activity" 0.805071030389788
-1277 0.176310615721565 2 30 "GO:0019213" "deacetylase activity" 0.535932799668203
-118 0.93715340792426 2 12 "GO:0019706;GO:0019707" "protein-cysteine S-acyltransferase activity" 0.985151725812078
-2349 0.309672637707272 2 5 "GO:0019784" "deNEDDylase activity" 0.670358343832644
-987 0.613408595609272 2 7 "GO:0019788" "NEDD8 transferase activity" 0.864907784529952
-1095 0.428168312892929 2 14 "GO:0019789" "SUMO transferase activity" 0.765970636592873
300 0.822538357452541 2 15 "GO:0019825" "oxygen binding" 0.956179850345674
944 0.682956859969052 2 5 "GO:0019826" "oxygen sensor activity" 0.910846531700123
185 0.854968322749571 2 26 "GO:0019829" "ATPase-coupled monoatomic cation transmembrane transporter activity" 0.969567861431265
1722 0.00478418136955023 3 72 "GO:0019838" "growth factor binding" 0.0650954039537739
570 0.186195320239644 3 145 "GO:0019842" "vitamin binding" 0.545292676922678
-1384 0.0418183499658466 3 58 "GO:0019843" "rRNA binding" 0.263476204957231
-2897 0.169855987092151 3 6 "GO:0019865" "immunoglobulin binding" 0.530875565355865
852 0.686462425839297 3 6 "GO:0019870" "potassium channel inhibitor activity" 0.913331611185111
549 0.778766936592505 3 7 "GO:0019871" "sodium channel inhibitor activity" 0.94217668542102
-308 0.512517090555451 4 122 "GO:0019887;GO:0019207" "kinase regulator activity" 0.811273958936166
-990 0.209852343065618 4 43 "GO:0019888" "protein phosphatase regulator activity" 0.57106626974665
450 0.577515696456621 2 41 "GO:0019894" "kinesin binding" 0.84522963099481
135 0.30354240551508 2 1711 "GO:0019899" "enzyme binding" 0.662497505684497
66 0.750159711291427 3 640 "GO:0019900" "kinase binding" 0.939734214480078
292 0.228332891130084 4 466 "GO:0019901" "protein kinase binding" 0.591384079721411
341 0.416941026619148 2 153 "GO:0019902" "phosphatase binding" 0.762765368648857
306 0.542191827550793 4 107 "GO:0019903" "protein phosphatase binding" 0.828694430768266
-381 0.061159330913712 3 670 "GO:0019904" "protein domain specific binding" 0.322065053304187
621 0.377918783804362 3 54 "GO:0019905" "syntaxin binding" 0.727948982659306
-2458 0.0056152327635155 2 34 "GO:0019955" "cytokine binding" 0.0732845173932278
-3992 0.00279698952767453 4 15 "GO:0019964;GO:0019961" "interferon binding" 0.0420864659517144
311 0.46217418588781 2 151 "GO:0020037;GO:0046906" "tetrapyrrole binding" 0.788892349568023
985 0.000584663541420227 3 332 "GO:0022804" "active transmembrane transporter activity" 0.0124630778246078
280 0.878294501812882 2 8 "GO:0022821" "solute:potassium antiporter activity" 0.975022337833005
1976 4.23159277786019e-13 5 367 "GO:0022836" "gated channel activity" 1.80406905429439e-10
2061 0.0616690643246413 2 22 "GO:0022839;GO:0005227" "monoatomic ion-gated channel activity" 0.322065053304187
3819 9.4888090967056e-06 2 36 "GO:0022848" "acetylcholine-gated monoatomic cation-selective channel activity" 0.00046677641671871
3195 0.130092667043612 2 6 "GO:0022851" "GABA-gated chloride ion channel activity" 0.462190336524388
514 0.200634958435524 2 167 "GO:0022853" "active monoatomic ion transmembrane transporter activity" 0.559097143956443
1063 3.18682888778868e-12 2 1233 "GO:0022857;GO:0005215" "transporter activity" 1.01898853687043e-09
-298 0.78732319237195 3 22 "GO:0022884" "macromolecule transmembrane transporter activity" 0.946239926441081
4214 0.0458964904871671 2 6 "GO:0030020" "extracellular matrix structural constituent conferring tensile strength" 0.2799461936629
135 0.927827112755419 2 12 "GO:0030023;GO:0097493" "extracellular matrix constituent conferring elasticity" 0.985151725812078
-313 0.872846791765017 3 7 "GO:0030144" "alpha-1,6-mannosylglycoprotein 6-beta-N-acetylglucosaminyltransferase activity" 0.973452849424486
-315 0.610996575741995 2 70 "GO:0030145" "manganese ion binding" 0.864452013688066
985 0.614230563699516 2 7 "GO:0030151" "molybdenum ion binding" 0.864907784529952
1343 0.314424781859021 2 15 "GO:0030159" "signaling receptor complex adaptor activity" 0.672799878631509
437 0.520075001425393 2 58 "GO:0030165" "PDZ domain binding" 0.815410891960076
5410 0.000521228921117582 2 11 "GO:0030169" "low-density lipoprotein particle binding" 0.0116956454405156
-300 0.655957286995564 2 59 "GO:0030170;GO:0070279" "vitamin B6 binding" 0.8887387394781
-121 0.958425048857791 2 5 "GO:0030215" "semaphorin receptor binding" 0.985151725812078
1348 0.297168127274006 2 16 "GO:0030228" "lipoprotein particle receptor activity" 0.662497505684497
-23 0.883872348029755 2 1184 "GO:0030234;GO:0098772" "molecular function regulator activity" 0.975385653158834
1554 2.58983244356998e-06 2 248 "GO:0030246" "carbohydrate binding" 0.000150563440696637
1227 0.186732971146042 3 31 "GO:0030247" "polysaccharide binding" 0.545292676922678
1706 0.382593566923753 2 7 "GO:0030274" "LIM domain binding" 0.729433646121065
-2141 0.169671223539824 4 11 "GO:0030275" "LRR domain binding" 0.530875565355865
510 0.601700967363555 2 28 "GO:0030276" "clathrin binding" 0.861333711746901
601 0.641806049382108 2 16 "GO:0030291" "protein serine/threonine kinase inhibitor activity" 0.878875735717041
806 0.261326059228113 3 52 "GO:0030295;GO:0019209" "kinase activator activity" 0.629446383715172
-700 0.701833888784707 2 8 "GO:0030296" "protein tyrosine kinase activator activity" 0.920563867284907
1077 0.641361325627808 4 5 "GO:0030297" "transmembrane receptor protein tyrosine kinase activator activity" 0.878875735717041
369 0.64432135200838 2 42 "GO:0030331" "nuclear estrogen receptor binding" 0.880434838908887
-1301 0.191360495432967 3 27 "GO:0030332" "cyclin binding" 0.545292676922678
379 0.857671664699798 2 6 "GO:0030346" "protein phosphatase 2B binding" 0.970334488626552
1331 0.20750757196039 2 24 "GO:0030371" "translation repressor activity" 0.567098684908844
-403 0.622247625344155 3 40 "GO:0030374" "nuclear receptor coactivator activity" 0.870627501751092
1304 0.00678769936298879 2 116 "GO:0030414;GO:0061134" "peptidase regulator activity" 0.0832439953471666
937 0.631498578398286 4 7 "GO:0030506" "ankyrin binding" 0.871534972754194
373 0.741285562000377 2 21 "GO:0030507" "spectrin binding" 0.939734214480078
-561 0.595201826232276 2 24 "GO:0030515" "snoRNA binding" 0.859223219002893
539 0.555657572768596 2 32 "GO:0030544" "Hsp70 protein binding" 0.834138539402622
1773 0.443091824763004 2 5 "GO:0030547" "signaling receptor inhibitor activity" 0.778453906417421
1615 0.0872546453448317 5 30 "GO:0030551" "cyclic nucleotide binding" 0.381579870022008
22 0.988897847666769 2 11 "GO:0030552" "cAMP binding" 0.994339895570596
1527 0.350384536128793 2 10 "GO:0030553" "cGMP binding" 0.70682855547906
2458 4.68486168535327e-08 3 133 "GO:0030594;GO:0005230;GO:0022824;GO:0022835" "neurotransmitter receptor activity" 4.99328174630569e-06
211 0.920503561661323 2 6 "GO:0030620" "U2 snRNA binding" 0.985151725812078
-625 0.00699278785040435 2 512 "GO:0030674;GO:0060090" "molecular adaptor activity" 0.0835866884174501
-368 0.108693608131924 4 522 "GO:0030695;GO:0060589" "GTPase regulator activity" 0.425134938228535
657 0.551140888897546 3 22 "GO:0030742" "GTP-dependent protein binding" 0.831260845400898
653 0.757175014623663 2 6 "GO:0030911" "TPR domain binding" 0.939734214480078
-793 0.664525680549545 2 8 "GO:0030955" "potassium ion binding" 0.892781875444189
2515 0.198106011378432 2 7 "GO:0030957" "Tat protein binding" 0.554436736439857
652 0.358904508021705 2 53 "GO:0030971;GO:1990782" "protein tyrosine kinase binding" 0.707690276094315
81 0.962523984168033 3 9 "GO:0030976" "thiamine pyrophosphate binding" 0.985151725812078
-3448 0.0162113171899199 4 13 "GO:0030983" "mismatched DNA binding" 0.148668054086248
-195 0.926463094993978 4 6 "GO:0031005" "filamin binding" 0.985151725812078
561 0.263003959506353 3 107 "GO:0031072" "heat shock protein binding" 0.629472969051029
2475 0.0637766503122705 2 15 "GO:0031210" "phosphatidylcholine binding" 0.324981417328263
167 0.623918723246208 4 233 "GO:0031267;GO:0051020" "GTPase binding" 0.870627501751092
837 0.418344214820813 3 25 "GO:0031369" "translation initiation factor binding" 0.762765368648857
-2835 0.121004089630439 2 8 "GO:0031386;GO:0141047" "protein tag activity" 0.450569858863527
1250 0.588816334714247 3 5 "GO:0031402" "sodium ion binding" 0.854819627808765
818 0.0318340497264506 2 186 "GO:0031406;GO:0043177" "organic acid binding" 0.231339486364377
2831 0.00120897131161773 3 35 "GO:0031418" "L-ascorbic acid binding" 0.0211818398295764
574 0.769136535709324 2 7 "GO:0031419" "cobalamin binding" 0.940464272631191
105 0.941406037469122 2 13 "GO:0031420" "alkali metal ion binding" 0.985151725812078
-979 0.570036231395258 2 9 "GO:0031434" "mitogen-activated protein kinase kinase binding" 0.840918500524262
-1151 0.332091158579876 6 19 "GO:0031435" "mitogen-activated protein kinase kinase kinase binding" 0.692801816911384
-1092 0.333537901885895 3 21 "GO:0031489" "myosin V binding" 0.692801816911384
915 0.178481191533255 3 58 "GO:0031490" "chromatin DNA binding" 0.536143529466578
-335 0.736563901976122 4 27 "GO:0031491" "nucleosome binding" 0.939734214480078
1593 0.330034105473622 5 10 "GO:0031492" "nucleosomal DNA binding" 0.690011113589404
3872 0.00694824017925137 2 13 "GO:0031545;GO:0031543" "peptidyl-proline dioxygenase activity" 0.0835866884174501
38 0.96223313280335 3 42 "GO:0031593" "polyubiquitin modification-dependent protein binding" 0.985151725812078
103 0.921002735982701 5 25 "GO:0031624;GO:0044390" "ubiquitin-like protein conjugating enzyme binding" 0.985151725812078
180 0.599579425775547 2 230 "GO:0031625;GO:0044389" "ubiquitin-like protein ligase binding" 0.861333711746901
-1372 0.552843804649667 3 5 "GO:0031628" "opioid receptor binding" 0.831867324878734
1282 0.543660053124483 3 6 "GO:0031681" "G-protein beta-subunit binding" 0.828694430768266
-1249 0.49446393649527 2 8 "GO:0031683" "G-protein beta/gamma-subunit complex binding" 0.801733832939254
-160 0.921839090004863 3 10 "GO:0031690" "adrenergic receptor binding" 0.985151725812078
724 0.754217389693333 2 5 "GO:0031698" "beta-2 adrenergic receptor binding" 0.939734214480078
1945 0.400273527186231 2 5 "GO:0031748" "D1 dopamine receptor binding" 0.748464680221037
-138 0.947886320752115 3 6 "GO:0031957" "very long-chain fatty acid-CoA ligase activity" 0.985151725812078
1538 0.129643377672782 3 26 "GO:0031996" "thioesterase binding" 0.461877103185204
837 0.668445915405433 3 7 "GO:0032027" "myosin light chain binding" 0.896165959961791
