gene_id	GO.ID
Pver_g19785	unknown
Pver_g19786	GO:0008150;GO:0003674;GO:0005515;GO:0005575
Pver_g19788	GO:0007610;GO:0019953;GO:0030001;GO:0032501;GO:0042221;GO:0048522;GO:0005261;GO:0005515;GO:0005886;GO:0006811;GO:0055085;GO:0070588;GO:0005216;GO:0005262;GO:0016020;GO:0006810
Pver_g19793	GO:0048522;GO:0050790;GO:0051726;GO:0005515;GO:0005938;GO:0012505;GO:0016020;GO:0043231;GO:0072686
Pver_g19796	GO:0007049;GO:0050794;GO:0005515;GO:0005938;GO:0015630
Pver_g19802	GO:0001569;GO:0002548;GO:0006940;GO:0007030;GO:0007565;GO:0007568;GO:0010863;GO:0014068;GO:0014823;GO:0018108;GO:0030335;GO:0030522;GO:0032355;GO:0035924;GO:0036323;GO:0043406;GO:0043552;GO:0045471;GO:0045766;GO:0045792;GO:0046777;GO:0048597;GO:0048598;GO:0048661;GO:0060252;GO:0071456;GO:0090303;GO:0097421;GO:1901534;GO:1903671;GO:1904046;GO:1905563;GO:1990384;GO:0005021;GO:0005524;GO:0019838;GO:0036332;GO:0042802;GO:0005615;GO:0005634;GO:0005887;GO:0015629;GO:0043235;GO:0045177;GO:0006468;GO:0004672;GO:0004713;GO:0016301
Pver_g19803	GO:0006259;GO:0006974;GO:0051276;GO:0000166;GO:0004386
Pver_g19807	GO:0000132;GO:0007346;GO:0008277;GO:0031291;GO:0050790;GO:0051661;GO:0060236;GO:1904778;GO:1905832;GO:0001965;GO:0008022;GO:0019900;GO:0019904;GO:0042802;GO:0043621;GO:0070840;GO:0005813;GO:0005829;GO:0012505;GO:0016020;GO:0030496;GO:0032991;GO:0043231;GO:0097431;GO:0097575;GO:0005515
Pver_g19816	GO:0007275;GO:0010243;GO:0014070;GO:0015732;GO:0015747;GO:0032940;GO:0038183;GO:0042908;GO:0048661;GO:0060271;GO:0070730;GO:0071716;GO:0140115;GO:0001409;GO:0015132;GO:0015143;GO:0015431;GO:0015432;GO:0015562;GO:0022853;GO:0034634;GO:0016323;GO:0031088;GO:0098591;GO:0055085;GO:0005524;GO:0008559;GO:0140359;GO:0016021
Pver_g19818	GO:0000132;GO:0008277;GO:0031291;GO:0051661;GO:0060236;GO:1904778;GO:1905832;GO:0001965;GO:0005092;GO:0008022;GO:0019904;GO:0042802;GO:0043621;GO:0070840;GO:0005813;GO:0005829;GO:0012505;GO:0016020;GO:0032991;GO:0043231;GO:0097431;GO:0097575;GO:0005515
Pver_g19819	GO:0000132;GO:0007346;GO:0008277;GO:0031291;GO:0043087;GO:0044092;GO:0051661;GO:0060236;GO:1904778;GO:1905832;GO:0001965;GO:0005092;GO:0008022;GO:0019900;GO:0019904;GO:0042802;GO:0043621;GO:0070840;GO:0005783;GO:0005794;GO:0005813;GO:0005829;GO:0005886;GO:0030496;GO:0031090;GO:0032991;GO:0097431;GO:0097575;GO:0005515
Pver_g19820	GO:0000132;GO:0007346;GO:0008277;GO:0031291;GO:0050790;GO:0051661;GO:0060236;GO:1904778;GO:1905832;GO:0001965;GO:0008022;GO:0019900;GO:0019904;GO:0042802;GO:0043621;GO:0070840;GO:0005813;GO:0005829;GO:0012505;GO:0016020;GO:0030496;GO:0032991;GO:0043231;GO:0097431;GO:0097575;GO:0005515
Pver_g19842	unknown
Pver_g19843	unknown
Pver_g19848	GO:0005819
Pver_g19852	unknown
Pver_g19861	GO:0016567;GO:0017148;GO:0031047;GO:0005488;GO:0016740;GO:0003676;GO:0005515;GO:0016787;GO:0046872
Pver_g19864	unknown
Pver_g19869	GO:0003824;GO:0009987
Pver_g19870	GO:0005201;GO:0005509;GO:0016020
Pver_g19876	GO:0000122;GO:0030183;GO:0033151;GO:0035212;GO:1990245;GO:0030331;GO:1990244;GO:0001650;GO:0005654;GO:0008180;GO:0080008;GO:0016567
Pver_g19897	GO:0006259;GO:0004518;GO:0016740;GO:0003824
Pver_g19899	GO:0007154;GO:0007612;GO:0021782;GO:0021987;GO:0023052;GO:0031175;GO:0032989;GO:0034613;GO:0042552;GO:0050794;GO:0050896;GO:0099612;GO:0005515;GO:0005737;GO:0005887;GO:0012505;GO:0043025;GO:0043231;GO:0044304;GO:0045202;GO:0098590;GO:0071205
Pver_g19904	GO:0007155;GO:0007165;GO:0043304;GO:0071621;GO:0005515;GO:0035374;GO:0005576;GO:0005737;GO:0030054;GO:0031256;GO:0062023;GO:0005509
Pver_g19911	GO:0003824;GO:0005509;GO:0006278;GO:0042981;GO:0003964;GO:0016020;GO:0016021
Pver_g19934	GO:0006259;GO:0016779;GO:0016787;GO:0016021
Pver_g19937	GO:0006699;GO:0006707;GO:0036378;GO:0020037;GO:0030343;GO:0031073;GO:0047749;GO:0005739;GO:0016020;GO:0004497;GO:0005506;GO:0016705
Pver_g19961	GO:0050794;GO:0005515;GO:0005737;GO:0012505;GO:0015630;GO:0016020;GO:0043231
Pver_g19966	GO:0008277;GO:0043087;GO:0044092;GO:0001965;GO:0030695;GO:0005783;GO:0005794;GO:0005819;GO:0031090;GO:0071944;GO:0005515
Pver_g19968	GO:0000723;GO:0006281;GO:0006310;GO:0032508;GO:0003678;GO:0005524;GO:0016787
Pver_g19980	GO:0000132;GO:0031291;GO:0043087;GO:0044092;GO:0051661;GO:0060236;GO:1904778;GO:1905832;GO:0001965;GO:0005092;GO:0008022;GO:0019904;GO:0042802;GO:0043621;GO:0070840;GO:0005783;GO:0005794;GO:0005813;GO:0005829;GO:0005886;GO:0031090;GO:0032991;GO:0097431;GO:0097575;GO:0005515
Pver_g19988	GO:0001843;GO:0007411;GO:0008104;GO:0009952;GO:0031323;GO:0051171;GO:0060071;GO:0060255;GO:0060448;GO:0080090;GO:0005515;GO:0016020
Pver_g20009	GO:0007165;GO:0048522;GO:0051640;GO:0090224;GO:1902850;GO:0005515;GO:0030695;GO:0000922;GO:0005815;GO:0012505;GO:0016020;GO:0043231;GO:0072686;GO:0099738
Pver_g20010	GO:0006950;GO:0008152;GO:0009410;GO:0009725;GO:0010243;GO:0014070;GO:0015732;GO:0015747;GO:0015849;GO:0032501;GO:0032940;GO:0033993;GO:0034220;GO:0038183;GO:0042908;GO:0048661;GO:0060271;GO:0070730;GO:0071345;GO:0071716;GO:0098754;GO:0140115;GO:1901700;GO:0001409;GO:0005488;GO:0015132;GO:0015143;GO:0015431;GO:0015432;GO:0015562;GO:0022853;GO:0034634;GO:0016323;GO:0031088;GO:0098591;GO:0055085;GO:0005524;GO:0008559;GO:0140359;GO:0016021;GO:0000166;GO:0016020
Pver_g20012	GO:0008277;GO:0016239;GO:0034260;GO:1905098;GO:0001965;GO:0005092;GO:0000139;GO:0005789;GO:0005819;GO:0005886;GO:0005938;GO:0032991;GO:0005515
Pver_g20016	GO:0007165;GO:0005515;GO:0016757;GO:0016021
Pver_g20017	GO:0000132;GO:0008277;GO:0031291;GO:0043087;GO:0044092;GO:0051661;GO:0060236;GO:1904778;GO:1905832;GO:0001965;GO:0008022;GO:0019904;GO:0030695;GO:0042802;GO:0043621;GO:0070840;GO:0005783;GO:0005794;GO:0005813;GO:0005829;GO:0005886;GO:0031090;GO:0032991;GO:0097431;GO:0097575;GO:0005515
Pver_g20021	GO:0009888;GO:0032501;GO:0032535;GO:0048522;GO:0050896;GO:0110053;GO:0003779;GO:0043167;GO:0005737;GO:0005886;GO:0015629;GO:0043231;GO:0099512;GO:0120025;GO:0007010;GO:0051015
Pver_g20023	GO:0006954;GO:0007165;GO:0007186;GO:0007187;GO:0007197;GO:0007204;GO:0007268;GO:0008150;GO:0043408;GO:0098664;GO:0004930;GO:0004969;GO:0004993;GO:0016907;GO:0030594;GO:0005886;GO:0005887;GO:0016020;GO:0016021;GO:0030425;GO:0045202
Pver_g20028	GO:0010604;GO:0014067;GO:0031396;GO:0032088;GO:0032496;GO:0032687;GO:0032688;GO:0032691;GO:0032695;GO:0032715;GO:0032720;GO:0042110;GO:0043124;GO:0045824;GO:0048147;GO:0048522;GO:0048584;GO:0050680;GO:0050728;GO:1900016;GO:1900226;GO:1901223;GO:0036312;GO:0005829;GO:0034451;GO:0043231;GO:0048471;GO:0005515
Pver_g20031	GO:0007346;GO:0008277;GO:0016239;GO:0034260;GO:1905098;GO:0001965;GO:0005092;GO:0019900;GO:0000139;GO:0005789;GO:0005819;GO:0005886;GO:0005938;GO:0030496;GO:0032991;GO:0005515
Pver_g20035	GO:0015074;GO:0003676;GO:0008270
Pver_g20045	GO:0032467;GO:0003779;GO:0005737;GO:0015629;GO:0030496;GO:0032154;GO:0036449;GO:0051015
Pver_g20046	GO:0007519;GO:0032467;GO:0051693;GO:0043167;GO:0051015;GO:0005634;GO:0005829;GO:0015629;GO:0030496;GO:0032154;GO:0036449;GO:0043034
Pver_g20047	GO:0010811;GO:0005488;GO:0005576;GO:0016020;GO:0005509
Pver_g20055	unknown
Pver_g20056	GO:0048522;GO:0005488;GO:0005576;GO:0009897;GO:0019897;GO:0016020
Pver_g20067	unknown
Pver_g20079	GO:0007165;GO:0043087;GO:0044092;GO:0048522;GO:0051640;GO:0090224;GO:1902850;GO:0005515;GO:0030695;GO:0000922;GO:0005783;GO:0005794;GO:0005815;GO:0005886;GO:0031090;GO:0072686;GO:0099738
Pver_g20101	GO:0007346;GO:0008277;GO:0043087;GO:0044092;GO:0001965;GO:0019900;GO:0030695;GO:0005783;GO:0005794;GO:0030496;GO:0031090;GO:0071944;GO:0072686;GO:0005515
Pver_g20104	GO:0003676;GO:0008270;GO:0015074;GO:0046872
Pver_g20109	GO:0007165;GO:0005488;GO:0007186;GO:0004930;GO:0016021
Pver_g20145	unknown
Pver_g20150	GO:0007154;GO:0010033;GO:0015732;GO:0015865;GO:0023052;GO:0050794;GO:0055085;GO:0140352;GO:0008509;GO:0015216;GO:0140359;GO:1901682;GO:0016324;GO:0042908;GO:0005524;GO:0008559;GO:0016021;GO:0000166;GO:0016020
Pver_g20152	unknown
Pver_g20160	GO:0007165;GO:0048522;GO:0051640;GO:0090224;GO:1902850;GO:0005515;GO:0030695;GO:0000922;GO:0005815;GO:0072686;GO:0099738
Pver_g20177	GO:0000132;GO:0007346;GO:0008277;GO:0031291;GO:0050790;GO:0051661;GO:0060236;GO:1904778;GO:1905832;GO:0001965;GO:0005092;GO:0008022;GO:0019900;GO:0019904;GO:0042802;GO:0043621;GO:0070840;GO:0005813;GO:0005829;GO:0012505;GO:0016020;GO:0030496;GO:0032991;GO:0043231;GO:0097431;GO:0097575;GO:0005515
Pver_g20188	GO:0006928;GO:0007155;GO:0009617;GO:0009966;GO:0022603;GO:0032535;GO:0040017;GO:0048522;GO:0048523;GO:0048584;GO:0050920;GO:0051128;GO:0061564;GO:2000026;GO:0043394;GO:0005576;GO:0005604;GO:0005886;GO:0005938;GO:0030054;GO:0110165
Pver_g20193	GO:0046872
Pver_g2020	GO:0016020
Pver_g20215	GO:0001819;GO:0002699;GO:0002830;GO:0009617;GO:0009967;GO:0010557;GO:0031325;GO:0032268;GO:0032692;GO:0042325;GO:0043122;GO:0043281;GO:0044093;GO:0050728;GO:0051090;GO:0051173;GO:0060338;GO:1901222;GO:1901700;GO:1902532;GO:0003677;GO:0005515;GO:0005634;GO:0061702
Pver_g20218	GO:0006259;GO:0004518;GO:0016740
Pver_g20220	unknown
Pver_g20221	GO:0006364;GO:0008150;GO:0042254;GO:0000166;GO:0003676;GO:0003723;GO:0003724;GO:0004386;GO:0005524;GO:0016787;GO:0140603;GO:0005634;GO:0005730
Pver_g2023	unknown
Pver_g20230	GO:0006478;GO:0008476;GO:0016740;GO:0016020;GO:0016021;GO:0007186;GO:0004930
Pver_g20246	GO:0006310;GO:0015074;GO:0003677
Pver_g20260	GO:0016021
Pver_g20276	GO:0000132;GO:0007346;GO:0008277;GO:0031291;GO:0051661;GO:0060236;GO:1904778;GO:1905832;GO:0001965;GO:0005092;GO:0008022;GO:0019900;GO:0019904;GO:0042802;GO:0043621;GO:0070840;GO:0005813;GO:0005829;GO:0012505;GO:0016020;GO:0030496;GO:0032991;GO:0043231;GO:0097431;GO:0097575;GO:0005515
Pver_g20282	GO:0016021
Pver_g20302	unknown
Pver_g20309	GO:0008270
Pver_g20318	GO:0090304;GO:0003676;GO:0003824;GO:0015074
Pver_g20321	GO:0000132;GO:0031291;GO:0043087;GO:0044092;GO:0051661;GO:0060236;GO:1904778;GO:1905832;GO:0001965;GO:0005092;GO:0008022;GO:0019904;GO:0042802;GO:0043621;GO:0070840;GO:0005783;GO:0005794;GO:0005813;GO:0005829;GO:0005886;GO:0031090;GO:0032991;GO:0097431;GO:0097575;GO:0005515
Pver_g20326	unknown
Pver_g20336	GO:0007283;GO:0008285;GO:0010629;GO:0030154;GO:0033140;GO:0042532;GO:0060716;GO:0061099;GO:0005515;GO:0005634;GO:0031410
Pver_g20340	GO:0001822;GO:0002009;GO:0007368;GO:0007507;GO:0009887;GO:0016043;GO:0030111;GO:0035295;GO:0048598;GO:0050793;GO:0005929;GO:0006996;GO:0005515
Pver_g20354	GO:0005488;GO:0003676
Pver_g20368	GO:0090304;GO:0016787;GO:0015074;GO:0003676
Pver_g20369	GO:0015074;GO:0003676;GO:0008270;GO:0006508;GO:0004190
Pver_g20375	GO:0000132;GO:0007186;GO:0007346;GO:0031291;GO:0050790;GO:0051661;GO:0060236;GO:1904778;GO:1905832;GO:0008022;GO:0019900;GO:0019904;GO:0030695;GO:0042802;GO:0043621;GO:0070840;GO:0005813;GO:0005829;GO:0012505;GO:0016020;GO:0030496;GO:0032991;GO:0043231;GO:0097431;GO:0097575;GO:0005515
Pver_g20382	GO:0000132;GO:0031291;GO:0051661;GO:0060236;GO:1904778;GO:1905832;GO:0008022;GO:0019904;GO:0030695;GO:0042802;GO:0043621;GO:0070840;GO:0005813;GO:0005829;GO:0012505;GO:0016020;GO:0032991;GO:0043231;GO:0097431;GO:0097575;GO:0005515
Pver_g20412	GO:0007165;GO:0043087;GO:0044092;GO:0048522;GO:0051640;GO:0090224;GO:1902850;GO:0005515;GO:0030695;GO:0000922;GO:0005783;GO:0005794;GO:0005815;GO:0005886;GO:0031090;GO:0072686;GO:0099738
Pver_g20418	GO:0006807;GO:0043170;GO:0044238;GO:0016787;GO:0003676
Pver_g20424	GO:0007165;GO:0048522;GO:0051640;GO:0090224;GO:1902850;GO:0005515;GO:0030695;GO:0000922;GO:0005815;GO:0012505;GO:0016020;GO:0043231;GO:0072686;GO:0099738;GO:0016021
Pver_g20466	GO:0035556;GO:0042981
Pver_g20482	GO:0006259;GO:0004518;GO:0005488;GO:0140097
Pver_g20517	GO:0090305;GO:0003677;GO:0004527;GO:0008270;GO:0030430;GO:0042025
Pver_g20525	unknown
Pver_g20555	unknown
Pver_g20576	GO:0015074;GO:0003676;GO:0008270;GO:0046872
Pver_g20578	GO:0007165;GO:0043087;GO:0044092;GO:0048522;GO:0051640;GO:0090224;GO:1902850;GO:0005515;GO:0030695;GO:0000922;GO:0005783;GO:0005794;GO:0005815;GO:0005886;GO:0031090;GO:0072686;GO:0099738
Pver_g20590	GO:0003677;GO:0046872;GO:0016021
Pver_g20594	unknown
Pver_g20600	unknown
Pver_g20602	GO:0006355;GO:0008150;GO:0015074;GO:0016925;GO:0045787;GO:0050679;GO:0003674;GO:0003676;GO:0016740;GO:0046872;GO:0046983;GO:0061665;GO:0005575;GO:0005634;GO:0005737;GO:0016020;GO:0016021
Pver_g20607	GO:0043087;GO:0044092;GO:0050794;GO:0005515;GO:0030695;GO:0005783;GO:0005794;GO:0005819;GO:0031090;GO:0071944
Pver_g20614	GO:0000132;GO:0008277;GO:0031291;GO:0050790;GO:0051661;GO:0060236;GO:1904778;GO:1905832;GO:0001965;GO:0005092;GO:0008022;GO:0019904;GO:0042802;GO:0043621;GO:0070840;GO:0005813;GO:0005829;GO:0012505;GO:0016020;GO:0032991;GO:0043231;GO:0097431;GO:0097575;GO:0005515
Pver_g20621	GO:0000132;GO:0007346;GO:0008277;GO:0031291;GO:0050790;GO:0051661;GO:0060236;GO:1904778;GO:1905832;GO:0001965;GO:0005092;GO:0008022;GO:0019900;GO:0019904;GO:0042802;GO:0043621;GO:0070840;GO:0005813;GO:0005829;GO:0012505;GO:0016020;GO:0030496;GO:0032991;GO:0043231;GO:0097431;GO:0097575;GO:0005515
Pver_g20632	GO:0050794;GO:0005515;GO:0005737;GO:0005819;GO:0012505;GO:0016020;GO:0043231
Pver_g20642	unknown
Pver_g20645	GO:0007165;GO:0048522;GO:0050790;GO:0051640;GO:0090224;GO:1902850;GO:0005515;GO:0030695;GO:0000922;GO:0005815;GO:0012505;GO:0016020;GO:0043231;GO:0072686;GO:0099738
Pver_g20655	unknown
Pver_g20659	GO:0000132;GO:0008277;GO:0031291;GO:0050790;GO:0051661;GO:0060236;GO:1904778;GO:1905832;GO:0001965;GO:0005092;GO:0008022;GO:0019904;GO:0042802;GO:0043621;GO:0070840;GO:0005813;GO:0005829;GO:0012505;GO:0016020;GO:0032991;GO:0043231;GO:0097431;GO:0097575;GO:0005515
Pver_g20679	GO:0016310;GO:0000166;GO:0016301
Pver_g20684	unknown
Pver_g20685	GO:0000132;GO:0007346;GO:0008277;GO:0031291;GO:0050790;GO:0051661;GO:0060236;GO:1904778;GO:1905832;GO:0001965;GO:0005092;GO:0008022;GO:0019900;GO:0019904;GO:0042802;GO:0043621;GO:0070840;GO:0005813;GO:0005829;GO:0012505;GO:0016020;GO:0030496;GO:0032991;GO:0043231;GO:0097431;GO:0097575;GO:0005515
Pver_g20688	GO:0000132;GO:0007346;GO:0008277;GO:0031291;GO:0050790;GO:0051661;GO:0060236;GO:1904778;GO:1905832;GO:0001965;GO:0005092;GO:0008022;GO:0019900;GO:0019904;GO:0042802;GO:0043621;GO:0070840;GO:0005813;GO:0005829;GO:0012505;GO:0016020;GO:0030496;GO:0032991;GO:0043231;GO:0097431;GO:0097575;GO:0005515
Pver_g20694	GO:0006417;GO:0035195;GO:0051248;GO:0051254;GO:0090501;GO:2000113;GO:0003723;GO:0005515;GO:0016891;GO:0005737;GO:0043227;GO:0043229;GO:1990904;GO:0003676
Pver_g20697	GO:0006807;GO:0043170;GO:0044238;GO:0003824;GO:0015074;GO:0003676
Pver_g20718	GO:0048522;GO:0051726;GO:0005515;GO:0005938;GO:0016020;GO:0043231;GO:0072686
Pver_g20746	GO:0042981;GO:0002020;GO:0070513
Pver_g20750	unknown
Pver_g20776	GO:0061400;GO:0003700;GO:0008270;GO:0016021
Pver_g20799	GO:0000132;GO:0007186;GO:0007346;GO:0016239;GO:0031291;GO:0034260;GO:0051661;GO:0060236;GO:1904778;GO:1905098;GO:1905832;GO:0001965;GO:0005092;GO:0008022;GO:0019900;GO:0019904;GO:0042802;GO:0043621;GO:0070840;GO:0000139;GO:0005789;GO:0005813;GO:0005829;GO:0005886;GO:0030496;GO:0032991;GO:0097431;GO:0097575;GO:0005515
Pver_g20827	GO:0003824;GO:0005634;GO:0005737;GO:0006278;GO:0003964
Pver_g20831	GO:0000132;GO:0007346;GO:0008277;GO:0031291;GO:0050790;GO:0051661;GO:0060236;GO:1904778;GO:1905832;GO:0001965;GO:0005092;GO:0008022;GO:0019900;GO:0019904;GO:0042802;GO:0043621;GO:0070840;GO:0005813;GO:0005829;GO:0012505;GO:0016020;GO:0030496;GO:0032991;GO:0043231;GO:0097431;GO:0097575;GO:0005515
Pver_g20841	GO:0097159;GO:1901363;GO:0003676;GO:0003724;GO:0005524;GO:0000166;GO:0004386;GO:0016787
Pver_g20848	GO:0000132;GO:0007346;GO:0008277;GO:0031291;GO:0050790;GO:0051661;GO:0060236;GO:1904778;GO:1905832;GO:0001965;GO:0005092;GO:0008022;GO:0019900;GO:0019904;GO:0042802;GO:0043621;GO:0070840;GO:0005813;GO:0005829;GO:0012505;GO:0016020;GO:0030496;GO:0032991;GO:0043231;GO:0097431;GO:0097575;GO:0005515
Pver_g20850	unknown
Pver_g20852	GO:0110165;GO:0005515
Pver_g20853	GO:0000132;GO:0007346;GO:0008277;GO:0031291;GO:0043087;GO:0044092;GO:0051661;GO:0060236;GO:1904778;GO:1905832;GO:0001965;GO:0005092;GO:0008022;GO:0019900;GO:0019904;GO:0042802;GO:0043621;GO:0070840;GO:0005783;GO:0005794;GO:0005813;GO:0005829;GO:0005886;GO:0030496;GO:0031090;GO:0032991;GO:0097431;GO:0097575;GO:0005515
Pver_g20856	GO:0002576;GO:0006855;GO:0006979;GO:0010243;GO:0014070;GO:0015732;GO:0015747;GO:0015911;GO:0030335;GO:0033700;GO:0034204;GO:0034775;GO:0038183;GO:0048661;GO:0060271;GO:0060326;GO:0070730;GO:0071716;GO:0150104;GO:1901215;GO:1990961;GO:0001409;GO:0005324;GO:0008559;GO:0015132;GO:0015143;GO:0015431;GO:0015432;GO:0015562;GO:0015662;GO:0034634;GO:0043225;GO:0005887;GO:0016323;GO:0031088;GO:0098591;GO:0042908;GO:0005524;GO:0016021
Pver_g20872	GO:0090304;GO:0016787;GO:0015074;GO:0003676
Pver_g20876	GO:0005488;GO:0005622;GO:0016020;GO:0043226;GO:0035091
Pver_g20877	GO:0001822;GO:0003143;GO:0048523;GO:0060026;GO:0060271;GO:0061371;GO:0071907;GO:2000095;GO:0005929;GO:0005515
Pver_g20887	GO:0015074;GO:0003676
Pver_g20888	GO:0007165;GO:0048522;GO:0051640;GO:0090224;GO:1902850;GO:0005515;GO:0000922;GO:0005815;GO:0012505;GO:0016020;GO:0043231;GO:0072686;GO:0099738
Pver_g20891	GO:0001818;GO:0001819;GO:0002699;GO:0009968;GO:0010033;GO:0010556;GO:0031323;GO:0048522;GO:0050727;GO:0050778;GO:0051246;GO:0051707;GO:0065009;GO:1902531;GO:0005488;GO:0005737;GO:0043231;GO:0005515
Pver_g20908	GO:0046872
Pver_g20911	GO:0042981;GO:0046872
Pver_g20921	GO:0001764;GO:0001932;GO:0007413;GO:0032880;GO:0036514;GO:0036515;GO:0060271;GO:0097264;GO:1904938;GO:0004175;GO:0005488;GO:0016020;GO:0007166;GO:0007186;GO:0004888;GO:0004930;GO:0016021
Pver_g20924	GO:0006807;GO:0043170;GO:0044238;GO:0016787;GO:0003676
Pver_g20947	GO:0000132;GO:0007346;GO:0008277;GO:0031291;GO:0050790;GO:0051661;GO:0060236;GO:1904778;GO:1905832;GO:0001965;GO:0005092;GO:0008022;GO:0019900;GO:0019904;GO:0042802;GO:0043621;GO:0070840;GO:0005813;GO:0005829;GO:0012505;GO:0016020;GO:0030496;GO:0032991;GO:0043231;GO:0097431;GO:0097575;GO:0005515
Pver_g20963	GO:0007165;GO:0043087;GO:0044092;GO:0048522;GO:0051640;GO:0090224;GO:1902850;GO:0005515;GO:0030695;GO:0000922;GO:0005783;GO:0005794;GO:0005815;GO:0005886;GO:0031090;GO:0072686;GO:0099738
Pver_g20966	GO:0018108;GO:0004713;GO:0005524
Pver_g20968	unknown
Pver_g2099	GO:0050794;GO:0005515;GO:0005737;GO:0005819;GO:0012505;GO:0016020;GO:0043231
Pver_g20993	GO:0007165;GO:0043087;GO:0044092;GO:0048522;GO:0051640;GO:0090224;GO:1902850;GO:0005515;GO:0030695;GO:0000922;GO:0005783;GO:0005794;GO:0005815;GO:0005886;GO:0031090;GO:0072686;GO:0099738
Pver_g20998	GO:0007155;GO:0007411;GO:0005886
Pver_g21002	GO:0045087;GO:0051607;GO:0051879;GO:0005634;GO:0005794;GO:0005829;GO:0101031;GO:0005515
Pver_g21006	GO:0007173;GO:0007519;GO:0008360;GO:0009617;GO:0010634;GO:0032233;GO:0032467;GO:0035729;GO:0051014;GO:0051016;GO:0051125;GO:0060327;GO:0061041;GO:0071364;GO:2000392;GO:0005509;GO:0005546;GO:0035727;GO:0042803;GO:0043027;GO:0051015;GO:0001726;GO:0005634;GO:0005829;GO:0005902;GO:0012505;GO:0030027;GO:0030496;GO:0032154;GO:0032432;GO:0032433;GO:0036449;GO:0043034;GO:0007010;GO:0003779
Pver_g21010	GO:0007165;GO:0043087;GO:0044092;GO:0048522;GO:0051640;GO:0090224;GO:1902850;GO:0005515;GO:0030695;GO:0000922;GO:0005783;GO:0005794;GO:0005815;GO:0005886;GO:0031090;GO:0072686;GO:0099738
Pver_g2102	GO:0016020
Pver_g21024	GO:0005739;GO:0005743;GO:0016021
Pver_g21032	GO:0003676;GO:0015074
Pver_g21043	GO:0008270
Pver_g21045	GO:0005819
Pver_g21059	GO:0006814;GO:0007606;GO:0009268;GO:0009581;GO:0009582;GO:0034220;GO:0042221;GO:0050906;GO:0015280;GO:0005737;GO:0005886;GO:0016021;GO:0005272;GO:0016020
Pver_g21078	GO:0000132;GO:0007346;GO:0008277;GO:0031291;GO:0050790;GO:0051661;GO:0060236;GO:1904778;GO:1905832;GO:0001965;GO:0005092;GO:0008022;GO:0019900;GO:0019904;GO:0042802;GO:0043621;GO:0070840;GO:0005813;GO:0005829;GO:0012505;GO:0016020;GO:0030496;GO:0032991;GO:0043231;GO:0097431;GO:0097575;GO:0005515
Pver_g21082	GO:0043087;GO:0044092;GO:0050794;GO:0005515;GO:0030695;GO:0005783;GO:0005794;GO:0005819;GO:0031090;GO:0071944
Pver_g21087	unknown
Pver_g21096	GO:0003676
Pver_g21102	GO:0000132;GO:0007346;GO:0008277;GO:0031291;GO:0050790;GO:0051661;GO:0060236;GO:1904778;GO:1905832;GO:0001965;GO:0005092;GO:0008022;GO:0019900;GO:0019904;GO:0042802;GO:0043621;GO:0070840;GO:0005813;GO:0005829;GO:0012505;GO:0016020;GO:0030496;GO:0032991;GO:0043231;GO:0097431;GO:0097575;GO:0005515
Pver_g21122	GO:0003676;GO:0008270
Pver_g21123	GO:0016020
Pver_g21126	GO:0007165;GO:0048522;GO:0051640;GO:0090224;GO:1902850;GO:0005515;GO:0000922;GO:0005815;GO:0012505;GO:0016020;GO:0043231;GO:0072686;GO:0099738
Pver_g21134	GO:0015074;GO:0003676
Pver_g21136	unknown
Pver_g21139	GO:0090304;GO:0004518;GO:0016740;GO:0097159;GO:0140640;GO:1901363;GO:0005634
Pver_g21143	GO:0007165;GO:0048522;GO:0051640;GO:0090224;GO:1902850;GO:0005515;GO:0030695;GO:0000922;GO:0005815;GO:0012505;GO:0016020;GO:0043231;GO:0072686;GO:0099738
Pver_g21162	unknown
Pver_g21165	unknown
Pver_g21166	GO:0003824
Pver_g21180	GO:0016310;GO:0003951;GO:0005488
Pver_g21183	GO:0000132;GO:0031291;GO:0043087;GO:0044092;GO:0051661;GO:0060236;GO:1904778;GO:1905832;GO:0008022;GO:0019904;GO:0030695;GO:0042802;GO:0043621;GO:0070840;GO:0005783;GO:0005794;GO:0005813;GO:0005829;GO:0005886;GO:0031090;GO:0032991;GO:0097431;GO:0097575;GO:0005515
Pver_g21194	GO:0005819
Pver_g21208	GO:0007165;GO:0048522;GO:0051640;GO:0090224;GO:1902850;GO:0005515;GO:0030695;GO:0000922;GO:0005815;GO:0016020;GO:0072686;GO:0099738
Pver_g21220	GO:0000132;GO:0007346;GO:0016239;GO:0031291;GO:0034260;GO:0051661;GO:0060236;GO:1904778;GO:1905098;GO:1905832;GO:0001965;GO:0005092;GO:0008022;GO:0019900;GO:0019904;GO:0042802;GO:0043621;GO:0070840;GO:0000139;GO:0005789;GO:0005813;GO:0005829;GO:0005886;GO:0030496;GO:0032991;GO:0097431;GO:0097575;GO:0005515
Pver_g21235	GO:0090304;GO:0016787;GO:0097159;GO:1901363;GO:0005622;GO:0015074;GO:0003676
Pver_g21249	GO:0006310;GO:0015074;GO:0003677
Pver_g21254	GO:0016021
Pver_g21262	GO:0003676
Pver_g21264	GO:0007165;GO:0048522;GO:0051640;GO:0090224;GO:1902850;GO:0005515;GO:0030695;GO:0000922;GO:0005815;GO:0012505;GO:0016020;GO:0043231;GO:0072686;GO:0099738
Pver_g21284	unknown
Pver_g21294	unknown
