"","slim_term","slim_cat","category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology","genes"
"71","DNA binding","GO:0003677","GO:0000978",0.0305702104973589,0.991853735517147,5,206,"RNA polymerase II cis-regulatory region sequence-specific DNA binding","MF","Pver_gene_g13, Pver_gene_g166, Pver_gene_g172, Pver_gene_g275, Pver_gene_g420, Pver_gene_g465, Pver_gene_g539, Pver_gene_g580, Pver_gene_g822, Pver_gene_g825, Pver_gene_g1161, Pver_gene_g1518, Pver_gene_g1539, Pver_gene_g1864, Pver_gene_g1868, Pver_gene_g2301, Pver_gene_g2439, Pver_gene_g2467, Pver_gene_g2510, Pver_gene_g2680, Pver_gene_g2746, Pver_gene_g2776, Pver_gene_g2874, Pver_gene_g2875, Pver_gene_g3152, Pver_gene_g3161, Pver_gene_g3246, Pver_gene_g3383, Pver_gene_g3648, Pver_gene_g3666, Pver_gene_g3838, Pver_gene_g3839, Pver_gene_g3968, Pver_gene_g3996, Pver_gene_g4020, Pver_gene_g4022, Pver_gene_g4023, Pver_gene_g4278, Pver_gene_g4532, Pver_gene_g4579, Pver_gene_g4606, Pver_gene_g4749, Pver_gene_g4963, Pver_gene_g5174, Pver_gene_g5197, Pver_gene_g5269, Pver_gene_g5341, Pver_gene_g5342, Pver_gene_g5420, Pver_gene_g5500, Pver_gene_g5600, Pver_gene_g5601, Pver_gene_g5715, Pver_gene_g5739, Pver_gene_g5740, Pver_gene_g5865, Pver_gene_g6015, Pver_gene_g6176, Pver_gene_g6263, Pver_gene_g6264, Pver_gene_g6275, Pver_gene_g6369, Pver_gene_g6579, Pver_gene_g6609, Pver_gene_g6693, Pver_gene_g6714, Pver_gene_g6715, Pver_gene_g6800, Pver_gene_g6841, Pver_gene_g6974, Pver_gene_g7283, Pver_gene_g7339, Pver_gene_g7424, Pver_gene_g7429, Pver_gene_g7535, Pver_gene_g7607, Pver_gene_g7824, Pver_gene_g7826, Pver_gene_g7827, Pver_gene_g7847, Pver_gene_g7938, Pver_gene_g8164, Pver_gene_g8412, Pver_gene_g8550, Pver_gene_g8671, Pver_gene_g8688, Pver_gene_g8718, Pver_gene_g8798, Pver_gene_g8815, Pver_gene_g8889, Pver_gene_g8960, Pver_gene_g8991, Pver_gene_g8992, Pver_gene_g8993, Pver_gene_g9111, Pver_gene_g9248, Pver_gene_g9252, Pver_gene_g9329, Pver_gene_g9444, Pver_gene_g9667, Pver_gene_g9715, Pver_gene_g9773, Pver_gene_g10031, Pver_gene_g10195, Pver_gene_g10255, Pver_gene_g10259, Pver_gene_g10454, Pver_gene_g10772, Pver_gene_g10930, Pver_gene_g10963, Pver_gene_g11093, Pver_gene_g11467, Pver_gene_g11471, Pver_gene_g11629, Pver_gene_g11754, Pver_gene_g11801, Pver_gene_g11937, Pver_gene_g12012, Pver_gene_g12044, Pver_gene_g12218, Pver_gene_g12219, Pver_gene_g12371, Pver_gene_g12391, Pver_gene_g12407, Pver_gene_g12554, Pver_gene_g12569, Pver_gene_g12775, Pver_gene_g12924, Pver_gene_g12949, Pver_gene_g13472, Pver_gene_g13933, Pver_gene_g13942, Pver_gene_g14034, Pver_gene_g14064, Pver_gene_g14065, Pver_gene_g14173, Pver_gene_g14392, Pver_gene_g14590, Pver_gene_g14627, Pver_gene_g14731, Pver_gene_g14785, Pver_gene_g15051, Pver_gene_g15185, Pver_gene_g15449, Pver_gene_g15527, Pver_gene_g15602, Pver_gene_g15642, Pver_gene_g15643, Pver_gene_g15678, Pver_gene_g15836, Pver_gene_g15902, Pver_gene_g15903, Pver_gene_g15974, Pver_gene_g15977, Pver_gene_g16237, Pver_gene_g16446, Pver_gene_g16549, Pver_gene_g16604, Pver_gene_g16744, Pver_gene_g16894, Pver_gene_g17020, Pver_gene_g17021, Pver_gene_g17022, Pver_gene_g17180, Pver_gene_g17708, Pver_gene_g17800, Pver_gene_g17855, Pver_gene_g18502, Pver_gene_g18905, Pver_gene_g19147, Pver_gene_g19276, Pver_gene_g19973, Pver_gene_g20205, Pver_gene_g20215, Pver_gene_g20521, Pver_gene_g20770, Pver_gene_g20849, Pver_gene_g20936, Pver_gene_g20956, Pver_gene_g21320, Pver_gene_g21343, Pver_gene_g21790, Pver_gene_g21964, Pver_gene_g22092, Pver_gene_g22132, Pver_gene_g22174, Pver_gene_g22261, Pver_gene_g22646, Pver_gene_g22958, Pver_gene_g23114, Pver_gene_g23329, Pver_gene_g24398, Pver_gene_g25687, Pver_gene_g25770, Pver_gene_g25772, Pver_gene_g25774, Pver_gene_g25803, Pver_gene_g25808, Pver_gene_g25858, Pver_gene_g26005, Pver_gene_g26094, Pver_gene_g26105, Pver_gene_g26194, Pver_novel_gene_26_5de57afd, Pver_novel_gene_170_5de57afd, Pver_novel_gene_816_5de57afd"
"72","DNA binding","GO:0003677","GO:0043565",0.0296545075388627,0.989931988840761,7,367,"sequence-specific DNA binding","MF","Pver_gene_g275, Pver_gene_g276, Pver_gene_g381, Pver_gene_g420, Pver_gene_g446, Pver_gene_g465, Pver_gene_g580, Pver_gene_g724, Pver_gene_g764, Pver_gene_g824, Pver_gene_g872, Pver_gene_g882, Pver_gene_g898, Pver_gene_g991, Pver_gene_g1011, Pver_gene_g1115, Pver_gene_g1137, Pver_gene_g1192, Pver_gene_g1193, Pver_gene_g1270, Pver_gene_g1279, Pver_gene_g1383, Pver_gene_g1467, Pver_gene_g1515, Pver_gene_g1516, Pver_gene_g1517, Pver_gene_g1519, Pver_gene_g1542, Pver_gene_g1546, Pver_gene_g1547, Pver_gene_g1584, Pver_gene_g1802, Pver_gene_g1803, Pver_gene_g1804, Pver_gene_g1864, Pver_gene_g1884, Pver_gene_g2058, Pver_gene_g2069, Pver_gene_g2231, Pver_gene_g2249, Pver_gene_g2250, Pver_gene_g2301, Pver_gene_g2439, Pver_gene_g2449, Pver_gene_g2467, Pver_gene_g2479, Pver_gene_g2481, Pver_gene_g2482, Pver_gene_g2483, Pver_gene_g2484, Pver_gene_g2485, Pver_gene_g2486, Pver_gene_g2488, Pver_gene_g2680, Pver_gene_g2746, Pver_gene_g2783, Pver_gene_g2842, Pver_gene_g2884, Pver_gene_g3121, Pver_gene_g3122, Pver_gene_g3246, Pver_gene_g3333, Pver_gene_g3386, Pver_gene_g3389, Pver_gene_g3666, Pver_gene_g3774, Pver_gene_g3837, Pver_gene_g3838, Pver_gene_g3839, Pver_gene_g3993, Pver_gene_g3997, Pver_gene_g3998, Pver_gene_g4010, Pver_gene_g4011, Pver_gene_g4013, Pver_gene_g4021, Pver_gene_g4140, Pver_gene_g4278, Pver_gene_g4317, Pver_gene_g4378, Pver_gene_g4385, Pver_gene_g4391, Pver_gene_g4440, Pver_gene_g4453, Pver_gene_g4522, Pver_gene_g4564, Pver_gene_g4606, Pver_gene_g4649, Pver_gene_g4684, Pver_gene_g4749, Pver_gene_g4763, Pver_gene_g4764, Pver_gene_g4765, Pver_gene_g4766, Pver_gene_g4767, Pver_gene_g4768, Pver_gene_g4769, Pver_gene_g4770, Pver_gene_g4771, Pver_gene_g4806, Pver_gene_g4953, Pver_gene_g4963, Pver_gene_g5054, Pver_gene_g5072, Pver_gene_g5174, Pver_gene_g5178, Pver_gene_g5201, Pver_gene_g5234, Pver_gene_g5269, Pver_gene_g5312, Pver_gene_g5341, Pver_gene_g5342, Pver_gene_g5466, Pver_gene_g5500, Pver_gene_g5599, Pver_gene_g5600, Pver_gene_g5601, Pver_gene_g5603, Pver_gene_g5666, Pver_gene_g5715, Pver_gene_g5740, Pver_gene_g5865, Pver_gene_g5921, Pver_gene_g5926, Pver_gene_g5928, Pver_gene_g6057, Pver_gene_g6236, Pver_gene_g6263, Pver_gene_g6275, Pver_gene_g6282, Pver_gene_g6522, Pver_gene_g6537, Pver_gene_g6578, Pver_gene_g6579, Pver_gene_g6634, Pver_gene_g6713, Pver_gene_g6727, Pver_gene_g6770, Pver_gene_g6772, Pver_gene_g6871, Pver_gene_g6917, Pver_gene_g7384, Pver_gene_g7385, Pver_gene_g7386, Pver_gene_g7420, Pver_gene_g7471, Pver_gene_g7585, Pver_gene_g7711, Pver_gene_g7746, Pver_gene_g7785, Pver_gene_g7826, Pver_gene_g7827, Pver_gene_g7847, Pver_gene_g7936, Pver_gene_g7937, Pver_gene_g7953, Pver_gene_g7994, Pver_gene_g7995, Pver_gene_g8304, Pver_gene_g8441, Pver_gene_g8541, Pver_gene_g8688, Pver_gene_g8696, Pver_gene_g8815, Pver_gene_g8994, Pver_gene_g9165, Pver_gene_g9250, Pver_gene_g9329, Pver_gene_g9358, Pver_gene_g9469, Pver_gene_g9644, Pver_gene_g9701, Pver_gene_g9754, Pver_gene_g9773, Pver_gene_g9788, Pver_gene_g9942, Pver_gene_g9943, Pver_gene_g9947, Pver_gene_g9999, Pver_gene_g10027, Pver_gene_g10028, Pver_gene_g10029, Pver_gene_g10063, Pver_gene_g10255, Pver_gene_g10259, Pver_gene_g10316, Pver_gene_g10445, Pver_gene_g10761, Pver_gene_g10762, Pver_gene_g10963, Pver_gene_g11029, Pver_gene_g11032, Pver_gene_g11162, Pver_gene_g11242, Pver_gene_g11341, Pver_gene_g11467, Pver_gene_g11471, Pver_gene_g11513, Pver_gene_g11630, Pver_gene_g11723, Pver_gene_g11801, Pver_gene_g12194, Pver_gene_g12233, Pver_gene_g12359, Pver_gene_g12371, Pver_gene_g12373, Pver_gene_g12379, Pver_gene_g12554, Pver_gene_g12775, Pver_gene_g12933, Pver_gene_g12951, Pver_gene_g12974, Pver_gene_g13047, Pver_gene_g13063, Pver_gene_g13261, Pver_gene_g13282, Pver_gene_g13284, Pver_gene_g13405, Pver_gene_g13406, Pver_gene_g13472, Pver_gene_g13572, Pver_gene_g13689, Pver_gene_g13761, Pver_gene_g13763, Pver_gene_g13870, Pver_gene_g13881, Pver_gene_g14173, Pver_gene_g14243, Pver_gene_g14293, Pver_gene_g14294, Pver_gene_g14308, Pver_gene_g14627, Pver_gene_g14731, Pver_gene_g14741, Pver_gene_g14823, Pver_gene_g14936, Pver_gene_g14993, Pver_gene_g14994, Pver_gene_g14995, Pver_gene_g14996, Pver_gene_g15016, Pver_gene_g15185, Pver_gene_g15240, Pver_gene_g15602, Pver_gene_g15701, Pver_gene_g15706, Pver_gene_g15722, Pver_gene_g15743, Pver_gene_g15811, Pver_gene_g15822, Pver_gene_g15873, Pver_gene_g15902, Pver_gene_g15903, Pver_gene_g15904, Pver_gene_g15905, Pver_gene_g15976, Pver_gene_g16108, Pver_gene_g16237, Pver_gene_g16278, Pver_gene_g16279, Pver_gene_g16478, Pver_gene_g16530, Pver_gene_g16549, Pver_gene_g16604, Pver_gene_g16722, Pver_gene_g16736, Pver_gene_g16743, Pver_gene_g16744, Pver_gene_g16770, Pver_gene_g16772, Pver_gene_g16873, Pver_gene_g16894, Pver_gene_g16933, Pver_gene_g17020, Pver_gene_g17021, Pver_gene_g17022, Pver_gene_g17023, Pver_gene_g17154, Pver_gene_g17174, Pver_gene_g17180, Pver_gene_g17233, Pver_gene_g17601, Pver_gene_g17602, Pver_gene_g17637, Pver_gene_g17667, Pver_gene_g17673, Pver_gene_g17716, Pver_gene_g18026, Pver_gene_g18240, Pver_gene_g18672, Pver_gene_g18906, Pver_gene_g18943, Pver_gene_g19147, Pver_gene_g19320, Pver_gene_g19365, Pver_gene_g19619, Pver_gene_g19620, Pver_gene_g19725, Pver_gene_g19780, Pver_gene_g20074, Pver_gene_g20333, Pver_gene_g20415, Pver_gene_g20480, Pver_gene_g20764, Pver_gene_g20777, Pver_gene_g20796, Pver_gene_g20818, Pver_gene_g20932, Pver_gene_g20962, Pver_gene_g21380, Pver_gene_g21397, Pver_gene_g21501, Pver_gene_g21654, Pver_gene_g21728, Pver_gene_g21744, Pver_gene_g21827, Pver_gene_g21974, Pver_gene_g22048, Pver_gene_g22068, Pver_gene_g22104, Pver_gene_g22164, Pver_gene_g22224, Pver_gene_g22232, Pver_gene_g22323, Pver_gene_g22324, Pver_gene_g22365, Pver_gene_g22546, Pver_gene_g22646, Pver_gene_g22662, Pver_gene_g22765, Pver_gene_g22800, Pver_gene_g22990, Pver_gene_g23024, Pver_gene_g23145, Pver_gene_g23148, Pver_gene_g23149, Pver_gene_g23331, Pver_gene_g23333, Pver_gene_g23457, Pver_gene_g23527, Pver_gene_g23535, Pver_gene_g23562, Pver_gene_g23617, Pver_gene_g23618, Pver_gene_g23669, Pver_gene_g23727, Pver_gene_g23952, Pver_gene_g24019, Pver_gene_g24077, Pver_gene_g24472, Pver_gene_g24514, Pver_gene_g25505, Pver_gene_g25803, Pver_gene_g25819, Pver_gene_g25884, Pver_gene_g26009, Pver_gene_g26094, Pver_gene_g26114, Pver_gene_g26225, Pver_gene_g26410, Pver_gene_g26412, Pver_gene_g26683, Pver_novel_gene_26_5de57afd, Pver_novel_gene_126_5de57afd, Pver_novel_gene_474_5de57afd, Pver_novel_gene_534_5de57afd, Pver_novel_gene_632_5de57afd"
"73","DNA binding","GO:0003677","GO:0098847",0.0101457628447707,1,1,1,"sequence-specific single stranded DNA binding","MF","Pver_gene_g16604"
"74","DNA-binding transcription factor ac...","GO:0003700","GO:0000981",0.0497757897795979,0.984869772753636,5,245,"DNA-binding transcription factor activity, RNA polymerase II-specific","MF","Pver_gene_g166, Pver_gene_g275, Pver_gene_g332, Pver_gene_g398, Pver_gene_g465, Pver_gene_g580, Pver_gene_g615, Pver_gene_g617, Pver_gene_g622, Pver_gene_g629, Pver_gene_g713, Pver_gene_g724, Pver_gene_g764, Pver_gene_g944, Pver_gene_g1023, Pver_gene_g1467, Pver_gene_g1513, Pver_gene_g1546, Pver_gene_g1584, Pver_gene_g1868, Pver_gene_g2045, Pver_gene_g2246, Pver_gene_g2271, Pver_gene_g2330, Pver_gene_g2467, Pver_gene_g2510, Pver_gene_g2540, Pver_gene_g2680, Pver_gene_g2746, Pver_gene_g2776, Pver_gene_g2874, Pver_gene_g2875, Pver_gene_g2929, Pver_gene_g3121, Pver_gene_g3122, Pver_gene_g3154, Pver_gene_g3198, Pver_gene_g3246, Pver_gene_g3389, Pver_gene_g3666, Pver_gene_g3755, Pver_gene_g3778, Pver_gene_g3838, Pver_gene_g3964, Pver_gene_g3997, Pver_gene_g4020, Pver_gene_g4022, Pver_gene_g4253, Pver_gene_g4278, Pver_gene_g4284, Pver_gene_g4338, Pver_gene_g4385, Pver_gene_g4391, Pver_gene_g4453, Pver_gene_g4573, Pver_gene_g4684, Pver_gene_g4749, Pver_gene_g4845, Pver_gene_g5054, Pver_gene_g5072, Pver_gene_g5156, Pver_gene_g5174, Pver_gene_g5178, Pver_gene_g5201, Pver_gene_g5292, Pver_gene_g5341, Pver_gene_g5344, Pver_gene_g5466, Pver_gene_g5600, Pver_gene_g5654, Pver_gene_g5655, Pver_gene_g5865, Pver_gene_g6015, Pver_gene_g6163, Pver_gene_g6366, Pver_gene_g6579, Pver_gene_g6616, Pver_gene_g6699, Pver_gene_g6702, Pver_gene_g6703, Pver_gene_g6714, Pver_gene_g6715, Pver_gene_g6770, Pver_gene_g6772, Pver_gene_g6799, Pver_gene_g6871, Pver_gene_g6906, Pver_gene_g7280, Pver_gene_g7283, Pver_gene_g7384, Pver_gene_g7386, Pver_gene_g7420, Pver_gene_g7424, Pver_gene_g7429, Pver_gene_g7558, Pver_gene_g7711, Pver_gene_g7824, Pver_gene_g7825, Pver_gene_g7826, Pver_gene_g7827, Pver_gene_g7846, Pver_gene_g7882, Pver_gene_g7936, Pver_gene_g7938, Pver_gene_g7991, Pver_gene_g7994, Pver_gene_g7995, Pver_gene_g8260, Pver_gene_g8441, Pver_gene_g8541, Pver_gene_g8688, Pver_gene_g8798, Pver_gene_g8991, Pver_gene_g8992, Pver_gene_g8993, Pver_gene_g8994, Pver_gene_g9258, Pver_gene_g9329, Pver_gene_g9366, Pver_gene_g9444, Pver_gene_g9600, Pver_gene_g9643, Pver_gene_g9644, Pver_gene_g9667, Pver_gene_g9701, Pver_gene_g9715, Pver_gene_g9943, Pver_gene_g9999, Pver_gene_g10027, Pver_gene_g10031, Pver_gene_g10035, Pver_gene_g10074, Pver_gene_g10195, Pver_gene_g10223, Pver_gene_g10316, Pver_gene_g10627, Pver_gene_g10689, Pver_gene_g10763, Pver_gene_g10772, Pver_gene_g11153, Pver_gene_g11162, Pver_gene_g11513, Pver_gene_g11550, Pver_gene_g11630, Pver_gene_g11754, Pver_gene_g11801, Pver_gene_g11904, Pver_gene_g12012, Pver_gene_g12043, Pver_gene_g12044, Pver_gene_g12218, Pver_gene_g12372, Pver_gene_g12379, Pver_gene_g12391, Pver_gene_g12775, Pver_gene_g12898, Pver_gene_g12924, Pver_gene_g12992, Pver_gene_g13162, Pver_gene_g13395, Pver_gene_g13405, Pver_gene_g13407, Pver_gene_g13864, Pver_gene_g13870, Pver_gene_g13898, Pver_gene_g14034, Pver_gene_g14066, Pver_gene_g14067, Pver_gene_g14173, Pver_gene_g14232, Pver_gene_g14294, Pver_gene_g14296, Pver_gene_g14308, Pver_gene_g14731, Pver_gene_g14733, Pver_gene_g14823, Pver_gene_g14989, Pver_gene_g15240, Pver_gene_g15393, Pver_gene_g15449, Pver_gene_g15584, Pver_gene_g15602, Pver_gene_g15721, Pver_gene_g15722, Pver_gene_g15811, Pver_gene_g15824, Pver_gene_g16036, Pver_gene_g16198, Pver_gene_g16210, Pver_gene_g16237, Pver_gene_g16278, Pver_gene_g16324, Pver_gene_g16330, Pver_gene_g16604, Pver_gene_g16703, Pver_gene_g16722, Pver_gene_g16772, Pver_gene_g16894, Pver_gene_g17001, Pver_gene_g17021, Pver_gene_g17181, Pver_gene_g17240, Pver_gene_g17800, Pver_gene_g17855, Pver_gene_g17974, Pver_gene_g18187, Pver_gene_g18214, Pver_gene_g18509, Pver_gene_g18776, Pver_gene_g19147, Pver_gene_g19175, Pver_gene_g19276, Pver_gene_g19429, Pver_gene_g19576, Pver_gene_g20030, Pver_gene_g20568, Pver_gene_g20796, Pver_gene_g21123, Pver_gene_g21328, Pver_gene_g21397, Pver_gene_g21735, Pver_gene_g21956, Pver_gene_g22283, Pver_gene_g22321, Pver_gene_g22555, Pver_gene_g23058, Pver_gene_g23059, Pver_gene_g23116, Pver_gene_g23322, Pver_gene_g23329, Pver_gene_g24331, Pver_gene_g25550, Pver_gene_g25716, Pver_gene_g25772, Pver_gene_g25819, Pver_gene_g25858, Pver_gene_g25884, Pver_gene_g26105, Pver_gene_g26166, Pver_gene_g26225, Pver_novel_gene_126_5de57afd, Pver_novel_gene_170_5de57afd, Pver_novel_gene_546_5de57afd, Pver_novel_gene_632_5de57afd, Pver_novel_gene_816_5de57afd"
"75","enzyme binding","GO:0019899","GO:0044547",0.0392582370689449,0.999414991106145,1,4,"DNA topoisomerase binding","MF","Pver_gene_g5030, Pver_gene_g8584, Pver_gene_g8907, Pver_gene_g10284"
"76","enzyme regulator activity","GO:0030234","GO:0010698",0.0197541852919805,0.999901908450094,1,2,"acetyltransferase activator activity","MF","Pver_gene_g14, Pver_gene_g294"
"77","enzyme regulator activity","GO:0030234","GO:0010856",0.010145767901764,1,1,1,"adenylate cyclase activator activity","MF","Pver_gene_g7570"
"78","enzyme regulator activity","GO:0030234","GO:0030250",0.010145767901764,1,1,1,"guanylate cyclase activator activity","MF","Pver_gene_g7570"
"79","homeostatic process","GO:0042592","GO:0032849",0.0298340051856997,0.999700648174046,1,3,"positive regulation of cellular pH reduction","BP","Pver_gene_g6748, Pver_gene_g14127, Pver_gene_g17210"
"80","hydrolase activity, acting on carbo...","GO:0016810","GO:0050129",0.0424722675567622,0.999269151587643,1,5,"N-formylglutamate deformylase activity","MF","Pver_gene_g6991, Pver_gene_g7524, Pver_gene_g10859, Pver_gene_g16401, Pver_gene_g24554"
"81","hydrolase activity, acting on glyco...","GO:0016798","GO:0016799",0.0188764552283368,0.999880755879355,1,3,"hydrolase activity, hydrolyzing N-glycosyl compounds","MF","Pver_gene_g10556, Pver_gene_g16367, Pver_gene_g25262"
"82","immune system process","GO:0002376","GO:0042113",0.0124835441871319,0.99937219479353,2,19,"B cell activation","BP","Pver_gene_g979, Pver_gene_g981, Pver_gene_g3150, Pver_gene_g5495, Pver_gene_g7332, Pver_gene_g8486, Pver_gene_g8893, Pver_gene_g8933, Pver_gene_g10620, Pver_gene_g10623, Pver_gene_g12509, Pver_gene_g13365, Pver_gene_g13708, Pver_gene_g14942, Pver_gene_g17121, Pver_gene_g17123, Pver_gene_g21374, Pver_gene_g26330, Pver_novel_gene_520_5de57afd"
"83","intracellular","GO:0005622","GO:0000808",0.0294912061674062,0.999707533629338,1,3,"origin recognition complex","CC","Pver_gene_g5660, Pver_gene_g8854, Pver_gene_g16605"
"84","intracellular","GO:0005622","GO:0005811",0.0240929423171372,0.996565912084348,3,68,"lipid droplet","CC","Pver_gene_g213, Pver_gene_g606, Pver_gene_g887, Pver_gene_g889, Pver_gene_g890, Pver_gene_g935, Pver_gene_g1415, Pver_gene_g1903, Pver_gene_g1914, Pver_gene_g3278, Pver_gene_g4265, Pver_gene_g4269, Pver_gene_g5132, Pver_gene_g5237, Pver_gene_g5362, Pver_gene_g5722, Pver_gene_g6356, Pver_gene_g6636, Pver_gene_g7014, Pver_gene_g7033, Pver_gene_g7077, Pver_gene_g7166, Pver_gene_g7570, Pver_gene_g7589, Pver_gene_g7591, Pver_gene_g7903, Pver_gene_g8153, Pver_gene_g8978, Pver_gene_g9395, Pver_gene_g9457, Pver_gene_g9521, Pver_gene_g9522, Pver_gene_g9579, Pver_gene_g10235, Pver_gene_g10239, Pver_gene_g10299, Pver_gene_g10604, Pver_gene_g10605, Pver_gene_g11515, Pver_gene_g11748, Pver_gene_g11749, Pver_gene_g11908, Pver_gene_g12564, Pver_gene_g13207, Pver_gene_g13690, Pver_gene_g14307, Pver_gene_g14629, Pver_gene_g15021, Pver_gene_g15141, Pver_gene_g15169, Pver_gene_g15170, Pver_gene_g15370, Pver_gene_g15394, Pver_gene_g15783, Pver_gene_g15784, Pver_gene_g16067, Pver_gene_g16460, Pver_gene_g16537, Pver_gene_g17196, Pver_gene_g17932, Pver_gene_g17983, Pver_gene_g18181, Pver_gene_g18403, Pver_gene_g20272, Pver_gene_g23588, Pver_gene_g23769, Pver_gene_g25876, Pver_novel_gene_418_5de57afd"
"85","intracellular","GO:0005622","GO:0005834",0.0469404938062,0.999105630989978,1,5,"heterotrimeric G-protein complex","CC","Pver_gene_g4609, Pver_gene_g9226, Pver_gene_g10062, Pver_gene_g10533, Pver_gene_g14773"
"86","intracellular","GO:0005622","GO:0009705",0.0101029468407438,1,1,1,"plant-type vacuole membrane","CC","Pver_gene_g255"
"87","intracellular","GO:0005622","GO:0030659",0.00393726179390166,0.999372467969984,5,112,"cytoplasmic vesicle membrane","CC","Pver_gene_g46, Pver_gene_g70, Pver_gene_g75, Pver_gene_g783, Pver_gene_g1378, Pver_gene_g1647, Pver_gene_g1664, Pver_gene_g2034, Pver_gene_g2719, Pver_gene_g2732, Pver_gene_g3098, Pver_gene_g3101, Pver_gene_g3464, Pver_gene_g3527, Pver_gene_g3847, Pver_gene_g3985, Pver_gene_g4028, Pver_gene_g4073, Pver_gene_g4125, Pver_gene_g4448, Pver_gene_g5206, Pver_gene_g6284, Pver_gene_g6316, Pver_gene_g6535, Pver_gene_g6559, Pver_gene_g6631, Pver_gene_g6679, Pver_gene_g7587, Pver_gene_g7654, Pver_gene_g8097, Pver_gene_g8375, Pver_gene_g8469, Pver_gene_g8470, Pver_gene_g8527, Pver_gene_g8661, Pver_gene_g8663, Pver_gene_g8703, Pver_gene_g9205, Pver_gene_g9434, Pver_gene_g9755, Pver_gene_g9810, Pver_gene_g9811, Pver_gene_g10012, Pver_gene_g10099, Pver_gene_g10150, Pver_gene_g10340, Pver_gene_g10341, Pver_gene_g10342, Pver_gene_g10344, Pver_gene_g10485, Pver_gene_g10551, Pver_gene_g10558, Pver_gene_g10579, Pver_gene_g10615, Pver_gene_g10616, Pver_gene_g10633, Pver_gene_g11010, Pver_gene_g11083, Pver_gene_g11086, Pver_gene_g11114, Pver_gene_g11124, Pver_gene_g11171, Pver_gene_g11203, Pver_gene_g11446, Pver_gene_g11488, Pver_gene_g11842, Pver_gene_g11980, Pver_gene_g12055, Pver_gene_g12214, Pver_gene_g12572, Pver_gene_g13021, Pver_gene_g13194, Pver_gene_g13621, Pver_gene_g13901, Pver_gene_g13945, Pver_gene_g14197, Pver_gene_g14198, Pver_gene_g14201, Pver_gene_g14502, Pver_gene_g14504, Pver_gene_g14852, Pver_gene_g14886, Pver_gene_g14887, Pver_gene_g14897, Pver_gene_g14991, Pver_gene_g15770, Pver_gene_g15772, Pver_gene_g15792, Pver_gene_g16081, Pver_gene_g16364, Pver_gene_g16456, Pver_gene_g17357, Pver_gene_g17386, Pver_gene_g17391, Pver_gene_g17744, Pver_gene_g18373, Pver_gene_g19006, Pver_gene_g19402, Pver_gene_g19903, Pver_gene_g20548, Pver_gene_g21517, Pver_gene_g21987, Pver_gene_g22732, Pver_gene_g22746, Pver_gene_g23077, Pver_gene_g23173, Pver_gene_g23208, Pver_gene_g25879, Pver_gene_g25892, Pver_gene_g25895, Pver_gene_g26115, Pver_gene_g13192, Pver_novel_gene_110_5de57afd"
"88","intracellular","GO:0005622","GO:0030891",0.0237091972226072,0.999811469562936,1,3,"VCB complex","CC","Pver_gene_g9534, Pver_gene_g10144, Pver_gene_g17675"
"89","intracellular","GO:0005622","GO:0033557",0.016287077812991,0.999933436974693,1,2,"Slx1-Slx4 complex","CC","Pver_gene_g187, Pver_gene_g7345"
"90","intracellular","GO:0005622","GO:0042151",0.026518341601536,0.997940192135194,2,34,"nematocyst","CC","Pver_gene_g121, Pver_gene_g122, Pver_gene_g338, Pver_gene_g3770, Pver_gene_g4346, Pver_gene_g9263, Pver_gene_g11363, Pver_gene_g11819, Pver_gene_g12442, Pver_gene_g12443, Pver_gene_g14705, Pver_gene_g15104, Pver_gene_g16112, Pver_gene_g16465, Pver_gene_g16466, Pver_gene_g16556, Pver_gene_g17643, Pver_gene_g18038, Pver_gene_g18039, Pver_gene_g18040, Pver_gene_g18041, Pver_gene_g18042, Pver_gene_g18477, Pver_gene_g18749, Pver_gene_g19258, Pver_gene_g21603, Pver_gene_g23506, Pver_gene_g24253, Pver_gene_g25028, Pver_gene_g25967, Pver_gene_g26376, Pver_gene_g26377, Pver_gene_g26726, Pver_gene_g26727"
"91","intracellular","GO:0005622","GO:0048269",0.0280659728396912,0.999735290915127,1,3,"methionine adenosyltransferase complex","CC","Pver_gene_g14739, Pver_gene_g18546, Pver_gene_g26588"
"92","intracellular","GO:0005622","GO:0070776",0.049247323963253,0.99901462089371,1,5,"MOZ/MORF histone acetyltransferase complex","CC","Pver_gene_g445, Pver_gene_g1867, Pver_gene_g2362, Pver_gene_g6973, Pver_gene_g16270"
"93","intracellular","GO:0005622","GO:0097165",0.039231501382371,0.999415794366632,1,4,"nuclear stress granule","CC","Pver_gene_g2966, Pver_gene_g9111, Pver_gene_g16604, Pver_gene_g20226"
"94","intracellular","GO:0005622","GO:1990467",0.00986847868966409,1,1,1,"NuA3a histone acetyltransferase complex","CC","Pver_gene_g1867"
"95","intracellular","GO:0005622","GO:1990468",0.00986847868966409,1,1,1,"NuA3b histone acetyltransferase complex","CC","Pver_gene_g1867"
"96","ion binding","GO:0043167","GO:0019809",0.0168826546117605,0.99992845822186,1,2,"spermidine binding","MF","Pver_gene_g15981, Pver_novel_gene_481_5de57afd"
