"ontology","slim_term","slim_cat","category","term","over_represented_pvalue","numDEInCat","numInCat","genes"
"BP","response to stress","GO:0006950","GO:0000077","DNA damage checkpoint",0.00388181318372068,7,29,"Pver_gene_g2276, Pver_gene_g14891, Pver_gene_g16707, Pver_gene_g18091, Pver_gene_g18933, Pver_gene_g20240, Pver_gene_g23687"
"BP","response to stress","GO:0006950","GO:0001662","behavioral fear response",0.0441899800770672,4,19,"Pver_gene_g2348, Pver_gene_g9342, Pver_gene_g10695, Pver_gene_g13696"
"BP","response to stress","GO:0006950","GO:0001666","response to hypoxia",9.15012038720004e-07,25,122,"Pver_gene_g542, Pver_gene_g4261, Pver_gene_g4263, Pver_gene_g5759, Pver_gene_g7332, Pver_gene_g8933, Pver_gene_g8935, Pver_gene_g9342, Pver_gene_g10340, Pver_gene_g10344, Pver_gene_g10345, Pver_gene_g10536, Pver_gene_g10621, Pver_gene_g10622, Pver_gene_g10624, Pver_gene_g13306, Pver_gene_g13365, Pver_gene_g13696, Pver_gene_g17952, Pver_gene_g18091, Pver_gene_g18933, Pver_gene_g18962, Pver_gene_g18963, Pver_gene_g20240, Pver_gene_g23687"
"BP","response to stress","GO:0006950","GO:0006975","DNA damage induced protein phosphorylation",0.00358804786769655,4,10,"Pver_gene_g18091, Pver_gene_g18933, Pver_gene_g20240, Pver_gene_g23687"
"BP","response to stress","GO:0006950","GO:0009414","response to water deprivation",0.0453609000528864,3,12,"Pver_gene_g255, Pver_gene_g4680, Pver_gene_g16873"
"BP","response to stress","GO:0006950","GO:0030193","regulation of blood coagulation",0.0129260683093862,2,3,"Pver_gene_g18962, Pver_gene_g18963"
"BP","response to stress","GO:0006950","GO:0034614","cellular response to reactive oxygen species",0.0397322044671351,4,19,"Pver_gene_g10536, Pver_gene_g13794, Pver_gene_g15255, Pver_gene_g21374"
"BP","response to stress","GO:0006950","GO:0050728","negative regulation of inflammatory response",0.0361932114386425,19,170,"Pver_gene_g2531, Pver_gene_g3217, Pver_gene_g7332, Pver_gene_g10868, Pver_gene_g11539, Pver_gene_g12194, Pver_gene_g13365, Pver_gene_g15083, Pver_gene_g16092, Pver_gene_g17243, Pver_gene_g19710, Pver_gene_g20129, Pver_gene_g20935, Pver_gene_g21404, Pver_gene_g21500, Pver_gene_g21711, Pver_gene_g23256, Pver_gene_g25578, Pver_gene_g26791"
"BP","response to stress","GO:0006950","GO:0050830","defense response to Gram-positive bacterium",0.00944418493996689,16,115,"Pver_gene_g2373, Pver_gene_g5857, Pver_gene_g8403, Pver_gene_g11498, Pver_gene_g12190, Pver_gene_g12194, Pver_gene_g13261, Pver_gene_g14886, Pver_gene_g14887, Pver_gene_g17537, Pver_gene_g17594, Pver_gene_g17607, Pver_gene_g17865, Pver_gene_g18154, Pver_gene_g23145, Pver_gene_g25809"
"BP","response to stress","GO:0006950","GO:0050832","defense response to fungus",0.0132375984545857,5,21,"Pver_gene_g34, Pver_gene_g11498, Pver_gene_g13794, Pver_gene_g14164, Pver_gene_g22999"
"BP","response to stress","GO:0006950","GO:0051599","response to hydrostatic pressure",0.0140552243798581,2,3,"Pver_gene_g8565, Pver_gene_g20618"
"BP","response to stress","GO:0006950","GO:0055093","response to hyperoxia",0.0136758111198043,4,14,"Pver_gene_g6464, Pver_gene_g10536, Pver_gene_g17388, Pver_gene_g17952"
"BP","response to stress","GO:0006950","GO:0061368","behavioral response to formalin induced pain",0.00477071835232034,2,2,"Pver_gene_g8565, Pver_gene_g20618"
"BP","response to stress","GO:0006950","GO:0071455","cellular response to hyperoxia",0.0254173307368387,2,4,"Pver_gene_g18962, Pver_gene_g18963"
"BP","response to stress","GO:0006950","GO:0071500","cellular response to nitrosative stress",0.000318319420363072,4,6,"Pver_gene_g18091, Pver_gene_g18933, Pver_gene_g20240, Pver_gene_g23687"
"BP","response to stress","GO:0006950","GO:1900016","negative regulation of cytokine production involved in inflammatory response",0.00643745377454779,15,101,"Pver_gene_g2531, Pver_gene_g3217, Pver_gene_g10786, Pver_gene_g10868, Pver_gene_g11539, Pver_gene_g15083, Pver_gene_g17243, Pver_gene_g17975, Pver_gene_g19710, Pver_gene_g20129, Pver_gene_g20935, Pver_gene_g21404, Pver_gene_g21500, Pver_gene_g21711, Pver_gene_g23256"
"BP","response to stress","GO:0006950","GO:1904382","mannose trimming involved in glycoprotein ERAD pathway",0.0424059129010719,2,5,"Pver_gene_g13032, Pver_gene_g16436"
"BP","response to stress","GO:0006950","GO:2001022","positive regulation of response to DNA damage stimulus",0.00122766933503159,5,13,"Pver_gene_g3246, Pver_gene_g6369, Pver_gene_g14836, Pver_gene_g18091, Pver_gene_g18933"
"BP","signal transduction","GO:0007165","GO:0000187","activation of MAPK activity",0.017664407273546,14,106,"Pver_gene_g4261, Pver_gene_g4263, Pver_gene_g4946, Pver_gene_g5759, Pver_gene_g7332, Pver_gene_g7349, Pver_gene_g8935, Pver_gene_g9210, Pver_gene_g10621, Pver_gene_g10622, Pver_gene_g10624, Pver_gene_g11453, Pver_gene_g13365, Pver_gene_g26093"
"BP","signal transduction","GO:0007165","GO:0000188","inactivation of MAPK activity",0.00944915530059001,3,7,"Pver_gene_g383, Pver_gene_g18962, Pver_gene_g18963"
"BP","signal transduction","GO:0007165","GO:0002755","MyD88-dependent toll-like receptor signaling pathway",0.00114940076969964,9,39,"Pver_gene_g3290, Pver_gene_g5766, Pver_gene_g8403, Pver_gene_g9796, Pver_gene_g13222, Pver_gene_g13770, Pver_gene_g15928, Pver_gene_g21374, Pver_gene_g23425"
"BP","signal transduction","GO:0007165","GO:0007219","Notch signaling pathway",0.0336125317158816,17,140,"Pver_gene_g215, Pver_gene_g2049, Pver_gene_g2653, Pver_gene_g2723, Pver_gene_g4013, Pver_gene_g5777, Pver_gene_g6442, Pver_gene_g7381, Pver_gene_g8550, Pver_gene_g8642, Pver_gene_g10667, Pver_gene_g11229, Pver_gene_g14534, Pver_gene_g14683, Pver_gene_g14707, Pver_gene_g17059, Pver_gene_g19915"
"BP","signal transduction","GO:0007165","GO:0007249","I-kappaB kinase/NF-kappaB signaling",0.00938226129807137,18,137,"Pver_gene_g2531, Pver_gene_g3217, Pver_gene_g10604, Pver_gene_g10868, Pver_gene_g11539, Pver_gene_g12665, Pver_gene_g15083, Pver_gene_g17196, Pver_gene_g17243, Pver_gene_g18181, Pver_gene_g19710, Pver_gene_g20129, Pver_gene_g20935, Pver_gene_g21374, Pver_gene_g21404, Pver_gene_g21500, Pver_gene_g21711, Pver_gene_g23256"
"BP","signal transduction","GO:0007165","GO:0008286","insulin receptor signaling pathway",0.000909343738635627,8,30,"Pver_gene_g4635, Pver_gene_g6823, Pver_gene_g7104, Pver_gene_g10340, Pver_gene_g10344, Pver_gene_g10345, Pver_gene_g19246, Pver_gene_g25577"
"BP","signal transduction","GO:0007165","GO:0008630","intrinsic apoptotic signaling pathway in response to DNA damage",0.0400498954239809,6,37,"Pver_gene_g5188, Pver_gene_g8584, Pver_gene_g18091, Pver_gene_g18933, Pver_gene_g20240, Pver_gene_g23687"
"BP","signal transduction","GO:0007165","GO:0010991","negative regulation of SMAD protein complex assembly",0.0134245453739291,2,3,"Pver_gene_g14034, Pver_gene_g26105"
"BP","signal transduction","GO:0007165","GO:0014067","negative regulation of phosphatidylinositol 3-kinase signaling",0.0286058381179092,13,99,"Pver_gene_g2531, Pver_gene_g3217, Pver_gene_g10868, Pver_gene_g11539, Pver_gene_g15083, Pver_gene_g17243, Pver_gene_g19710, Pver_gene_g20129, Pver_gene_g20935, Pver_gene_g21404, Pver_gene_g21500, Pver_gene_g21711, Pver_gene_g23256"
"BP","signal transduction","GO:0007165","GO:0014068","positive regulation of phosphatidylinositol 3-kinase signaling",0.036304298184559,9,65,"Pver_gene_g1412, Pver_gene_g3246, Pver_gene_g5857, Pver_gene_g6823, Pver_gene_g8565, Pver_gene_g13306, Pver_gene_g17875, Pver_gene_g20618, Pver_gene_g20922"
"BP","signal transduction","GO:0007165","GO:0034137","positive regulation of toll-like receptor 2 signaling pathway",0.0134999341028483,2,3,"Pver_gene_g4388, Pver_gene_g15928"
"BP","signal transduction","GO:0007165","GO:0034141","positive regulation of toll-like receptor 3 signaling pathway",0.0134125527019257,2,3,"Pver_gene_g18962, Pver_gene_g18963"
"BP","signal transduction","GO:0007165","GO:0035360","positive regulation of peroxisome proliferator activated receptor signaling pathway",0.0134437635269977,2,3,"Pver_gene_g8561, Pver_gene_g16021"
"BP","signal transduction","GO:0007165","GO:0035556","intracellular signal transduction",0.0317391876951877,32,318,"Pver_gene_g1446, Pver_gene_g2043, Pver_gene_g2531, Pver_gene_g2982, Pver_gene_g3028, Pver_gene_g3217, Pver_gene_g4635, Pver_gene_g6120, Pver_gene_g6909, Pver_gene_g7276, Pver_gene_g7654, Pver_gene_g9210, Pver_gene_g9534, Pver_gene_g10868, Pver_gene_g11539, Pver_gene_g12655, Pver_gene_g15083, Pver_gene_g15255, Pver_gene_g17243, Pver_gene_g19710, Pver_gene_g20129, Pver_gene_g20935, Pver_gene_g21320, Pver_gene_g21343, Pver_gene_g21374, Pver_gene_g21404, Pver_gene_g21500, Pver_gene_g21711, Pver_gene_g22132, Pver_gene_g23256, Pver_gene_g25686, Pver_gene_g26217"
"BP","signal transduction","GO:0007165","GO:0035584","calcium-mediated signaling using intracellular calcium source",0.0451240021750156,3,12,"Pver_gene_g11627, Pver_gene_g13306, Pver_gene_g14616"
"BP","signal transduction","GO:0007165","GO:0038166","angiotensin-activated signaling pathway",0.0258736403061152,2,4,"Pver_gene_g1325, Pver_gene_g14127"
"BP","signal transduction","GO:0007165","GO:0043124","negative regulation of I-kappaB kinase/NF-kappaB signaling",0.0255920444314227,17,140,"Pver_gene_g2531, Pver_gene_g3217, Pver_gene_g5766, Pver_gene_g10868, Pver_gene_g11539, Pver_gene_g15083, Pver_gene_g17243, Pver_gene_g19710, Pver_gene_g20129, Pver_gene_g20935, Pver_gene_g21404, Pver_gene_g21500, Pver_gene_g21711, Pver_gene_g23256, Pver_gene_g23425, Pver_gene_g25988, Pver_gene_g26791"
"BP","signal transduction","GO:0007165","GO:0043491","protein kinase B signaling",0.0400195510515077,5,27,"Pver_gene_g3246, Pver_gene_g7570, Pver_gene_g11984, Pver_gene_g13306, Pver_gene_g13404"
"BP","signal transduction","GO:0007165","GO:0043517","positive regulation of DNA damage response, signal transduction by p53 class mediator",0.000918383365757671,4,7,"Pver_gene_g18091, Pver_gene_g18933, Pver_gene_g20240, Pver_gene_g23687"
"BP","signal transduction","GO:0007165","GO:0050851","antigen receptor-mediated signaling pathway",0.00480503956547217,2,2,"Pver_gene_g4635, Pver_gene_g7104"
"BP","signal transduction","GO:0007165","GO:0050856","regulation of T cell receptor signaling pathway",0.025984033614189,2,4,"Pver_gene_g979, Pver_gene_g981"
"BP","signal transduction","GO:0007165","GO:0070373","negative regulation of ERK1 and ERK2 cascade",0.0324825577748893,8,53,"Pver_gene_g383, Pver_gene_g4680, Pver_gene_g5766, Pver_gene_g6909, Pver_gene_g7332, Pver_gene_g13365, Pver_gene_g23425, Pver_gene_g26791"
"BP","signal transduction","GO:0007165","GO:0070374","positive regulation of ERK1 and ERK2 cascade",0.010980200739222,19,150,"Pver_gene_g589, Pver_gene_g2723, Pver_gene_g3862, Pver_gene_g5759, Pver_gene_g7332, Pver_gene_g8550, Pver_gene_g8565, Pver_gene_g10624, Pver_gene_g11268, Pver_gene_g11984, Pver_gene_g13306, Pver_gene_g13365, Pver_gene_g14423, Pver_gene_g14506, Pver_gene_g14655, Pver_gene_g17875, Pver_gene_g19689, Pver_gene_g20618, Pver_gene_g25585"
"BP","signal transduction","GO:0007165","GO:0072434","signal transduction involved in mitotic G2 DNA damage checkpoint",2.43989162638874e-05,4,4,"Pver_gene_g18091, Pver_gene_g18933, Pver_gene_g20240, Pver_gene_g23687"
"BP","signal transduction","GO:0007165","GO:0085032","modulation by symbiont of host I-kappaB kinase/NF-kappaB cascade",0.00488466810270297,2,2,"Pver_gene_g5766, Pver_gene_g23425"
"BP","signal transduction","GO:0007165","GO:0086098","angiotensin-activated signaling pathway involved in heart process",0.0131439737576916,2,3,"Pver_gene_g18962, Pver_gene_g18963"
"BP","signal transduction","GO:0007165","GO:0090090","negative regulation of canonical Wnt signaling pathway",0.00132198569407177,24,168,"Pver_gene_g375, Pver_gene_g1602, Pver_gene_g2016, Pver_gene_g3762, Pver_gene_g4008, Pver_gene_g5307, Pver_gene_g6736, Pver_gene_g8405, Pver_gene_g8550, Pver_gene_g10271, Pver_gene_g11384, Pver_gene_g13481, Pver_gene_g18962, Pver_gene_g18963, Pver_gene_g19616, Pver_gene_g19996, Pver_gene_g20122, Pver_gene_g20274, Pver_gene_g20340, Pver_gene_g20922, Pver_gene_g21734, Pver_gene_g22252, Pver_gene_g22536, Pver_gene_g23100"
"BP","signal transduction","GO:0007165","GO:0095500","acetylcholine receptor signaling pathway",0.00126420174688803,5,13,"Pver_gene_g5759, Pver_gene_g7332, Pver_gene_g8933, Pver_gene_g10624, Pver_gene_g13365"
"BP","signal transduction","GO:0007165","GO:0098815","modulation of excitatory postsynaptic potential",0.00975322251389034,4,13,"Pver_gene_g5759, Pver_gene_g7332, Pver_gene_g10624, Pver_gene_g13365"
"BP","signal transduction","GO:0007165","GO:1901223","negative regulation of NIK/NF-kappaB signaling",0.0335300197792995,18,155,"Pver_gene_g2531, Pver_gene_g3217, Pver_gene_g10868, Pver_gene_g11539, Pver_gene_g12194, Pver_gene_g13261, Pver_gene_g15083, Pver_gene_g16783, Pver_gene_g17243, Pver_gene_g19710, Pver_gene_g20129, Pver_gene_g20935, Pver_gene_g21404, Pver_gene_g21500, Pver_gene_g21711, Pver_gene_g23145, Pver_gene_g23256, Pver_gene_g26791"
"BP","signal transduction","GO:0007165","GO:1902042","negative regulation of extrinsic apoptotic signaling pathway via death domain receptors",0.0256750568354687,4,17,"Pver_gene_g196, Pver_gene_g7879, Pver_gene_g12665, Pver_gene_g25700"
"BP","signal transduction","GO:0007165","GO:1903669","positive regulation of chemorepellent activity",0.0132521090678603,4,13,"Pver_gene_g7570, Pver_gene_g12767, Pver_gene_g19361, Pver_gene_g26657"
"BP","signal transduction","GO:0007165","GO:1904262","negative regulation of TORC1 signaling",0.00270768175392495,5,15,"Pver_gene_g3391, Pver_gene_g18091, Pver_gene_g18933, Pver_gene_g20240, Pver_gene_g23687"
"BP","signal transduction","GO:0007165","GO:2000286","receptor internalization involved in canonical Wnt signaling pathway",0.00142472027931559,3,4,"Pver_gene_g1904, Pver_gene_g18962, Pver_gene_g18963"
"BP","signal transduction","GO:0007165","GO:2000310","regulation of NMDA receptor activity",0.0284145684148439,3,10,"Pver_gene_g6663, Pver_gene_g9849, Pver_gene_g14506"
"BP","signal transduction","GO:0007165","GO:2000463","positive regulation of excitatory postsynaptic potential",0.0137281207176963,5,21,"Pver_gene_g5759, Pver_gene_g6663, Pver_gene_g7332, Pver_gene_g10624, Pver_gene_g13365"
"BP","small molecule metabolic process","GO:0044281","GO:0006520","cellular amino acid metabolic process",0.0150358697352501,6,30,"Pver_gene_g8508, Pver_gene_g12570, Pver_gene_g14982, Pver_gene_g17291, Pver_gene_g18342, Pver_gene_g20227"
"BP","small molecule metabolic process","GO:0044281","GO:0006536","glutamate metabolic process",0.00352498330252825,7,29,"Pver_gene_g1082, Pver_gene_g12570, Pver_gene_g17291, Pver_gene_g18342, Pver_gene_g20227, Pver_gene_g22784, Pver_gene_g26149"
"BP","small molecule metabolic process","GO:0044281","GO:0006543","glutamine catabolic process",0.0135339514610323,2,3,"Pver_gene_g654, Pver_gene_g8508"
"BP","small molecule metabolic process","GO:0044281","GO:0006631","fatty acid metabolic process",0.0456056131184614,10,78,"Pver_gene_g3559, Pver_gene_g7664, Pver_gene_g10672, Pver_gene_g12570, Pver_gene_g13404, Pver_gene_g15783, Pver_gene_g17291, Pver_gene_g17952, Pver_gene_g18342, Pver_gene_g20227"
"BP","small molecule metabolic process","GO:0044281","GO:0006691","leukotriene metabolic process",0.000404907745934434,7,21,"Pver_gene_g4016, Pver_gene_g12570, Pver_gene_g16312, Pver_gene_g17291, Pver_gene_g17388, Pver_gene_g18342, Pver_gene_g20227"
"BP","small molecule metabolic process","GO:0044281","GO:0006730","one-carbon metabolic process",0.0261994008761164,4,17,"Pver_gene_g5142, Pver_gene_g7331, Pver_gene_g18546, Pver_gene_g22742"
"BP","small molecule metabolic process","GO:0044281","GO:0019372","lipoxygenase pathway",0.0257578033374916,2,4,"Pver_gene_g4016, Pver_gene_g8561"
"BP","small molecule metabolic process","GO:0044281","GO:0042126","nitrate metabolic process",0.0133868994762643,2,3,"Pver_gene_g16124, Pver_gene_g16125"
"BP","small molecule metabolic process","GO:0044281","GO:0042572","retinol metabolic process",0.0446917711713571,4,20,"Pver_gene_g3638, Pver_gene_g7889, Pver_gene_g9818, Pver_gene_g17952"
"BP","sulfur compound metabolic process","GO:0006790","GO:0070221","sulfide oxidation, using sulfide:quinone oxidoreductase",0.00287786570065947,3,5,"Pver_gene_g1842, Pver_gene_g22974, Pver_gene_g26406"
"BP","sulfur compound metabolic process","GO:0006790","GO:0070813","hydrogen sulfide metabolic process",0.013525120242243,2,3,"Pver_gene_g1842, Pver_gene_g26406"
"BP","symbiotic process","GO:0044403","GO:0039694","viral RNA genome replication",0.0452012491893989,2,5,"Pver_gene_g1904, Pver_gene_g26085"
"BP","symbiotic process","GO:0044403","GO:2000535","regulation of entry of bacterium into host cell",0.0408567889818752,2,5,"Pver_gene_g18962, Pver_gene_g18963"
"BP","transport","GO:0006810","GO:0006816","calcium ion transport",9.93808714067273e-06,20,94,"Pver_gene_g903, Pver_gene_g3162, Pver_gene_g4261, Pver_gene_g4263, Pver_gene_g5759, Pver_gene_g6514, Pver_gene_g7332, Pver_gene_g8933, Pver_gene_g8935, Pver_gene_g10621, Pver_gene_g10622, Pver_gene_g10624, Pver_gene_g13365, Pver_gene_g13625, Pver_gene_g14563, Pver_gene_g18347, Pver_gene_g18352, Pver_gene_g18962, Pver_gene_g18963, Pver_gene_g25993"
"BP","transport","GO:0006810","GO:0006833","water transport",0.0400814652915372,2,5,"Pver_gene_g5454, Pver_gene_g6030"
"BP","transport","GO:0006810","GO:0006865","amino acid transport",0.0447211733873863,6,38,"Pver_gene_g6818, Pver_gene_g8446, Pver_gene_g9319, Pver_gene_g10205, Pver_gene_g10601, Pver_gene_g16042"
"BP","transport","GO:0006810","GO:0014051","gamma-aminobutyric acid secretion",0.0445127207456213,2,5,"Pver_gene_g6514, Pver_gene_g25993"
"BP","transport","GO:0006810","GO:0015670","carbon dioxide transport",0.0408340866108766,2,5,"Pver_gene_g5454, Pver_gene_g14127"
"BP","transport","GO:0006810","GO:0015695","organic cation transport",0.0256093261609048,2,4,"Pver_gene_g9448, Pver_gene_g24049"
"BP","transport","GO:0006810","GO:0015755","fructose transmembrane transport",0.000306041869290215,4,6,"Pver_gene_g10340, Pver_gene_g10341, Pver_gene_g10344, Pver_gene_g10345"
"BP","transport","GO:0006810","GO:0015801","aromatic amino acid transport",0.0418018199466938,2,5,"Pver_gene_g6818, Pver_gene_g8446"
"BP","transport","GO:0006810","GO:0015808","L-alanine transport",0.013633818821533,2,3,"Pver_gene_g16042, Pver_gene_g18843"
"BP","transport","GO:0006810","GO:0015918","sterol transport",0.00578785807470588,6,24,"Pver_gene_g342, Pver_gene_g350, Pver_gene_g351, Pver_gene_g9259, Pver_gene_g22873, Pver_gene_g22997"
"BP","transport","GO:0006810","GO:0019065","receptor-mediated endocytosis of virus by host cell",0.0139113147884204,2,3,"Pver_gene_g18962, Pver_gene_g18963"
"BP","transport","GO:0006810","GO:0030301","cholesterol transport",0.0318911652203949,4,17,"Pver_gene_g4432, Pver_gene_g9281, Pver_gene_g9283, Pver_gene_g22997"
"BP","transport","GO:0006810","GO:0032367","intracellular cholesterol transport",0.00931156597232509,4,12,"Pver_gene_g4432, Pver_gene_g9283, Pver_gene_g12111, Pver_gene_g22997"
"BP","transport","GO:0006810","GO:0033344","cholesterol efflux",0.0305837216665373,4,16,"Pver_gene_g4432, Pver_gene_g9283, Pver_gene_g12111, Pver_gene_g22997"
"BP","transport","GO:0006810","GO:0033700","phospholipid efflux",0.0221285845404985,3,8,"Pver_gene_g9283, Pver_gene_g12111, Pver_gene_g14530"
"BP","transport","GO:0006810","GO:0034220","ion transmembrane transport",0.000147026993670091,20,115,"Pver_gene_g2760, Pver_gene_g3846, Pver_gene_g4261, Pver_gene_g4263, Pver_gene_g5759, Pver_gene_g6331, Pver_gene_g6334, Pver_gene_g7332, Pver_gene_g7379, Pver_gene_g8933, Pver_gene_g8935, Pver_gene_g9756, Pver_gene_g10621, Pver_gene_g10622, Pver_gene_g10624, Pver_gene_g11856, Pver_gene_g12511, Pver_gene_g12512, Pver_gene_g13365, Pver_gene_g18384"
"BP","transport","GO:0006810","GO:0035794","positive regulation of mitochondrial membrane permeability",0.0250038160450683,2,4,"Pver_gene_g312, Pver_gene_g5612"
"BP","transport","GO:0006810","GO:0044070","regulation of anion transport",0.0258736403061152,2,4,"Pver_gene_g1325, Pver_gene_g14127"
"BP","transport","GO:0006810","GO:0046907","intracellular transport",0.0268432388291925,3,10,"Pver_gene_g265, Pver_gene_g5162, Pver_gene_g7654"
"BP","transport","GO:0006810","GO:0047496","vesicle transport along microtubule",0.0386129806305919,3,11,"Pver_gene_g1147, Pver_gene_g5236, Pver_gene_g6559"
"BP","transport","GO:0006810","GO:0048550","negative regulation of pinocytosis",0.00125084388665837,3,4,"Pver_gene_g4117, Pver_gene_g18962, Pver_gene_g18963"
"BP","transport","GO:0006810","GO:0050707","regulation of cytokine secretion",0.0267248590956715,4,17,"Pver_gene_g3290, Pver_gene_g9796, Pver_gene_g13222, Pver_gene_g13770"
"BP","transport","GO:0006810","GO:0060402","calcium ion transport into cytosol",0.0435074556306853,2,5,"Pver_gene_g13416, Pver_gene_g14563"
"BP","transport","GO:0006810","GO:0070837","dehydroascorbic acid transport",0.000306041869290215,4,6,"Pver_gene_g10340, Pver_gene_g10341, Pver_gene_g10344, Pver_gene_g10345"
"BP","transport","GO:0006810","GO:0072334","UDP-galactose transmembrane transport",0.0255011368378462,2,4,"Pver_gene_g1149, Pver_gene_g25946"
"BP","transport","GO:0006810","GO:0072383","plus-end-directed vesicle transport along microtubule",0.0458624394750958,2,5,"Pver_gene_g6559, Pver_gene_g10428"
"BP","transport","GO:0006810","GO:0072584","caveolin-mediated endocytosis",0.00450403276807579,2,2,"Pver_gene_g18962, Pver_gene_g18963"
"BP","transport","GO:0006810","GO:0098700","neurotransmitter loading into synaptic vesicle",0.012345451066252,5,21,"Pver_gene_g4393, Pver_gene_g9244, Pver_gene_g13089, Pver_gene_g13090, Pver_gene_g23846"
"BP","transport","GO:0006810","GO:0098903","regulation of membrane repolarization during action potential",0.00450403276807579,2,2,"Pver_gene_g18962, Pver_gene_g18963"
"BP","transport","GO:0006810","GO:1903543","positive regulation of exosomal secretion",0.0200909644649539,3,9,"Pver_gene_g12655, Pver_gene_g15228, Pver_gene_g18185"
"BP","transport","GO:0006810","GO:1903609","negative regulation of inward rectifier potassium channel activity",0.0131903727136714,2,3,"Pver_gene_g18962, Pver_gene_g18963"
"BP","transport","GO:0006810","GO:1904659","glucose transmembrane transport",0.000673921874371455,4,7,"Pver_gene_g10340, Pver_gene_g10341, Pver_gene_g10344, Pver_gene_g10345"
"BP","transport","GO:0006810","GO:2001150","positive regulation of dipeptide transmembrane transport",0.0258736403061152,2,4,"Pver_gene_g1325, Pver_gene_g14127"
"BP","transport","GO:0006810","GO:2001225","regulation of chloride transport",0.0437130784336065,2,5,"Pver_gene_g4925, Pver_gene_g14127"
"BP",NA,NA,"GO:0001503","ossification",0.0371354732142733,12,95,"Pver_gene_g3162, Pver_gene_g3259, Pver_gene_g3685, Pver_gene_g4369, Pver_gene_g6579, Pver_gene_g10604, Pver_gene_g17196, Pver_gene_g18181, Pver_gene_g18234, Pver_gene_g25751, Pver_gene_g26180, Pver_gene_g26181"
"BP",NA,NA,"GO:0002175","protein localization to paranode region of axon",0.0279879816617831,5,25,"Pver_gene_g3086, Pver_gene_g9163, Pver_gene_g11987, Pver_gene_g20483, Pver_gene_g25614"
"BP",NA,NA,"GO:0002237","response to molecule of bacterial origin",0.0048050110317926,2,2,"Pver_gene_g979, Pver_gene_g981"
"BP",NA,NA,"GO:0006003","fructose 2,6-bisphosphate metabolic process",0.0259806931362864,2,4,"Pver_gene_g849, Pver_gene_g11621"
"BP",NA,NA,"GO:0006508","proteolysis",0.0257694485046408,25,233,"Pver_gene_g180, Pver_gene_g979, Pver_gene_g981, Pver_gene_g1619, Pver_gene_g3826, Pver_gene_g8097, Pver_gene_g8955, Pver_gene_g9342, Pver_gene_g9707, Pver_gene_g10536, Pver_gene_g10731, Pver_gene_g10859, Pver_gene_g11816, Pver_gene_g12197, Pver_gene_g12570, Pver_gene_g13696, Pver_gene_g16783, Pver_gene_g16870, Pver_gene_g17291, Pver_gene_g18342, Pver_gene_g20227, Pver_gene_g20736, Pver_gene_g24109, Pver_gene_g26180, Pver_gene_g26181"
"BP",NA,NA,"GO:0006584","catecholamine metabolic process",0.0418581238594191,2,5,"Pver_gene_g6634, Pver_gene_g8077"
"BP",NA,NA,"GO:0006629","lipid metabolic process",0.00487076856872679,14,91,"Pver_gene_g611, Pver_gene_g850, Pver_gene_g1783, Pver_gene_g5307, Pver_gene_g7282, Pver_gene_g7889, Pver_gene_g10786, Pver_gene_g11099, Pver_gene_g13794, Pver_gene_g15235, Pver_gene_g16783, Pver_gene_g17201, Pver_gene_g20274, Pver_gene_g21734"
"BP",NA,NA,"GO:0006805","xenobiotic metabolic process",0.0309951872813915,7,44,"Pver_gene_g3638, Pver_gene_g7889, Pver_gene_g12570, Pver_gene_g16147, Pver_gene_g17291, Pver_gene_g18342, Pver_gene_g20227"
"BP",NA,NA,"GO:0006997","nucleus organization",0.0172431731381108,4,14,"Pver_gene_g6452, Pver_gene_g12767, Pver_gene_g19361, Pver_gene_g26657"
"BP",NA,NA,"GO:0007059","chromosome segregation",0.0477334115667615,9,65,"Pver_gene_g1446, Pver_gene_g5087, Pver_gene_g6921, Pver_gene_g7830, Pver_gene_g12551, Pver_gene_g12610, Pver_gene_g13213, Pver_gene_g25988, Pver_gene_g26465"
"BP",NA,NA,"GO:0007155","cell adhesion",0.00414795868040665,51,455,"Pver_gene_g488, Pver_gene_g490, Pver_gene_g591, Pver_gene_g819, Pver_gene_g1415, Pver_gene_g1879, Pver_gene_g2565, Pver_gene_g2593, Pver_gene_g2969, Pver_gene_g3086, Pver_gene_g3685, Pver_gene_g3732, Pver_gene_g4678, Pver_gene_g5691, Pver_gene_g5879, Pver_gene_g5976, Pver_gene_g6713, Pver_gene_g7104, Pver_gene_g7873, Pver_gene_g8593, Pver_gene_g8793, Pver_gene_g9163, Pver_gene_g9342, Pver_gene_g9766, Pver_gene_g10280, Pver_gene_g11846, Pver_gene_g11991, Pver_gene_g12531, Pver_gene_g12890, Pver_gene_g13696, Pver_gene_g13708, Pver_gene_g13955, Pver_gene_g14123, Pver_gene_g14404, Pver_gene_g14510, Pver_gene_g14956, Pver_gene_g15029, Pver_gene_g15255, Pver_gene_g17155, Pver_gene_g17594, Pver_gene_g18738, Pver_gene_g19425, Pver_gene_g19702, Pver_gene_g19898, Pver_gene_g20483, Pver_gene_g22999, Pver_gene_g25578, Pver_gene_g25614, Pver_gene_g25751, Pver_gene_g25859, Pver_gene_g26326"
