experiment,percentDEInCat,set_size,term,genes
enriched_vs_control,3.260869565,92,nitrogen compound metabolic process,gene_g767; gene_g872; gene_g1503; gene_g1632; gene_g1633; gene_g2322; gene_g2656; gene_g2666; gene_g2959; gene_g4472; gene_g5098; gene_g5413; gene_g5540; gene_g5639; gene_g5724; gene_g5768; gene_g6416; gene_g7542; gene_g7589; gene_g7590; gene_g7780; gene_g7880; gene_g8059; gene_g8599; gene_g8822; gene_g8823; gene_g9312; gene_g9739; gene_g10277; gene_g10644; gene_g11029; gene_g11032; gene_g11408; gene_g11564; gene_g11649; gene_g12052; gene_g12359; gene_g12361; gene_g13994; gene_g14027; gene_g14117; gene_g15117; gene_g15446; gene_g15538; gene_g15716; gene_g15910; gene_g16409; gene_g16730; gene_g16961; gene_g17190; gene_g17204; gene_g17205; gene_g17230; gene_g17243; gene_g17310; gene_g17415; gene_g17736; gene_g17978; gene_g18096; gene_g18185; gene_g18338; gene_g18501; gene_g18927; gene_g19548; gene_g19750; gene_g19826; gene_g19860; gene_g19935; gene_g19976; gene_g20205; gene_g20299; gene_g20381; gene_g20416; gene_g20506; gene_g20651; gene_g20739; gene_g20891; gene_g20932; gene_g21654; gene_g21690; gene_g23885; gene_g23928; gene_g24167; gene_g24228; gene_g25640; gene_g25641; gene_g26432; gene_g26477; gene_g26542; gene_g26631; gene_g26707; gene_g26791; gene_340_5de57afd
enriched_vs_control,100,1,nitrogen compound metabolic process,gene_g15981; gene_486_5de57afd
enriched_vs_control,100,1,nitrogen compound metabolic process,gene_g15981; gene_486_5de57afd
enriched_vs_control,10.52631579,19,organelle,gene_g335; gene_g630; gene_g759; gene_g939; gene_g1391; gene_g5727; gene_g5996; gene_g6353; gene_g6873; gene_g8833; gene_g9360; gene_g9424; gene_g15862; gene_g17431; gene_g17444; gene_g26210; gene_662_5de57afd; gene_g22857; gene_g24759; gene_g1940
enriched_vs_control,1.818181818,440,organelle,gene_g75; gene_g94; gene_g100; gene_g313; gene_g369; gene_g376; gene_g407; gene_g419; gene_g502; gene_g560; gene_g578; gene_g702; gene_g848; gene_g887; gene_g888; gene_g895; gene_g1099; gene_g1147; gene_g1273; gene_g1343; gene_g1373; gene_g1375; gene_g1376; gene_g1676; gene_g1706; gene_g1819; gene_g1860; gene_g1871; gene_g1877; gene_g1891; gene_g1911; gene_g1912; gene_g1917; gene_g1927; gene_g1929; gene_g2034; gene_g2052; gene_g2055; gene_g2076; gene_g2094; gene_g2096; gene_g2144; gene_g2172; gene_g2175; gene_g2233; gene_g2353; gene_g2356; gene_g2451; gene_g2518; gene_g2554; gene_g2589; gene_g2604; gene_g2613; gene_g2732; gene_g2783; gene_g2829; gene_g2857; gene_g2886; gene_g2903; gene_g2963; gene_g3245; gene_g3251; gene_g3324; gene_g3328; gene_g3411; gene_g3432; gene_g3487; gene_g3566; gene_g3681; gene_g3745; gene_g3836; gene_g3872; gene_g3975; gene_g3976; gene_g4198; gene_g4380; gene_g4386; gene_g4388; gene_g4420; gene_g4570; gene_g4633; gene_g4645; gene_g4724; gene_g4739; gene_g4751; gene_g4809; gene_g4865; gene_g4870; gene_g4872; gene_g4964; gene_g5028; gene_g5037; gene_g5047; gene_g5048; gene_g5085; gene_g5089; gene_g5111; gene_g5166; gene_g5173; gene_g5262; gene_g5267; gene_g5355; gene_g5396; gene_g5422; gene_g5440; gene_g5502; gene_g5510; gene_g5622; gene_g5661; gene_g5701; gene_g5724; gene_g5730; gene_g5733; gene_g5823; gene_g5863; gene_g6058; gene_g6195; gene_g6215; gene_g6325; gene_g6409; gene_g6411; gene_g6426; gene_g6521; gene_g6636; gene_g6676; gene_g6694; gene_g6870; gene_g6915; gene_g6941; gene_g7111; gene_g7112; gene_g7215; gene_g7362; gene_g7597; gene_g7613; gene_g7654; gene_g7700; gene_g7858; gene_g7938; gene_g7987; gene_g8030; gene_g8108; gene_g8118; gene_g8151; gene_g8190; gene_g8229; gene_g8306; gene_g8358; gene_g8361; gene_g8386; gene_g8587; gene_g8660; gene_g8875; gene_g8890; gene_g8927; gene_g8947; gene_g8962; gene_g9029; gene_g9128; gene_g9136; gene_g9227; gene_g9241; gene_g9283; gene_g9326; gene_g9521; gene_g9522; gene_g9549; gene_g9568; gene_g9733; gene_g9755; gene_g9778; gene_g9816; gene_g9818; gene_g9872; gene_g9878; gene_g9881; gene_g10225; gene_g10486; gene_g10547; gene_g10569; gene_g10691; gene_g10692; gene_g10827; gene_g10871; gene_g10911; gene_g10926; gene_g11079; gene_g11163; gene_g11180; gene_g11203; gene_g11258; gene_g11360; gene_g11409; gene_g11411; gene_g11464; gene_g11497; gene_g11514; gene_g11545; gene_g11664; gene_g11670; gene_g11748; gene_g11749; gene_g11880; gene_g12029; gene_g12036; gene_g12058; gene_g12059; gene_g12060; gene_g12144; gene_g12151; gene_g12248; gene_g12285; gene_g12312; gene_g12322; gene_g12328; gene_g12334; gene_g12541; gene_g12572; gene_g12599; gene_g12781; gene_g12824; gene_g12882; gene_g12972; gene_g13042; gene_g13094; gene_g13154; gene_g13207; gene_g13407; gene_g13522; gene_g13694; gene_g13755; gene_g13806; gene_g13812; gene_g13901; gene_g13932; gene_g14003; gene_g14016; gene_g14047; gene_g14081; gene_g14153; gene_g14186; gene_g14239; gene_g14246; gene_g14368; gene_g14461; gene_g14589; gene_g14691; gene_g14745; gene_g14796; gene_g14863; gene_g14896; gene_g14991; gene_g14992; gene_g15021; gene_g15138; gene_g15139; gene_g15141; gene_g15169; gene_g15234; gene_g15283; gene_g15327; gene_g15343; gene_g15639; gene_g15641; gene_g15654; gene_g15655; gene_g15656; gene_g15783; gene_g15784; gene_g15790; gene_g15846; gene_g15965; gene_g15975; gene_g16023; gene_g16123; gene_g16147; gene_g16160; gene_g16226; gene_g16243; gene_g16291; gene_g16450; gene_g16610; gene_g16737; gene_g16754; gene_g16755; gene_g16785; gene_g16786; gene_g16958; gene_g16969; gene_g17091; gene_g17093; gene_g17180; gene_g17273; gene_g17321; gene_g17376; gene_g17386; gene_g17438; gene_g17494; gene_g17559; gene_g17582; gene_g17583; gene_g17659; gene_g17676; gene_g17709; gene_g17716; gene_g17742; gene_g18215; gene_g18358; gene_g18574; gene_g18576; gene_g18630; gene_g18679; gene_g18700; gene_g18702; gene_g18778; gene_g18797; gene_g18800; gene_g18877; gene_g18973; gene_g19005; gene_g19006; gene_g19008; gene_g19044; gene_g19083; gene_g19102; gene_g19269; gene_g19542; gene_g19829; gene_g19863; gene_g19915; gene_g20012; gene_g20031; gene_g20049; gene_g20403; gene_g20441; gene_g20521; gene_g20556; gene_g20736; gene_g20799; gene_g20833; gene_g20945; gene_g20974; gene_g21041; gene_g21068; gene_g21072; gene_g21174; gene_g21220; gene_g21222; gene_g21306; gene_g21455; gene_g21458; gene_g21564; gene_g21633; gene_g21752; gene_g21780; gene_g21813; gene_g21838; gene_g21870; gene_g21895; gene_g21912; gene_g21945; gene_g21986; gene_g22013; gene_g22058; gene_g22061; gene_g22077; gene_g22214; gene_g22292; gene_g22356; gene_g22427; gene_g22450; gene_g22553; gene_g22557; gene_g22577; gene_g22685; gene_g22694; gene_g22747; gene_g22748; gene_g22749; gene_g22805; gene_g22809; gene_g22970; gene_g23053; gene_g23227; gene_g23357; gene_g23484; gene_g23619; gene_g23635; gene_g23668; gene_g23881; gene_g23890; gene_g23996; gene_g24109; gene_g24118; gene_g24260; gene_g24398; gene_g24617; gene_g25037; gene_g25110; gene_g25265; gene_g25320; gene_g25449; gene_g25460; gene_g25470; gene_g25535; gene_g25683; gene_g25760; gene_g25825; gene_g25876; gene_g26017; gene_g26047; gene_g26084; gene_g26085; gene_g26096; gene_g26146; gene_g26335; gene_g26407; gene_g26414; gene_g26496; gene_g26544; gene_g26546; gene_g26554; gene_g26660; gene_373_5de57afd; gene_601_5de57afd; gene_620_5de57afd; gene_625_5de57afd; gene_635_5de57afd; gene_751_5de57afd; gene_758_5de57afd; gene_split_gene_g499-g499; gene_g4796; gene_g7116; gene_g8458; gene_g10635; gene_g16548; gene_439_5de57afd; gene_g2071; gene_g2296; gene_g4934; gene_g7235; gene_g8456; gene_g9327; gene_g11145; gene_g14312; gene_g17842; gene_g18115; gene_g24446; gene_g8084; gene_g18237
enriched_vs_control,33.33333333,3,organelle,gene_g3908; gene_g5236; gene_g16441
enriched_vs_control,20,5,organelle,gene_g1821; gene_g4810; gene_g11240; gene_g16956; gene_g18257
enriched_vs_control,6.060606061,33,organelle,gene_g481; gene_g1671; gene_g3848; gene_g4263; gene_g4519; gene_g5759; gene_g6248; gene_g6392; gene_g6393; gene_g6394; gene_g7332; gene_g7783; gene_g8055; gene_g8804; gene_g8893; gene_g8933; gene_g8935; gene_g10364; gene_g10619; gene_g10621; gene_g10622; gene_g10623; gene_g10624; gene_g11896; gene_g12511; gene_g12517; gene_g14777; gene_g14780; gene_g16240; gene_g17827; gene_g22731; gene_g25670; gene_g26311; gene_512_5de57afd
enriched_vs_control,14.28571429,7,organelle,gene_g555; gene_g3055; gene_g4407; gene_g8105; gene_g11843; gene_g16565; gene_g26488
enriched_vs_control,33.33333333,3,organelle,gene_g1867; gene_g5308; gene_g11540
enriched_vs_control,100,1,organelle,gene_g1867
enriched_vs_control,25,4,organelle,gene_g1484; gene_g3836; gene_g15539; gene_g15943
enriched_vs_control,25,4,organelle,gene_g16605; gene_g4047; gene_g5660; gene_g8854
enriched_vs_control,50,2,organelle,gene_g18093; gene_g19316
enriched_vs_control,50,2,organelle,gene_g187; gene_g7345
enriched_vs_control,50,2,organelle,gene_g6577; gene_g8459
enriched_vs_control,20,5,peroxisome organization,gene_g3251; gene_g11434; gene_g11435; gene_g2753; gene_g5536
enriched_vs_control,7.692307692,26,plasma membrane,gene_g3908; gene_g6248; gene_g7332; gene_g8055; gene_g8120; gene_g8893; gene_g8935; gene_g10364; gene_g10619; gene_g10620; gene_g10623; gene_g11896; gene_g12509; gene_g12511; gene_g12512; gene_g12517; gene_g12736; gene_g13365; gene_g14942; gene_g17736; gene_g17738; gene_g17826; gene_g17827; gene_525_5de57afd; gene_g1215; gene_g1216; gene_g21610
enriched_vs_control,100,1,plasma membrane,gene_g19246; gene_582_5de57afd
enriched_vs_control,50,2,positive regulation of phospholipase activity,gene_g4609; gene_g11752
enriched_vs_control,100,1,programmed cell death,gene_g542
enriched_vs_control,100,1,protein binding,gene_g4609
